,GEM plant ID,Plant name (English),Owner,Owner GEM entity ID,Parent (English),Parent GEM entity ID,Location address,Municipality,Subnational unit,Country/area,Region,Coordinates,Coordinate accuracy,Plant age,Status,Nominal crude steel capacity (ttpa),Nominal iron capacity (ttpa),Announced date,Construction date,Start date,Pre-retirement announcement date,Idled date,Retired date,Retired year,latitude,longitude,geometry,GID_1,within_target_boundaries,which_boundary,GID_2,GID_3,GID_4,GID_5
1392,P100000120967,U.S. Steel Great Lakes Works,United States Steel Corp,E100000001319,Nippon Steel Corp [100.0%],E100000000652 [100.0%],"Great Lakes Works, No. 1 Quality Drive, Ecorse, Michigan 48229, United States",Ecorse,Michigan,United States,Northern America,"42.2631810, -83.1215530",exact,124,mothballed,3500.0,2486.0,,,1902,2020,2021-12-01 00:00:00,,,42.263181,-83.121553,POINT (-83.121553 42.263181),USA.23_1,1,USA.23_1,,,,
1393,P100000120968,U.S. Steel Granite City Works,United States Steel Corp,E100000001319,Nippon Steel Corp [100.0%],E100000000652 [100.0%],"Granite City Works, 1951 State Street, Granite City, Illinois 62040, United States",Granite City,Illinois,United States,Northern America,"38.6950490, -90.1360730",exact,131,mothballed,2700.0,2540.0,,,1895,,,,,38.695049,-90.136073,POINT (-90.136073 38.695049),USA.14_1,1,USA.14_1,,,,
1394,P100000120969,Cleveland-Cliffs Toledo DRI plant,Cleveland-Cliffs Inc,E100001000649,Cleveland-Cliffs Inc [100.0%],E100001000649 [100.0%],"330 Millard Ave, Toledo, OH 43605, United States",Toledo,Ohio,United States,Northern America,"41.6728160, -83.4778330",exact,6,operating,,1900.0,,,2020,,,,,41.672816,-83.477833,POINT (-83.477833 41.672816),,0,,,,,
1395,P100000120970,ArcelorMittal Texas DRI plant,ArcelorMittal SA,E100000000687,ArcelorMittal SA [100.0%],E100000000687 [100.0%],"2800 Kay Bailey Hutchison Rd, Portland, TX 78374, United States",Portland,Texas,United States,Northern America,"27.8889290, -97.2820620",exact,8.39,announced,,2000.0,,,2017-10-01 00:00:00,,,,,27.888929,-97.282062,POINT (-97.282062 27.888929),,0,,,,,
1396,P100000120970,ArcelorMittal Texas DRI plant,ArcelorMittal SA,E100000000687,ArcelorMittal SA [100.0%],E100000000687 [100.0%],"2800 Kay Bailey Hutchison Rd, Portland, TX 78374, United States",Portland,Texas,United States,Northern America,"27.8889290, -97.2820620",exact,8.39,operating,,2000.0,,,2017-10-01 00:00:00,,,,,27.888929,-97.282062,POINT (-97.282062 27.888929),,0,,,,,
1397,P100000120971,Cleveland-Cliffs Mansfield Works,Cleveland-Cliffs Inc,E100001000649,Cleveland-Cliffs Inc [100.0%],E100001000649 [100.0%],"913 Bowman Street, Mansfield, OH 44903",Mansfield,Ohio,United States,Northern America,"40.7901230, -82.5262390",exact,102,operating,546.0,,,,1924,,,,,40.790123,-82.526239,POINT (-82.526239 40.790123),,0,,,,,
1398,P100000120972,Steel Dynamics Roanoke steel plant,Steel Dynamics Inc,E100001010336,Steel Dynamics Inc [100.0%],E100001010336 [100.0%],"102 Westside Blvd, Roanoke, VA 24017",Roanoke,Virginia,United States,Northern America,"37.2729270, -79.9988280",exact,71,operating,590.0,,,,1955,,,,,37.272927,-79.998828,POINT (-79.998828 37.272927),USA.47_1,1,USA.47_1,,,,
1399,P100000120973,Steel Dynamics Engineered Bar Products steel plant,Steel Dynamics Inc,E100001010336,Steel Dynamics Inc [100.0%],E100001010336 [100.0%],"8000 North County Road 225 East , Pittsboro, Indiana 46167-9094",Pittsboro,Indiana,United States,Northern America,"39.8755080, -86.4842140",exact,22,operating,950.0,,,,2004,,,,,39.875508,-86.484214,POINT (-86.484214 39.875508),,0,,,,,
1400,P100000120974,Vallourec Star Youngstown steel plant,Vallourec Star LP,E100000130871,Vallourec SA [100.0%],E100001010324 [100.0%],"2669 Martin Luther King Jr. Blvd, Youngstown, OH 44510-1033, USA",Youngstown,Ohio,United States,Northern America,"41.1254950, -80.6833820",exact,41,operating,725.0,,,,1985,,,,,41.125495,-80.683382,POINT (-80.683382 41.125495),,0,,,,,
1401,P100000120975,Optimus Steel Beaumont plant,Optimus Steel LLC,E100000131058,Aceros Turia Inc,E100001016337,"PO BOX 3869, Beaumont, TX 77704, United States",Beaumont,Texas,United States,Northern America,"30.0820100, -94.0746940",exact,50,operating,750.0,,,,1976,,,,,30.08201,-94.074694,POINT (-94.074694 30.08201),,0,,,,,
1402,P100000120976,NLMK Indiana steel plant,NLMK Indiana LLC,E100001010268,Novolipetsk Steel PJSC,E100000003676,"6500 S Boundary Rd, Portage, IN 46368, United States",Portage,Indiana,United States,Northern America,"41.6259120, -87.1599890",exact,34,operating,770.0,,,,1992,,,,,41.625912,-87.159989,POINT (-87.159989 41.625912),,0,,,,,
1403,P100000120977,Liberty Steel & Wire Peoria plant,Liberty Steel Group,E100000130950,GFG Alliance Ltd,E100001000556,"7000 S W Adams St. Peoria, IL 61641, United States",Peoria,Illinois,United States,Northern America,"41.5132490, -87.6214380",exact,137,operating,726.0,,,,1889,,,,,41.513249,-87.621438,POINT (-87.621438 41.513249),USA.14_1,1,USA.14_1,,,,
1404,P100000120978,Liberty Steel Georgetown plant,Liberty Steel Group,E100000130950,GFG Alliance Ltd,E100001000556,"420 S Hazard St, Georgetown, SC 29440, United States",Georgetown,South Carolina,United States,Northern America,"33.3672580, -79.2925150",exact,57,retired,908.0,,,,1969,,,,,33.367258,-79.292515,POINT (-79.292515 33.367258),,0,,,,,
1405,P100000120979,Finkl Steel Chicago plant,A. Finkl & Sons Corp,E100000130827,Swiss Steel Holding AG [100.0%],E100000130745 [100.0%],"1355 East 93rd Street, Chicago, IL 60619, United States",Chicago,Illinois,United States,Northern America,"41.7249150, -87.5899680",exact,15,operating,573.0,,,,2011,,,,,41.724915,-87.589968,POINT (-87.589968 41.724915),USA.14_1,1,USA.14.16.1600000US1714000,,USA.14.16.1600000US1714000,,
1406,P100000120980,Gerdau Cartersville steel plant,Gerdau Ameristeel Corp,E100001010298,Gerdau SA [98.2%],E100001010270 [98.2%],"384 Old Grassdale Rd NE, Cartersville, GA 30121, United States",Cartersville,Georgia,United States,Northern America,"34.2412260, -84.7995390",exact,30,operating,908.0,,,,1996,,,,,34.241226,-84.799539,POINT (-84.799539 34.241226),,0,,,,,
1407,P100000120981,Gerdau Saint Paul steel plant,Gerdau Ameristeel Corp,E100001010298,Gerdau SA [98.2%],E100001010270 [98.2%],"1678 Red Rock Rd, St Paul, MN 55119, United States",Saint Paul,Minnesota,United States,Northern America,"44.8954420, -93.0107160",exact,61,mothballed,502.0,,,,1965,,2020-06-01 00:00:00,,,44.895442,-93.010716,POINT (-93.010716 44.895442),USA.24_1,1,USA.24.63.1600000US2758000,,USA.24.63.1600000US2758000,,
1408,P100000120982,Gerdau Fort Smith steel plant,Gerdau Ameristeel Corp,E100001010298,Gerdau SA [98.2%],E100001010270 [98.2%],"5225 Planters Rd, Fort Smith, AR 72916, United States",Fort Smith,Arkansas,United States,Northern America,"35.3070550, -94.3729120",exact,42,operating,505.0,,,,1984,,,,,35.307055,-94.372912,POINT (-94.372912 35.307055),,0,,,,,
1409,P100000120983,Gerdau Monroe steel plant,Gerdau Ameristeel Corp,E100001010298,Gerdau SA [98.2%],E100001010270 [98.2%],"3000 E Front St, Monroe, MI 48161, United States",Monroe,Michigan,United States,Northern America,"41.8942290, -83.3586970",exact,46,operating,730.0,,,,1980,,,,,41.894229,-83.358697,POINT (-83.358697 41.894229),,0,,,,,
1410,P100000120984,Cascade Steel Rolling Mills,Cascade Steel Rolling Mills Inc,E100000130775,Radius Recycling Inc [100.0%],E100000130756 [100.0%],"3200 NE Highway 99W, McMinnville, OR 97128 US",McMinnville,Oregon,United States,Northern America,"45.2280350, -123.1635990",exact,58,operating,860.0,,,,1968,,,,,45.228035,-123.163599,POINT (-123.163599 45.228035),USA.38_1,1,USA.38_1,,,,
1411,P100000120985,Charter Steel Saukville plant,Charter Manufacturing Co Inc,E100000130780,Charter Manufacturing Co Inc [100.0%],E100000130780 [100.0%],"1658 Cold Springs Road, Saukville, WI 53080, United States",Saukville,Wisconsin,United States,Northern America,"43.4005330, -87.9482000",exact,35,operating,570.0,,,,1991,,,,,43.400533,-87.9482,POINT (-87.9482 43.400533),USA.50_1,1,USA.50_1,,,,
1412,P100000120986,Charter Steel Cleveland plant,Charter Manufacturing Co Inc,E100000130780,Charter Manufacturing Co Inc [100.0%],E100000130780 [100.0%],"4300 East 49th Street, Cuyahoga Heights, OH 44125, United States",Cuyahoga Heights,Ohio,United States,Northern America,"41.4431470, -81.6599110",exact,20,operating,635.0,,,,2006,,,,,41.443147,-81.659911,POINT (-81.659911 41.443147),,1,USA.36.18_1,USA.36.18_1,,,
1413,P100000120987,Nucor Steel Louisiana,Nucor Steel Louisiana LLC,E100001010198,Nucor Corp [100.0%],E100001010181 [100.0%],"9101 Hwy 3125, Convent, LA 70723, United States",Convent,Louisiana,United States,Northern America,"30.0766930, -90.8599530",exact,13,operating,,2500.0,,,2013,,,,,30.076693,-90.859953,POINT (-90.859953 30.076693),USA.19_1,1,USA.19_1,,,,
1414,P100000120988,Nucor Steel West Virginia steel plant,Nucor Corp,E100001010181,Nucor Corp [100.0%],E100001010181 [100.0%],"29618 Huntington Rd, Apple Grove, Mason County, West Virginia, United States",Mason County,West Virginia,United States,Northern America,"38.6477290, -82.1758750",exact,,construction,3000.0,,2021,2023-10-01 00:00:00,2026-06-01 00:00:00,,,,,38.647729,-82.175875,POINT (-82.175875 38.647729),,0,,,,,
1415,P100000120989,CMC Steel Florida plant,Commercial Metals Co,E100000130754,Commercial Metals Co [100.0%],E100000130754 [100.0%],"16770 Rebar Road, Jacksonville, FL 32234, United States",Jacksonville,Florida,United States,Northern America,"30.2829070, -81.9787350",exact,52,operating,617.0,,,,1974,,,,,30.282907,-81.978735,POINT (-81.978735 30.282907),USA.10_1,1,USA.10_1,,,,
1416,P100000120990,CMC Steel New Jersey plant,Commercial Metals Co,E100000130754,Commercial Metals Co [100.0%],E100000130754 [100.0%],"1 Crossman Road North, Sayreville, NJ 08872, United States",Sayreville,New Jersey,United States,Northern America,"40.4788240, -74.3211870",exact,32,operating,653.0,,,,1994,,,,,40.478824,-74.321187,POINT (-74.321187 40.478824),USA.31_1,1,USA.31_1,,,,
1417,P100000120991,CMC Alabama steel plant,Commercial Metals Co,E100000130754,Commercial Metals Co [100.0%],E100000130754 [100.0%],"101 South 50th St., Birmingham, AL 35212, United States",Birmingham,Alabama,United States,Northern America,"33.5343720, -86.7577300",exact,32,operating,653.0,,,,1994,,,,,33.534372,-86.75773,POINT (-86.75773 33.534372),,0,,,,,
1418,P100000120992,CMC South Carolina steel plant,Commercial Metals Co,E100000130754,Commercial Metals Co [100.0%],E100000130754 [100.0%],"310 New State Rd., Cayce, SC 29033, United States",Cayce,South Carolina,United States,Northern America,"33.9622720, -81.0520110",exact,34,operating,776.0,,,,1992,,,,,33.962272,-81.052011,POINT (-81.052011 33.962272),,0,,,,,
1419,P100000120993,CMC Tennessee steel plant,Commercial Metals Co,E100000130754,Commercial Metals Co [100.0%],E100000130754 [100.0%],"1919 Tennessee Avenue, Knoxville, TN 37921, United States",Knoxville,Tennessee,United States,Northern America,"35.9781040, -83.9565720",exact,26,operating,544.0,,,,2000,,,,,35.978104,-83.956572,POINT (-83.956572 35.978104),,1,USA.43.47.1600000US4740000,,USA.43.47.1600000US4740000,,
1420,P100000120994,CMC Arizona steel plant,Commercial Metals Co,E100000130754,Commercial Metals Co [100.0%],E100000130754 [100.0%],"11444 East Germann Rd., Mesa, AZ 85212, United States",Mesa,Arizona,United States,Northern America,"33.2858280, -111.5865610",exact,17,operating,890.0,,,,2009,,,,,33.285828,-111.586561,POINT (-111.586561 33.285828),,1,USA.3.8.1600000US0446000,,USA.3.8.1600000US0446000,,
1421,P100000120995,BlueScope Steel EAF plant,BlueScope Steel Ltd,E100000130689,BlueScope Steel Ltd [100.0%],E100000130689 [100.0%],Eastern United States,,,United States,Northern America,"39.8157120, -101.2751810",approximate,,announced,500.0,,2021-09-01 00:00:00,,,,,,,39.815712,-101.275181,POINT (-101.275181 39.815712),,0,,,,,
1422,P100000120997,ArcelorMittal Calvert steel plant,AM/NS Calvert LLC,E100001010118,ArcelorMittal SA [100.0%],E100000000687 [100.0%],"1 AM/NS Way, Calvert, AL 36513, United States",Calvert,Alabama,United States,Northern America,"31.1484460, -87.9905210",exact,1,announced,1500.0,,2020-08-12 00:00:00,2021-02-18 00:00:00,2025,,,,,31.148446,-87.990521,POINT (-87.990521 31.148446),,0,,,,,
1423,P100000120997,ArcelorMittal Calvert steel plant,AM/NS Calvert LLC,E100001010118,ArcelorMittal SA [100.0%],E100000000687 [100.0%],"1 AM/NS Way, Calvert, AL 36513, United States",Calvert,Alabama,United States,Northern America,"31.1484460, -87.9905210",exact,1,operating,1500.0,,2020-08-12 00:00:00,2021-02-18 00:00:00,2025,,,,,31.148446,-87.990521,POINT (-87.990521 31.148446),,0,,,,,
1424,P100000120998,Alton Steel plant,Alton Steel Inc,E100000130968,Alton Steel Inc [100.0%],E100000130968 [100.0%],"#5 Cut St, Alton, IL 62002 United States",Alton,Illinois,United States,Northern America,"38.8844650, -90.1457900",exact,23,retired,680.0,,,,2003,,,2026-01-01 00:00:00,2026,38.884465,-90.14579,POINT (-90.14579 38.884465),USA.14_1,1,USA.14_1,,,,
1425,P100000121000,Nucor Steel Kingman plant,Nucor Steel Kingman LLC,E100001010194,Nucor Corp [100.0%],E100001010181 [100.0%],"3000 Old Hwy 66, Kingman, AZ 86413, United States",Kingman,Arizona,United States,Northern America,"35.1431920, -114.0895680",exact,0.39,operating,572.0,,2021-09-01 00:00:00,2022-11-01 00:00:00,2025-10-01 00:00:00,,,,,35.143192,-114.089568,POINT (-114.089568 35.143192),,0,,,,,
1426,P100000121001,Uzmetkombinat steel plant,Uzbekskiy Metallurgicheskiy Kombinat JSC,E100000130852,Government of Uzbekistan [80.0%]; unknown [20.0%],E100001010426 [80.0%]; E100000132388 [20.0%],"A-376, Bekobod, Uzbekistan",Bekobod,Tashkent,Uzbekistan,Central Asia,"40.2334320, 69.2908730",exact,82,cancelled,1400.0,,,,1944,,,,,40.233432,69.290873,POINT (69.290873 40.233432),,0,,,,,
1427,P100000121001,Uzmetkombinat steel plant,Uzbekskiy Metallurgicheskiy Kombinat JSC,E100000130852,Government of Uzbekistan [80.0%]; unknown [20.0%],E100001010426 [80.0%]; E100000132388 [20.0%],"A-376, Bekobod, Uzbekistan",Bekobod,Tashkent,Uzbekistan,Central Asia,"40.2334320, 69.2908730",exact,82,construction,1040.0,,,,1944,,,,,40.233432,69.290873,POINT (69.290873 40.233432),,0,,,,,
1428,P100000121001,Uzmetkombinat steel plant,Uzbekskiy Metallurgicheskiy Kombinat JSC,E100000130852,Government of Uzbekistan [80.0%]; unknown [20.0%],E100001010426 [80.0%]; E100000132388 [20.0%],"A-376, Bekobod, Uzbekistan",Bekobod,Tashkent,Uzbekistan,Central Asia,"40.2334320, 69.2908730",exact,82,operating,1100.0,,,,1944,,,,,40.233432,69.290873,POINT (69.290873 40.233432),,0,,,,,
1429,P100000121002,Tebinbulak mining and smelting complex,Triangul Metals Tebinbulak JSC,E100001012111,Triangul Metals Tebinbulak JSC [100.0%],E100001012111 [100.0%],"Special Industrial Zone ""Qorao'zak""",Karauzyak,Republic of Karakalpakstan,Uzbekistan,Central Asia,"42.1780016, 60.4038997",approximate,,construction,,3600.0,2018,2023,2027,,,,,42.1780016,60.4038997,POINT (60.4038997 42.1780016),,0,,,,,
1430,P100000121004,Sidor Ciudad Guayana steel plant,Siderurgica del Orinoco Alfredo Maneiro CA,E100000130923,Siderurgica del Orinoco Alfredo Maneiro CA [100.0%],E100000130923 [100.0%],"Puerto Ordaz, Guayana City, Bolívar, Venezuela",Guayana City,Bolívar,Venezuela,Latin America and the Caribbean,"8.2590730, -62.8411260",exact,64,mothballed,4080.0,2680.0,,,1962,,,,,8.259073,-62.841126,POINT (-62.841126 8.259073),,0,,,,,
1431,P100000121004,Sidor Ciudad Guayana steel plant,Siderurgica del Orinoco Alfredo Maneiro CA,E100000130923,Siderurgica del Orinoco Alfredo Maneiro CA [100.0%],E100000130923 [100.0%],"Puerto Ordaz, Guayana City, Bolívar, Venezuela",Guayana City,Bolívar,Venezuela,Latin America and the Caribbean,"8.2590730, -62.8411260",exact,64,operating,1020.0,1290.0,,,1962,,,,,8.259073,-62.841126,POINT (-62.841126 8.259073),,0,,,,,
1432,P100000121005,CVG Comsigua DRI plant,Complejo Siderurgico de Guayana CA,E100000130906,Complejo Siderurgico de Guayana CA [100.0%],E100000130906 [100.0%],"Parque Industrial CVG Minorca, Zona industrial Matanzas, Sector Punta Cuchillo, Ciudad Guayana 8050, Bolívar, Venezuela",Ciudad Guayana,Bolívar,Venezuela,Latin America and the Caribbean,"8.2976620, -62.7801490",exact,28,operating,,1000.0,,,1998,,,,,8.297662,-62.780149,POINT (-62.780149 8.297662),,0,,,,,
1433,P100000121006,CVG Ferrominera Orinoco DRI plant,CVG Ferrominera Orinoco CA,E100001000469,Corporación Siderúrgica de Venezuela SA,E100001000470,"Avenida Caracas, Ciudad Guayana 8050, Bolívar, Venezuela",Ciudad Guayana,Bolívar,Venezuela,Latin America and the Caribbean,"8.3346800, -62.7288420",exact,36,operating,,1000.0,,,1990,,,,,8.33468,-62.728842,POINT (-62.728842 8.33468),,0,,,,,
1434,P100000121007,CVG Briquetera del Orinoco DRI plant,Briquetera del Orinoco CA,E100001010279,Briquetera del Orinoco CA [100.0%],E100001010279 [100.0%],"8050 Ciudad Guayana, Bolivar, Venezuela",Ciudad Guayana,Bolívar,Venezuela,Latin America and the Caribbean,"8.2749650, -62.8192820",exact,26,operating,,2200.0,,,2000,,,,,8.274965,-62.819282,POINT (-62.819282 8.274965),,0,,,,,
1435,P100000121008,CVG Briquetera del Caroní DRI plant,Corporacion Venezolana de Guayana,E100000130955,Corporacion Venezolana de Guayana [100.0%],E100000130955 [100.0%],"Zona Industrial Matanzas, 8050 Ciudad Guayana, Bolivar, Venezuela",Ciudad Guayana,Bolívar,Venezuela,Latin America and the Caribbean,"8.2901420, -62.8054190",exact,35.23,operating,,820.0,,,1990-11-26 00:00:00,,,,,8.290142,-62.805419,POINT (-62.805419 8.290142),,0,,,,,
1436,P100000121010,CVG Briquetera de Venezuela DRI plant,Matesi,E100000130759,Matesi [100.0%],E100000130759 [100.0%],"UD-513 Avenida Leopoldo Sucre Figarella, Ciudad Guayana 8050, Bolívar, Venezuela",Ciudad Guayana,Bolívar,Venezuela,Latin America and the Caribbean,"8.3001590, -62.7801360",exact,26,mothballed,,1500.0,,,2000,,,,,8.300159,-62.780136,POINT (-62.780136 8.300159),,0,,,,,
1437,P100000121011,Formosa Ha Tinh Steel plant,Formosa Ha Tinh Steel Corp,E100000003270,China Steel Corp; Formosa Plastics Corp; JFE Holdings Inc,E100001010146; E100000001015; E100000000643,"Vung Ang Economic Zone, Ky Long Ward, Ky Anh Town, Ha Tinh Province, Vietnam",Ky Anh Town,Ha Tinh,Vietnam,South-Eastern Asia,"18.0363330, 106.4282710",exact,18,announced,14000.0,7800.0,2008-04-01 00:00:00,2008-07-06 00:00:00,2008,,,,,18.036333,106.428271,POINT (106.428271 18.036333),,0,,,,,
1438,P100000121011,Formosa Ha Tinh Steel plant,Formosa Ha Tinh Steel Corp,E100000003270,China Steel Corp; Formosa Plastics Corp; JFE Holdings Inc,E100001010146; E100000001015; E100000000643,"Vung Ang Economic Zone, Ky Long Ward, Ky Anh Town, Ha Tinh Province, Vietnam",Ky Anh Town,Ha Tinh,Vietnam,South-Eastern Asia,"18.0363330, 106.4282710",exact,18,operating,7500.0,7250.0,2008-04-01 00:00:00,2008-07-06 00:00:00,2008,,,,,18.036333,106.428271,POINT (106.428271 18.036333),,0,,,,,
1439,P100000121012,Pomina Steel Phu My plant,Pomina Steel JSC,E100000130937,Pomina Steel JSC [100.0%],E100000130937 [100.0%],"Phu My Industrial Park, Tan Thanh District, Ba Ria Vung Tau Province, Vietnam",Phu My Town,Ba Ria Vung Tau,Vietnam,South-Eastern Asia,"10.6015680, 107.0454910",exact,27,operating,500.0,,,,1999,,,,,10.601568,107.045491,POINT (107.045491 10.601568),,0,,,,,
1440,P100000121013,Pomina Steel 3 Phu My plant,Pomina Steel JSC,E100000130937,Pomina Steel JSC [100.0%],E100000130937 [100.0%],"Phu My Industrial Park, Tan Thanh District, Ba Ria Vung Tau Province, Vietnam",Phu My Town,Ba Ria Vung Tau,Vietnam,South-Eastern Asia,"10.5770420, 107.0403240",exact,14,operating,1000.0,1000.0,2009,,2012,,,,,10.577042,107.040324,POINT (107.040324 10.577042),,0,,,,,
1441,P100000121014,Tung Ho Steel Phu My plant,Tung Ho Steel Vietnam Corp Ltd,E100000130964,Tung Ho Steel Enterprise Corp [100.0%],E100000130746 [100.0%],"Phu My II Industrial Park, Phu My Ward, Phu My Town, Ba Ria, Vung Tau Province, Vietnam",Phu My Town,Ba Ria Vung Tau,Vietnam,South-Eastern Asia,"10.5514450, 107.0436800",exact,19,operating,1000.0,,,,2007,,,,,10.551445,107.04368,POINT (107.04368 10.551445),,0,,,,,
1442,P100000121015,Hoa Phat Dung Quat steel plant,Hoa Phat Dung Quat Steel JSC,E100000131044,Hoa Phat Group JSC [100.0%],E100000130846 [100.0%],"Dung Quat Industrial Park, Quang Ngai, Vietnam",Dung Quat Economic Zone,Quang Ngai,Vietnam,South-Eastern Asia,"15.3776800, 108.7933210",exact,9,operating,14499.0,10400.0,2017-01-25 00:00:00,,2017,,,,,15.37768,108.793321,POINT (108.793321 15.37768),,0,,,,,
