,GEM plant ID,Plant name (English),Owner,Owner GEM entity ID,Parent (English),Parent GEM entity ID,Location address,Municipality,Subnational unit,Country/area,Region,Coordinates,Coordinate accuracy,Plant age,Status,Nominal crude steel capacity (ttpa),Nominal iron capacity (ttpa),Announced date,Construction date,Start date,Pre-retirement announcement date,Idled date,Retired date,Retired year,latitude,longitude,geometry,GID_1,within_target_boundaries,which_boundary,GID_2,GID_3,GID_4,GID_5
361,P100000120226,Fushun New Steel Co Ltd,Fushun New Steel Corp Ltd,E100000124695,Beijing Jianlong Investment Co Ltd [63.2%]; Fushun State-Owned Assets Management Co Ltd [29.3%]; unknown [7.5%],E100000000155 [63.2%]; E100000125132 [29.3%]; E100000132388 [7.5%],No. 18 Shenfu South Line,,Liaoning,China,Eastern Asia,"41.8412230, 123.7538950",exact,20.36,operating,2700.0,,,,2005-10-12 00:00:00,,,,,41.841223,123.753895,POINT (123.753895 41.841223),CHN.21,1,CHN.21,,,,
362,P100000120226,Fushun New Steel Co Ltd,Fushun New Steel Corp Ltd,E100000124695,Beijing Jianlong Investment Co Ltd [63.2%]; Fushun State-Owned Assets Management Co Ltd [29.3%]; unknown [7.5%],E100000000155 [63.2%]; E100000125132 [29.3%]; E100000132388 [7.5%],No. 18 Shenfu South Line,,Liaoning,China,Eastern Asia,"41.8412230, 123.7538950",exact,20.36,operating pre-retirement,,3151.0,,,2005-10-12 00:00:00,,,,,41.841223,123.753895,POINT (123.753895 41.841223),CHN.21,1,CHN.21,,,,
363,P100000120226,Fushun New Steel Co Ltd,Fushun New Steel Corp Ltd,E100000124695,Beijing Jianlong Investment Co Ltd [63.2%]; Fushun State-Owned Assets Management Co Ltd [29.3%]; unknown [7.5%],E100000000155 [63.2%]; E100000125132 [29.3%]; E100000132388 [7.5%],No. 18 Shenfu South Line,,Liaoning,China,Eastern Asia,"41.8412230, 123.7538950",exact,20.36,retired,2850.0,,,,2005-10-12 00:00:00,,,,,41.841223,123.753895,POINT (123.753895 41.841223),CHN.21,1,CHN.21,,,,
364,P100000120227,Dongbei Special Steel Group Dalian Special Steel Co Ltd,Dongbei Special Steel Group Dalian Special Steel Co Ltd,E100000126532,Ningbo Meishan Free Trade Port Jincheng Shazhou Equity Investment Co Ltd [42.8%]; Wuhu Yinsheng Special Steel Investment Management Partnership LP [31.4%]; unknown [15.9%]; Bengang Steel Plates Co Ltd [9.9%],E100000124038 [42.8%]; E100000128285 [31.4%]; E100000132388 [15.9%]; E100000122467 [9.9%],No. 18 Hebin South Road,Lingang Industrial Zone,Liaoning,China,Eastern Asia,"39.1936970, 122.0577880",exact,57,operating,2695.0,1160.0,,,1969,,,,,39.193697,122.057788,POINT (122.057788 39.193697),CHN.21,1,CHN.21.53,CHN.21.53,,,
365,P100000120228,Fushun Special Steel Co Ltd,Fushun Special Steel Co Ltd,E100000126378,Fushun Special Steel Co Ltd [100.0%],E100000126378 [100.0%],"No. 8, East Section of Anshan Road",,Liaoning,China,Eastern Asia,"41.8387740, 123.8065860",exact,89,operating,999.0,,,,1937,,,,,41.838774,123.806586,POINT (123.806586 41.838774),CHN.21,1,CHN.21,,,,
366,P100000120229,Houying Group Haicheng Iron and Steel Co Ltd Datun Branch,Houying Group Haicheng Iron and Steel Co Ltd,E100000126219,Houying Group Haicheng Iron and Steel Co Ltd [100.0%],E100000126219 [100.0%],"Datun Town, Haicheng City, Anshan City, Liaoning Province",Anshan,Liaoning,China,Eastern Asia,"40.9818550, 122.9486430",exact,19.58,announced,2300.0,,,,2006-07-24 00:00:00,,,,,40.981855,122.948643,POINT (122.948643 40.981855),CHN.21,1,CHN.21,,,,
367,P100000120229,Houying Group Haicheng Iron and Steel Co Ltd Datun Branch,Houying Group Haicheng Iron and Steel Co Ltd,E100000126219,Houying Group Haicheng Iron and Steel Co Ltd [100.0%],E100000126219 [100.0%],"Datun Town, Haicheng City, Anshan City, Liaoning Province",Anshan,Liaoning,China,Eastern Asia,"40.9818550, 122.9486430",exact,19.58,construction,,2440.0,,,2006-07-24 00:00:00,,,,,40.981855,122.948643,POINT (122.948643 40.981855),CHN.21,1,CHN.21,,,,
368,P100000120229,Houying Group Haicheng Iron and Steel Co Ltd Datun Branch,Houying Group Haicheng Iron and Steel Co Ltd,E100000126219,Houying Group Haicheng Iron and Steel Co Ltd [100.0%],E100000126219 [100.0%],"Datun Town, Haicheng City, Anshan City, Liaoning Province",Anshan,Liaoning,China,Eastern Asia,"40.9818550, 122.9486430",exact,19.58,operating pre-retirement,2600.0,1376.0,,,2006-07-24 00:00:00,,,,,40.981855,122.948643,POINT (122.948643 40.981855),CHN.21,1,CHN.21,,,,
369,P100000120229,Houying Group Haicheng Iron and Steel Co Ltd Datun Branch,Houying Group Haicheng Iron and Steel Co Ltd,E100000126219,Houying Group Haicheng Iron and Steel Co Ltd [100.0%],E100000126219 [100.0%],"Datun Town, Haicheng City, Anshan City, Liaoning Province",Anshan,Liaoning,China,Eastern Asia,"40.9818550, 122.9486430",exact,19.58,retired,,1070.0,,,2006-07-24 00:00:00,,,,,40.981855,122.948643,POINT (122.948643 40.981855),CHN.21,1,CHN.21,,,,
370,P100000120230,Yingkou Iron and Steel Co Ltd,Yingkou Iron & Steel Co Ltd,E100000126664,Liaoning Jiachen Holding Group Co Ltd [84.6%]; The China Orient Asset Management Co Ltd [14.3%]; unknown [1.2%],E100000128131 [84.6%]; E100000123243 [14.3%]; E100000132388 [1.2%],No. 1 Jiachen Avenue,Yingkou,Liaoning,China,Eastern Asia,"40.6646510, 122.4150570",exact,15.23,operating,2800.0,2400.0,,,2010-11-27 00:00:00,,,,,40.664651,122.415057,POINT (122.415057 40.664651),CHN.21,1,CHN.21,,,,
371,P100000120231,Anshan Baode Iron and Steel Co Ltd,Anshan Baode Iron & Steel Co Ltd,E100000126417,Anshan Baode Iron & Steel Co Ltd [100.0%],E100000126417 [100.0%],Chengang Street,,Liaoning,China,Eastern Asia,"41.1736130, 122.9455010",exact,26.73,operating,1800.0,1150.0,,,1999-05-28 00:00:00,,,,,41.173613,122.945501,POINT (122.945501 41.173613),CHN.21,1,CHN.21,,,,
372,P100000120232,Ningxia Iron and Steel Group Co Ltd,Ningxia Iron and Steel (Group) Co Ltd,E100000127269,Ningxia Haofeng Weiye Steel Co Ltd [79.0%]; natural person(s) [21.0%],E100000127604 [79.0%]; E100000123261 [21.0%],East of Ninggang Avenue,Meili Industrial Park,Ningxia,China,Eastern Asia,"37.5030540, 105.0783480",exact,68,operating,1800.0,2590.0,,,1958,,,,,37.503054,105.078348,POINT (105.078348 37.503054),CHN.64,1,CHN.64,,,,
373,P100000120232,Ningxia Iron and Steel Group Co Ltd,Ningxia Iron and Steel (Group) Co Ltd,E100000127269,Ningxia Haofeng Weiye Steel Co Ltd [79.0%]; natural person(s) [21.0%],E100000127604 [79.0%]; E100000123261 [21.0%],East of Ninggang Avenue,Meili Industrial Park,Ningxia,China,Eastern Asia,"37.5030540, 105.0783480",exact,68,retired,,1400.0,,,1958,,,,,37.503054,105.078348,POINT (105.078348 37.503054),CHN.64,1,CHN.64,,,,
374,P100000120233,Xining Special Steel Co Ltd,Xining Special Steel Co Ltd,E100000126834,Xining Special Steel Co Ltd [100.0%],E100000126834 [100.0%],52 Qaidam West Road,Xining,Qinghai,China,Eastern Asia,"36.6685600, 101.6714140",exact,28.37,operating,900.0,2040.0,,,1997-10-08 00:00:00,,,,,36.66856,101.671414,POINT (101.671414 36.66856),CHN.63,1,CHN.63,,,,
375,P100000120233,Xining Special Steel Co Ltd,Xining Special Steel Co Ltd,E100000126834,Xining Special Steel Co Ltd [100.0%],E100000126834 [100.0%],52 Qaidam West Road,Xining,Qinghai,China,Eastern Asia,"36.6685600, 101.6714140",exact,28.37,retired,1140.0,,,,1997-10-08 00:00:00,,,,,36.66856,101.671414,POINT (101.671414 36.66856),CHN.63,1,CHN.63,,,,
376,P100000120234,Shaanxi Longmen Steel Co Ltd,Shaanxi LONG MEN IRON&STEEL Co Ltd,E100000123194,Shaanxi Coal and Chemical Industry Co Ltd [95.9%]; unknown [4.1%],E100001000403 [95.9%]; E100000132388 [4.1%],,Longmen,Shaanxi,China,Eastern Asia,"35.6184660, 110.5757880",exact,18.66,announced,2300.0,,,,2007-06-22 00:00:00,,,,,35.618466,110.575788,POINT (110.575788 35.618466),CHN.61,1,CHN.61,,,,
377,P100000120234,Shaanxi Longmen Steel Co Ltd,Shaanxi LONG MEN IRON&STEEL Co Ltd,E100000123194,Shaanxi Coal and Chemical Industry Co Ltd [95.9%]; unknown [4.1%],E100001000403 [95.9%]; E100000132388 [4.1%],,Longmen,Shaanxi,China,Eastern Asia,"35.6184660, 110.5757880",exact,18.66,cancelled,1050.0,,,,2007-06-22 00:00:00,,,,,35.618466,110.575788,POINT (110.575788 35.618466),CHN.61,1,CHN.61,,,,
378,P100000120234,Shaanxi Longmen Steel Co Ltd,Shaanxi LONG MEN IRON&STEEL Co Ltd,E100000123194,Shaanxi Coal and Chemical Industry Co Ltd [95.9%]; unknown [4.1%],E100001000403 [95.9%]; E100000132388 [4.1%],,Longmen,Shaanxi,China,Eastern Asia,"35.6184660, 110.5757880",exact,18.66,operating,3800.0,7345.0,,,2007-06-22 00:00:00,,,,,35.618466,110.575788,POINT (110.575788 35.618466),CHN.61,1,CHN.61,,,,
379,P100000120234,Shaanxi Longmen Steel Co Ltd,Shaanxi LONG MEN IRON&STEEL Co Ltd,E100000123194,Shaanxi Coal and Chemical Industry Co Ltd [95.9%]; unknown [4.1%],E100001000403 [95.9%]; E100000132388 [4.1%],,Longmen,Shaanxi,China,Eastern Asia,"35.6184660, 110.5757880",exact,18.66,operating pre-retirement,3400.0,,,,2007-06-22 00:00:00,,,,,35.618466,110.575788,POINT (110.575788 35.618466),CHN.61,1,CHN.61,,,,
380,P100000120235,Shaanxi Steel Group Hanzhong Iron and Steel Co Ltd,Shangang Group Hanzhong Iron & Steel Co Ltd,E100000123197,Shaanxi Coal and Chemical Industry Co Ltd [85.8%]; Hanzhong Investment Holding Group Co Ltd [8.9%]; unknown [5.3%],E100001000403 [85.8%]; E100000124716 [8.9%]; E100000132388 [5.3%],,Dingjunshan,Shaanxi,China,Eastern Asia,"33.1331920, 106.6718590",exact,16.65,operating,3000.0,4040.0,,,2009-06-25 00:00:00,,,,,33.133192,106.671859,POINT (106.671859 33.133192),CHN.61,1,CHN.61,,,,
381,P100000120236,Shaanxi Lueyang Iron and Steel Co Ltd,Shaanxi Lueyang Iron and Steel Co Ltd,E100000126391,Shanghai Lingtuo Enterprise Management Center LP [52.1%]; Hanzhong Investment Holding Group Co Ltd [18.6%]; DongLing Group Incorporated Co [17.6%]; Lueyang County Economic and Trade Bureau [11.1%]; unknown [0.5%],E100000128286 [52.1%]; E100000124716 [18.6%]; E100000128251 [17.6%]; E100000130261 [11.1%]; E100000132388 [0.5%],Dagoukou,Chengguan,Shaanxi,China,Eastern Asia,"33.3236780, 106.1672060",exact,22.29,announced,1150.0,,,,2003-11-06 00:00:00,,,,,33.323678,106.167206,POINT (106.167206 33.323678),CHN.61,1,CHN.61,,,,
382,P100000120236,Shaanxi Lueyang Iron and Steel Co Ltd,Shaanxi Lueyang Iron and Steel Co Ltd,E100000126391,Shanghai Lingtuo Enterprise Management Center LP [52.1%]; Hanzhong Investment Holding Group Co Ltd [18.6%]; DongLing Group Incorporated Co [17.6%]; Lueyang County Economic and Trade Bureau [11.1%]; unknown [0.5%],E100000128286 [52.1%]; E100000124716 [18.6%]; E100000128251 [17.6%]; E100000130261 [11.1%]; E100000132388 [0.5%],Dagoukou,Chengguan,Shaanxi,China,Eastern Asia,"33.3236780, 106.1672060",exact,22.29,operating,,1000.0,,,2003-11-06 00:00:00,,,,,33.323678,106.167206,POINT (106.167206 33.323678),CHN.61,1,CHN.61,,,,
383,P100000120236,Shaanxi Lueyang Iron and Steel Co Ltd,Shaanxi Lueyang Iron and Steel Co Ltd,E100000126391,Shanghai Lingtuo Enterprise Management Center LP [52.1%]; Hanzhong Investment Holding Group Co Ltd [18.6%]; DongLing Group Incorporated Co [17.6%]; Lueyang County Economic and Trade Bureau [11.1%]; unknown [0.5%],E100000128286 [52.1%]; E100000124716 [18.6%]; E100000128251 [17.6%]; E100000130261 [11.1%]; E100000132388 [0.5%],Dagoukou,Chengguan,Shaanxi,China,Eastern Asia,"33.3236780, 106.1672060",exact,22.29,operating pre-retirement,1900.0,,,,2003-11-06 00:00:00,,,,,33.323678,106.167206,POINT (106.167206 33.323678),CHN.61,1,CHN.61,,,,
384,P100000120237,Shaanxi Huaxin Special Steel Group Co Ltd,Shaanxi Huaxin Special Steel Group Co Ltd,E100000126275,Shaanxi Huaxin Special Steel Group Co Ltd [100.0%],E100000126275 [100.0%],"Taoxia Town Industrial Park, Luofu Town, Huayin City, Shaanxi Province",Weinan,Shaanxi,China,Eastern Asia,"34.5232780, 109.9860420",exact,24.54,operating pre-retirement,1200.0,,,,2001-08-06 00:00:00,2024-07-18 00:00:00,,,,34.523278,109.986042,POINT (109.986042 34.523278),CHN.61,1,CHN.61,,,,
385,P100000120238,Shandong Iron and Steel Group Yongfeng Zibo Co Ltd,Shandong Iron Steel Group Yongfeng Zibo Co Ltd,E100000123804,Shandong Iron and Steel Group Co Ltd [35.0%]; Qihe Zhongxin Investment Co Ltd [34.7%]; Yongfeng Group Co Ltd [15.3%]; Shandong Guohui Investment Co Ltd [10.0%]; Shandong Caixin Asset Operation Co Ltd [5.0%],E100000124598 [35.0%]; E100000124596 [34.7%]; E100000124595 [15.3%]; E100000124585 [10.0%]; E100000124453 [5.0%],No. 9 Shihua Road,Economic Development Zone,Shandong,China,Eastern Asia,"36.9060360, 118.1118330",exact,4.74,retired,2700.0,1220.0,,,2016-08-03 00:00:00,,,2021-04-30 00:00:00,2021,36.906036,118.111833,POINT (118.111833 36.906036),CHN.37,1,CHN.37,,,,
386,P100000120239,Qingdao Special Iron and Steel Co Ltd,Qingdao Special Iron and Steel Co Ltd,E100000127314,Citic Pacific Special Steel Group Co Ltd [100.0%],E100000128047 [100.0%],No. 1886 Jicheng Road,Boli,Shandong,China,Eastern Asia,"35.6296000, 119.7223350",exact,13,announced,1150.0,,,,2013,,,,,35.6296,119.722335,POINT (119.722335 35.6296),CHN.37,1,CHN.37.216,CHN.37.216,,,
387,P100000120239,Qingdao Special Iron and Steel Co Ltd,Qingdao Special Iron and Steel Co Ltd,E100000127314,Citic Pacific Special Steel Group Co Ltd [100.0%],E100000128047 [100.0%],No. 1886 Jicheng Road,Boli,Shandong,China,Eastern Asia,"35.6296000, 119.7223350",exact,13,operating,2950.0,4200.0,,,2013,,,,,35.6296,119.722335,POINT (119.722335 35.6296),CHN.37,1,CHN.37.216,CHN.37.216,,,
388,P100000120240,Rizhao Steel Holding Group Co Ltd,Rizhao Steel Holding Group Co Ltd,E100000123983,Jinghua Rigang Holding Group Co Ltd [98.8%]; unknown [1.2%],E100000124688 [98.8%]; E100000132388 [1.2%],No. 600 Binhai Road,Rizhao,Shandong,China,Eastern Asia,"35.1653500, 119.3666720",exact,22.77,announced,9000.0,10500.0,,,2003-05-14 00:00:00,,,,,35.16535,119.366672,POINT (119.366672 35.16535),CHN.37,1,CHN.37,,,,
389,P100000120240,Rizhao Steel Holding Group Co Ltd,Rizhao Steel Holding Group Co Ltd,E100000123983,Jinghua Rigang Holding Group Co Ltd [98.8%]; unknown [1.2%],E100000124688 [98.8%]; E100000132388 [1.2%],No. 600 Binhai Road,Rizhao,Shandong,China,Eastern Asia,"35.1653500, 119.3666720",exact,22.77,construction,1350.0,2500.0,,,2003-05-14 00:00:00,,,,,35.16535,119.366672,POINT (119.366672 35.16535),CHN.37,1,CHN.37,,,,
390,P100000120240,Rizhao Steel Holding Group Co Ltd,Rizhao Steel Holding Group Co Ltd,E100000123983,Jinghua Rigang Holding Group Co Ltd [98.8%]; unknown [1.2%],E100000124688 [98.8%]; E100000132388 [1.2%],No. 600 Binhai Road,Rizhao,Shandong,China,Eastern Asia,"35.1653500, 119.3666720",exact,22.77,operating,11300.0,7700.0,,,2003-05-14 00:00:00,,,,,35.16535,119.366672,POINT (119.366672 35.16535),CHN.37,1,CHN.37,,,,
391,P100000120240,Rizhao Steel Holding Group Co Ltd,Rizhao Steel Holding Group Co Ltd,E100000123983,Jinghua Rigang Holding Group Co Ltd [98.8%]; unknown [1.2%],E100000124688 [98.8%]; E100000132388 [1.2%],No. 600 Binhai Road,Rizhao,Shandong,China,Eastern Asia,"35.1653500, 119.3666720",exact,22.77,operating pre-retirement,,7180.0,,,2003-05-14 00:00:00,,,,,35.16535,119.366672,POINT (119.366672 35.16535),CHN.37,1,CHN.37,,,,
392,P100000120240,Rizhao Steel Holding Group Co Ltd,Rizhao Steel Holding Group Co Ltd,E100000123983,Jinghua Rigang Holding Group Co Ltd [98.8%]; unknown [1.2%],E100000124688 [98.8%]; E100000132388 [1.2%],No. 600 Binhai Road,Rizhao,Shandong,China,Eastern Asia,"35.1653500, 119.3666720",exact,22.77,retired,1700.0,1216.0,,,2003-05-14 00:00:00,,,,,35.16535,119.366672,POINT (119.366672 35.16535),CHN.37,1,CHN.37,,,,
393,P100000120241,Shandong Guangfu Group Co Ltd,Shandong Guangfu Group Co Ltd,E100000122786,natural person(s) [89.3%]; Shandong Chaote High End Equipment Technology Co Ltd [10.7%],E100000123261 [89.3%]; E100000123774 [10.7%],Qinglongshan Industrial park,Qingyang,Shandong,China,Eastern Asia,"36.8631450, 117.6169180",exact,39,retired,3960.0,3500.0,,,1983,,2022,2022,2022,36.863145,117.616918,POINT (117.616918 36.863145),CHN.37,1,CHN.37,,,,
394,P100000120242,Xiwang Metal Science Technology Co Ltd,Xiwang METAL Science Technology Co Ltd,E100000126646,Xiwang Special Steel Co Ltd [99.6%]; unknown [0.4%],E100000130659 [99.6%]; E100000132388 [0.4%],,Xiwang,Shandong,China,Eastern Asia,"36.9282080, 117.6946540",exact,14.01,retired,3600.0,2080.0,,,2007-12-29 00:00:00,,,2022,2022,36.928208,117.694654,POINT (117.694654 36.928208),CHN.37,1,CHN.37,,,,
395,P100000120243,Shandong Chuanyang Group Co Ltd,Shandong Chuanyang Group Co Ltd,E100000126592,Shandong Chuanyang Group Co Ltd [100.0%],E100000126592 [100.0%],,Changshan,Shandong,China,Eastern Asia,"36.8947840, 117.8883660",exact,19.69,retired,2700.0,2190.0,,,2002-04-24 00:00:00,,,2022,2022,36.894784,117.888366,POINT (117.888366 36.894784),CHN.37,1,CHN.37,,,,
396,P100000120244,Weifang Special Steel Group Co Ltd,Weifang SPECIAL Steel Group Co Ltd,E100000127319,Weiao (Shandong) Investment Co Ltd [100.0%],E100000128568 [100.0%],Weigang East Road,,Shandong,China,Eastern Asia,"36.6444690, 119.2384270",exact,32.28,operating pre-retirement,3000.0,2350.0,,,1993-11-09 00:00:00,2024-08-02 00:00:00,,,,36.644469,119.238427,POINT (119.238427 36.644469),CHN.37,1,CHN.37,,,,
397,P100000120245,Shandong Taishan Steel Group Co Ltd,Shandong Taishan Steel Group Co Ltd,E100000126280,Guang Yang An Tai Holdings Ltd [91.0%]; Jinan Yanshan Investment Co Ltd [9.0%],E100000127646 [91.0%]; E100000127647 [9.0%],"No. 1 Xinfu Road, Laiwu District, Jinan City, Shandong Province",Jinan,Shandong,China,Eastern Asia,"36.2214100, 117.6277280",exact,57,cancelled,2640.0,,,,1969,,,,,36.22141,117.627728,POINT (117.627728 36.22141),CHN.37,1,CHN.37,,,,
398,P100000120245,Shandong Taishan Steel Group Co Ltd,Shandong Taishan Steel Group Co Ltd,E100000126280,Guang Yang An Tai Holdings Ltd [91.0%]; Jinan Yanshan Investment Co Ltd [9.0%],E100000127646 [91.0%]; E100000127647 [9.0%],"No. 1 Xinfu Road, Laiwu District, Jinan City, Shandong Province",Jinan,Shandong,China,Eastern Asia,"36.2214100, 117.6277280",exact,57,mothballed pre-retirement,3150.0,3040.0,,,1969,,,,,36.22141,117.627728,POINT (117.627728 36.22141),CHN.37,1,CHN.37,,,,
399,P100000120246,Shiheng Special Steel Group Co Ltd,Shiheng SPECIAL Steel Group Co Ltd,E100000123204,Shiheng Special Steel Holding Group Co Ltd [54.7%]; Hong Kong Wing Tai Holdings [22.0%]; unknown [15.9%]; Trade Union Committee of Shiheng Special Steel Group [7.4%],E100000124166 [54.7%]; E100000126043 [22.0%]; E100000132388 [15.9%]; E100000126042 [7.4%],,Shiheng,Shandong,China,Eastern Asia,"36.2292010, 116.5339810",exact,25.15,operating,4650.0,5040.0,,,2000-12-27 00:00:00,,,,,36.229201,116.533981,POINT (116.533981 36.229201),CHN.37,1,CHN.37,,,,
400,P100000120246,Shiheng Special Steel Group Co Ltd,Shiheng SPECIAL Steel Group Co Ltd,E100000123204,Shiheng Special Steel Holding Group Co Ltd [54.7%]; Hong Kong Wing Tai Holdings [22.0%]; unknown [15.9%]; Trade Union Committee of Shiheng Special Steel Group [7.4%],E100000124166 [54.7%]; E100000126043 [22.0%]; E100000132388 [15.9%]; E100000126042 [7.4%],,Shiheng,Shandong,China,Eastern Asia,"36.2292010, 116.5339810",exact,25.15,retired,2210.0,4220.0,,,2000-12-27 00:00:00,,,,,36.229201,116.533981,POINT (116.533981 36.229201),CHN.37,1,CHN.37,,,,
401,P100000120247,Shandong Shouguang Juneng Special Steel Co Ltd,Shandong Shouguang Juneng SPECIAL Steel Co Ltd,E100000127078,natural person(s) [44.4%]; unknown [15.3%]; Shouguang Zhirun Investment Co Ltd [13.4%]; Shouguang Shengda Investment Co Ltd [10.4%]; Shouguang Shanyue Qingfeng Economic and Trade Co Ltd [8.3%]; Shouguang Zhitao Trading Co Ltd [3.2%]; Shouguang Xingchen Dahai Trading Co Ltd [2.5%]; Shouguang Yunxin Economic and Trade Co Ltd [2.5%],E100000123261 [44.4%]; E100000132388 [15.3%]; E100000127633 [13.4%]; E100000127634 [10.4%]; E100000128411 [8.3%]; E100000128412 [3.2%]; E100000128414 [2.5%]; E100000128413 [2.5%],No. 9 Special Steel Road,,Shandong,China,Eastern Asia,"36.9391250, 118.7855980",exact,23.21,operating,2850.0,1150.0,,,2002-12-05 00:00:00,,,,,36.939125,118.785598,POINT (118.785598 36.939125),CHN.37,1,CHN.37,,,,
402,P100000120248,Shandong Luli Steel Co Ltd,Shandong Luli Steel Co Ltd,E100000126856,Luli Group Co Ltd [49.0%]; unknown [39.6%]; natural person(s) [11.4%],E100000127670 [49.0%]; E100000132388 [39.6%]; E100000123261 [11.4%],,Hou,Shandong,China,Eastern Asia,"36.9708750, 118.9554440",exact,33,operating,1400.0,2080.0,,,1993,,,,,36.970875,118.955444,POINT (118.955444 36.970875),CHN.37,1,CHN.37,,,,
403,P100000120249,Shandong Fulun Iron and Steel Co Ltd,Fulun Iron & Steel Co Ltd,E100000126317,Shandong Xiangxin Investment Holding Co Ltd [93.3%]; unknown [6.7%],E100000128405 [93.3%]; E100000132388 [6.7%],No. 2 Zhengtong Road,Yangli,Shandong,China,Eastern Asia,"36.3084470, 117.5404250",exact,22.63,operating,2700.0,4500.0,,,2003-07-03 00:00:00,,,,,36.308447,117.540425,POINT (117.540425 36.308447),CHN.37,1,CHN.37,,,,
404,P100000120249,Shandong Fulun Iron and Steel Co Ltd,Fulun Iron & Steel Co Ltd,E100000126317,Shandong Xiangxin Investment Holding Co Ltd [93.3%]; unknown [6.7%],E100000128405 [93.3%]; E100000132388 [6.7%],No. 2 Zhengtong Road,Yangli,Shandong,China,Eastern Asia,"36.3084470, 117.5404250",exact,22.63,operating pre-retirement,,500.0,,,2003-07-03 00:00:00,,,,,36.308447,117.540425,POINT (117.540425 36.308447),CHN.37,1,CHN.37,,,,
405,P100000120250,Linyi Jiangxin Iron and Steel Co Ltd,Linyi Jiangxin Steel Co Ltd,E100000126519,Huasheng Jiangquan Group Co Ltd [100.0%],E100000123768 [100.0%],8 Sanjiang Road,Linyi,Shandong,China,Eastern Asia,"34.9511170, 118.3053890",exact,18.58,retired,2700.0,2320.0,,,2003-09-02 00:00:00,,,2022-04-01 00:00:00,2022,34.951117,118.305389,POINT (118.305389 34.951117),CHN.37,1,CHN.37,,,,
406,P100000120251,Shandong Longsheng Iron and Steel Co Ltd,Shandong Longsheng Iron and Steel Co Ltd,E100000127017,Jinghua Rigang Holding Group Co Ltd [50.0%]; natural person(s) [30.4%]; unknown [19.7%],E100000124688 [50.0%]; E100000123261 [30.4%]; E100000132388 [19.7%],,Fenghuang,Shandong,China,Eastern Asia,"36.8911890, 118.1870410",exact,18.07,retired,2000.0,1560.0,,,2003-08-08 00:00:00,,,2021-09-01 00:00:00,2021,36.891189,118.187041,POINT (118.187041 36.891189),CHN.37,1,CHN.37,,,,
407,P100000120252,Shandong Minyuan Iron and Steel Co Ltd,Shandong Minyuan Steel & Iron Co Ltd,E100000126462,Shandong Minyuan Steel & Iron Co Ltd [100.0%],E100000126462 [100.0%],Provincial Highway 102,,Shandong,China,Eastern Asia,"36.7284090, 117.4265820",exact,19.7,retired,1900.0,1200.0,,,2003-01-18 00:00:00,,,2022-10-01 00:00:00,2022,36.728409,117.426582,POINT (117.426582 36.728409),CHN.37,1,CHN.37,,,,
408,P100000120253,Yantai Walsin Stainless Steel Co Ltd,Yantai Walsin Stainless Steel Co Ltd,E100000126138,Huaxin Special Steel Holdings Co Ltd [75.0%]; Walsin Lihwa Holdings Ltd [4.6%]; Concord Industries Ltd,E100000130629 [75.0%]; E100000130494 [4.6%]; E100001010247,No. 2 Wuzhishan Road,Development Zone,Shandong,China,Eastern Asia,"37.5486270, 121.2774880",exact,18.92,operating,1400.0,,,,2007-03-19 00:00:00,,,,,37.548627,121.277488,POINT (121.277488 37.548627),CHN.37,1,CHN.37,,,,
409,P100000120254,Laiwu Iron and Steel Group Yinshan Section Steel Co Ltd,Laiwu Steel Yinshan Section Co Ltd,E100000126374,Shandong Iron and Steel Group Co Ltd [70.0%]; Shandong Guohui Investment Co Ltd [20.0%]; Shandong Caixin Asset Operation Co Ltd [10.0%],E100000124598 [70.0%]; E100000124585 [20.0%]; E100000124453 [10.0%],Shuangquan Road,,Shandong,China,Eastern Asia,"36.1061430, 117.8201080",exact,22.15,operating,5001.0,5860.0,,,2003-12-26 00:00:00,,,,,36.106143,117.820108,POINT (117.820108 36.106143),CHN.37,1,CHN.37,,,,
410,P100000120255,Shandong Laigang Yongfeng Steel Co Ltd,Shandong Laigang Yongfeng Steel Corp,E100000123803,Qihe Zhongxin Investment Co Ltd [55.5%]; Shandong Iron and Steel Group Co Ltd [24.1%]; Yongfeng Group Co Ltd [10.1%]; Shandong Guohui Investment Co Ltd [6.9%]; Shandong Caixin Asset Operation Co Ltd [3.4%],E100000124596 [55.5%]; E100000124598 [24.1%]; E100000124595 [10.1%]; E100000124585 [6.9%]; E100000124453 [3.4%],,Qihe Economic Development Zone,Shandong,China,Eastern Asia,"36.7993000, 116.8026000",exact,19.55,retired,2700.0,4360.0,,,2002-06-13 00:00:00,,,2022,2022,36.7993,116.8026,POINT (116.8026 36.7993),CHN.37,1,CHN.37,,,,
411,P100000120256,Baoshan Iron and Steel Co Ltd Headquarters,Baoshan Iron & Steel Co Ltd,E100000122571,Baoshan Iron & Steel Co Ltd [100.0%],E100000122571 [100.0%],Fujin Street No. 885,,Shanghai,China,Eastern Asia,"31.4162300, 121.4400870",exact,49,operating,19800.0,16800.0,,,1977,,,,,31.41623,121.440087,POINT (121.440087 31.41623),CHN.31,1,CHN.31,,,,
