,GEM Plant ID,GEM Asset name (English),Asset name (other language),Alternative asset name(s),SFI ID,LeadIT Project ID,Coordinates,Coordinate accuracy,GEM wiki page,Municipality,Subnational unit,Country/Area,Cement Capacity (millions metric tonnes per annum),Clinker Capacity (millions metric tonnes per annum),Majority Cement Type,Cement Color,Operating status,Start date,Owner name (English),Owner name (other language),Owner Entity ID,Parent,Parent Entity ID,Plant type,Production type,CCS/CCUS,Alternative Fuel,Clay Calcination,Alternative_to_reduce_GHG,Region,latitude,longitude,geometry,climactor_id,GDAM_id,entity_type,GID_1,which_boundaries,within_target_boundaries,GID,GID_2,GID_3,GID_4,GID_5
1420,P100000125762,Zhongyan Inner Mongolia Building Material Co. Cement Plant,中盐内蒙古建材有限公司 (Chinese),,,,"39.448908, 106.706302",approximate,https://www.gem.wiki/Zhongyan_Inner_Mongolia_Building_Material_Co._Cement_Plant,Alashan,Inner Mongolia,China,,0.9125,opc,grey,operating,2018,Zhongyan Inner Mongolia Building Materials Co Ltd [100.0%],中盐内蒙古建材有限公司 (Chinese) [100%],E100002001943 [100.0%],Zhongyan Inner Mongolia Building Materials Co Ltd [100.0%],E100002001943 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,39.448908,106.706302,POINT (106.706302 39.448908),9442a9f00231713b,CHN.15,Region,CHN.15,GID_1,1,GID_1,,,,
1421,P100000126301,Alashan Zuoqi Yinghai Building Materials Co. Cement Plant,阿拉善左旗瀛海建材有限责任公司 (Chinese),,,,"38.544775, 105.654291",approximate,https://www.gem.wiki/Alashan_Zuoqi_Yinghai_Building_Materials_Co._Cement_Plant,Alashan,Inner Mongolia,China,,0.9125,,,operating,2014,Alashan Zuoqi Yinghai Building Materials Co [100.0%],阿拉善左旗瀛海建材有限责任公司 (Chinese) [100%],E100002001515 [100.0%],Alashan Zuoqi Yinghai Building Materials Co [100.0%],E100002001515 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,38.544775,105.654291,POINT (105.654291 38.544775),9442a9f00231713b,CHN.15,Region,CHN.15,GID_1,1,GID_1,,,,
1422,P100000126302,Dalian Xinhu Cement Enterprise Group Co. Cement Plant,大连新虎水泥企业集团有限公司 (Chinese),,,,"39.635747, 121.804867",exact,https://www.gem.wiki/Dalian_Xinhu_Cement_Enterprise_Group_Co._Cement_Plant,Dalian,Liaoning,China,,0.365,opc,grey,operating,2004,Dalian Xinhu Cement Enterprise Group Co [100.0%],大连新虎水泥企业集团有限公司 (Chinese) [100%],E100002001709 [100.0%],Dalian Xinhu Cement Enterprise Group Co [100.0%],E100002001709 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,39.635747,121.804867,POINT (121.804867 39.635747),c16355a4d88ab7dd,CHN.21,Region,CHN.21,"GID_1, GID_2",1,GID_2,CHN.21.53,,,
1423,P100000126303,Dalian Cement Group Special Cement Co. Cement Plant,大连水泥集团特种水泥有限公司 (Chinese),,,,"39.257120, 121.721853",approximate,https://www.gem.wiki/Dalian_Cement_Group_Special_Cement_Co._Cement_Plant,Dalian,Liaoning,China,,0.365,,,operating,2010,Dalian Cement Group Special Cement Co [100.0%],大连水泥集团特种水泥有限公司 (Chinese) [100%],E100002001702 [100.0%],Dalian Cement Group Special Cement Co [100.0%],E100002001702 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,39.25712,121.721853,POINT (121.721853 39.25712),c16355a4d88ab7dd,CHN.21,Region,CHN.21,"GID_1, GID_2",1,GID_2,CHN.21.53,,,
1424,P100000126304,Dalian Jingang Tianma Cement Co. Cement Plant,大连金刚天马水泥有限公司 (Chinese),,,,"39.462311, 121.755850",exact,https://www.gem.wiki/Dalian_Jingang_Tianma_Cement_Co._Cement_Plant,Dalian,Liaoning,China,,1.46,opc,grey,operating,2008,Dalian Jingang Tianma Cement Co [100.0%],大连金刚天马水泥有限公司 (Chinese) [100%],E100002001703 [100.0%],Dalian Jingang Tianma Cement Co [100.0%],E100002001703 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,39.462311,121.75585,POINT (121.75585 39.462311),c16355a4d88ab7dd,CHN.21,Region,CHN.21,"GID_1, GID_2",1,GID_2,CHN.21.53,,,
1425,P100000126305,Liaoning Shanshui Gongyuan Cement Co. Cement Plant,辽宁山水工源水泥有限公司 (Chinese),,,,"41.349846, 123.741977",approximate,https://www.gem.wiki/Liaoning_Shanshui_Gongyuan_Cement_Co._Cement_Plant,Benxi,Liaoning,China,,2.7375,opc,grey,operating,2004,Liaoning Shanshui Gongyuan Cement Co [100.0%],辽宁山水工源水泥有限公司 (Chinese) [100%],E100002002506 [100.0%],Liaoning Shanshui Gongyuan Cement Co [100.0%],E100002002506 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,41.349846,123.741977,POINT (123.741977 41.349846),c16355a4d88ab7dd,CHN.21,Region,CHN.21,GID_1,1,GID_1,,,,
1426,P100000126306,Dandong Fenghuangshan Cement Manufacturing Co. Cement Plant,丹东凤凰山水泥制造有限公司 (Chinese),,,,"40.785870, 123.904393",exact,https://www.gem.wiki/Dandong_Fenghuangshan_Cement_Manufacturing_Co._Cement_Plant,Fengcheng,Liaoning,China,,1.825,,,operating,2013,Dandong Fenghuangshan Cement Manufacturing Co [100.0%],丹东凤凰山水泥制造有限公司 (Chinese) [100%],E100002001718 [100.0%],Dandong Fenghuangshan Cement Manufacturing Co [100.0%],E100002001718 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,40.78587,123.904393,POINT (123.904393 40.78587),c16355a4d88ab7dd,CHN.21,Region,CHN.21,GID_1,1,GID_1,,,,
1427,P100000126307,Jinzhou Three Pigeon Cement Manufacturing Co. Cement Plant,锦州三鸽水泥制造有限公司 (Chinese),,,,"41.214590, 120.783811",exact,https://www.gem.wiki/Jinzhou_Three_Pigeon_Cement_Manufacturing_Co._Cement_Plant,Jinzhou,Liaoning,China,,1.46,,,operating,2010,Jinzhou Three Pigeon Cement Manufacturing Co [100.0%],锦州三鸽水泥制造有限公司 (Chinese) [100%],E100002002397 [100.0%],Jinzhou Three Pigeon Cement Manufacturing Co [100.0%],E100002002397 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,41.21459,120.783811,POINT (120.783811 41.21459),c16355a4d88ab7dd,CHN.21,Region,CHN.21,GID_1,1,GID_1,,,,
1428,P100000126308,Liaoning Fushan Cement Co. Cement Plant,辽宁富山水泥有限公司 (Chinese),,,,"41.354961, 123.501911",exact,https://www.gem.wiki/Liaoning_Fushan_Cement_Co._Cement_Plant,Liaoyang,Liaoning,China,,1.46,opc,grey,operating,2008,Liaoning Fushan Cement Co [100.0%],辽宁富山水泥有限公司 (Chinese) [100%],E100002002501 [100.0%],Liaoning Fushan Cement Co [100.0%],E100002002501 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,41.354961,123.501911,POINT (123.501911 41.354961),c16355a4d88ab7dd,CHN.21,Region,CHN.21,GID_1,1,GID_1,,,,
1429,P100000126309,Fengxian Shengwei Building Materials Co. Cement Plant,凤县声威建材有限公司 (Chinese),,,,"33.935741, 106.735524",exact,https://www.gem.wiki/Fengxian_Shengwei_Building_Materials_Co._Cement_Plant,Baoji,Shaanxi,China,1,0.775,opc,grey,operating,2010,Fengxian Shengwei Building Materials Co [100.0%],凤县声威建材有限公司 (Chinese) [100%],E100002001759 [100.0%],Fengxian Shengwei Building Materials Co [100.0%],E100002001759 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,33.935741,106.735524,POINT (106.735524 33.935741),edb428284b07c665,CHN.61,Region,CHN.61,GID_1,1,GID_1,,,,
1430,P100000126310,Shaanxi Shengwei Cement Co. Cement Plant,陕西声威水泥有限公司 (Chinese),,,,"34.654482, 108.778251",exact,https://www.gem.wiki/Shaanxi_Shengwei_Cement_Co._Cement_Plant,Xianyang,Shaanxi,China,,1.825,,,operating,2004,Shaanxi Shengwei Cement Co Ltd [100.0%],陕西声威水泥有限公司 (Chinese) [100%],E100002006714 [100.0%],Shaanxi Shengwei Cement Co Ltd [100.0%],E100002006714 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,34.654482,108.778251,POINT (108.778251 34.654482),edb428284b07c665,CHN.61,Region,CHN.61,GID_1,1,GID_1,,,,
1431,P100000126311,Liaoning Hengwei Cement Group Plant,辽宁恒威水泥集团有限公司 (Chinese),,,,"41.319942, 123.278847",approximate,https://www.gem.wiki/Liaoning_Hengwei_Cement_Group_Plant,Liaoyang,Liaoning,China,1.3,1.46,,,operating,2005,Liaoning Hengwei Cement Group Co [100.0%],辽宁恒威水泥集团有限公司 (Chinese) [100%],E100002002503 [100.0%],Liaoning Hengwei Cement Group Co [100.0%],E100002002503 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,41.319942,123.278847,POINT (123.278847 41.319942),c16355a4d88ab7dd,CHN.21,Region,CHN.21,GID_1,1,GID_1,,,,
1432,P100000126312,Liaoning Senquan Cement Plant,辽宁省森泉水泥有限公司 (Chinese),,,,"42.856667, 124.163355",exact,https://www.gem.wiki/Liaoning_Senquan_Cement_Plant,Tieling,Liaoning,China,,0.73,,,operating,2005,Liaoning Senquan Cement Co [100.0%],辽宁省森泉水泥有限公司 (Chinese) [100%],E100002002505 [100.0%],Liaoning Senquan Cement Co [100.0%],E100002002505 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,42.856667,124.163355,POINT (124.163355 42.856667),c16355a4d88ab7dd,CHN.21,Region,CHN.21,GID_1,1,GID_1,,,,
1433,P100000126313,Liaoning Great Eagle Cement Manufacturing Plant,辽宁大鹰水泥制造有限公司 (Chinese),,,,"42.778009, 124.128922",approximate,https://www.gem.wiki/Liaoning_Great_Eagle_Cement_Manufacturing_Plant,Tieling,Liaoning,China,,1.752,opc,grey,operating,2017,Liaoning Great Eagle Cement Manufacturing Co [100.0%],辽宁大鹰水泥制造有限公司 (Chinese) [100%],E100002002502 [100.0%],Liaoning Great Eagle Cement Manufacturing Co [100.0%],E100002002502 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,42.778009,124.128922,POINT (124.128922 42.778009),c16355a4d88ab7dd,CHN.21,Region,CHN.21,GID_1,1,GID_1,,,,
1434,P100000126314,Tieling Dahuofang Cement Plant,铁岭大伙房水泥有限责任公司 (Chinese),,,,"41.918698, 124.103693",exact,https://www.gem.wiki/Tieling_Dahuofang_Cement_Plant,Tieling,Liaoning,China,,1.825,,,operating,2018,Tieling Dahuofang Cements Co Ltd [100.0%],铁岭大伙房水泥有限责任公司 (Chinese) [100%],E100002002454 [100.0%],Tieling Dahuofang Cements Co Ltd [100.0%],E100002002454 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,41.918698,124.103693,POINT (124.103693 41.918698),c16355a4d88ab7dd,CHN.21,Region,CHN.21,GID_1,1,GID_1,,,,
1435,P100000126316,Kazuo Congyuanhao Cement Plant,喀左丛元号水泥有限责任公司 (Chinese),,,,"41.455682, 119.835469",exact,https://www.gem.wiki/Kazuo_Congyuanhao_Cement_Plant,Chaoyang,Liaoning,China,1.5,1.46,,,operating,2014,Kazuo Congyuanhao Cement Co [100.0%],喀左丛元号水泥有限责任公司 (Chinese) [100%],E100002002432 [100.0%],Kazuo Congyuanhao Cement Co [100.0%],E100002002432 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,41.455682,119.835469,POINT (119.835469 41.455682),c16355a4d88ab7dd,CHN.21,Region,CHN.21,GID_1,1,GID_1,,,,
1436,P100000126317,Kazuo Hengji Cement Manufacturing Plant,喀左恒基水泥制造有限责任公司 (Chinese),,,,"41.060526, 119.720323",approximate,https://www.gem.wiki/Kazuo_Hengji_Cement_Manufacturing_Plant,Chaoyang,Liaoning,China,,0.9125,,,operating,2007,Kazuo Hengji Cement Manufacturing Co [100.0%],喀左恒基水泥制造有限责任公司 (Chinese) [100%],E100002002433 [100.0%],Kazuo Hengji Cement Manufacturing Co [100.0%],E100002002433 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,41.060526,119.720323,POINT (119.720323 41.060526),c16355a4d88ab7dd,CHN.21,Region,CHN.21,GID_1,1,GID_1,,,,
1437,P100000126318,Lingyuan Fuyuan Mining Plant,凌源市富源矿业有限责任公司 (Chinese),,,,"41.297700, 119.415548",exact,https://www.gem.wiki/Lingyuan_Fuyuan_Mining_Plant,Chaoyang,Liaoning,China,,1.46,,,operating,2010,Lingyuan Fuyuan Mining Co [100.0%],凌源市富源矿业有限责任公司 (Chinese) [100%],E100002002521 [100.0%],Lingyuan Fuyuan Mining Co [100.0%],E100002002521 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,41.2977,119.415548,POINT (119.415548 41.2977),c16355a4d88ab7dd,CHN.21,Region,CHN.21,GID_1,1,GID_1,,,,
1438,P100000126319,Hefei Southern Cement Plant,合肥南方水泥有限公司 (Chinese),,,,"31.270339, 117.323534",approximate,https://www.gem.wiki/Hefei_Southern_Cement_Plant,Hefei,Anhui,China,1.6,2.19,,,operating,2008,Hefei Southern Cement Co [100.0%],合肥南方水泥有限公司 (Chinese) [100%],E100002001927 [100.0%],Hefei Southern Cement Co [100.0%],E100002001927 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,31.270339,117.323534,POINT (117.323534 31.270339),589727503960f0a7,CHN.34,Region,CHN.34,GID_1,1,GID_1,,,,
1439,P100000126320,Anhui Wanwei High-tech Material Plant,安徽皖维高新材料股份有限公司 (Chinese),,,,"31.639905, 117.869793",exact,https://www.gem.wiki/Anhui_Wanwei_High-tech_Material_Plant,Hefei,Anhui,China,,2.19,blended,grey,operating,2005,Anhui Wanwei High-tech Material Co [100.0%],安徽皖维高新材料股份有限公司 (Chinese) [100%],E100002001531 [100.0%],Anhui Wanwei High-tech Material Co [100.0%],E100002001531 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,31.639905,117.869793,POINT (117.869793 31.639905),589727503960f0a7,CHN.34,Region,CHN.34,GID_1,1,GID_1,,,,
1440,P100000126322,Huainan Shunyue Cement Plant,淮南舜岳水泥有限责任公司 (Chinese),,,,"32.614558, 116.845474",exact,https://www.gem.wiki/Huainan_Shunyue_Cement_Plant,Huainan,Anhui,China,3,1.825,opc,grey,operating,2004,Huainan Shunyue Cement Co Ltd [100.0%],淮南舜岳水泥有限责任公司 (Chinese) [100%],E100002006835 [100.0%],Huainan Shunyue Cement Co Ltd [100.0%],E100002006835 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,32.614558,116.845474,POINT (116.845474 32.614558),589727503960f0a7,CHN.34,Region,CHN.34,GID_1,1,GID_1,,,,
1441,P100000126324,Fengyang Zhongdu Cement Plant,凤阳中都水泥有限公司 (Chinese),,,,"32.794801, 117.356089",approximate,https://www.gem.wiki/Fengyang_Zhongdu_Cement_Plant,Chuzhou,Anhui,China,,7.3,,,operating,2009,Fengyang Zhongdu Cement Co Ltd [100.0%],凤阳中都水泥有限公司 (Chinese) [100%],E100002006515 [100.0%],Fengyang Zhongdu Cement Co Ltd [100.0%],E100002006515 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,32.794801,117.356089,POINT (117.356089 32.794801),589727503960f0a7,CHN.34,Region,CHN.34,GID_1,1,GID_1,,,,
1442,P100000126325,Anhui Huapu Co Cement Plant,安徽华塑股份有限公司 (Chinese),,,,"32.586235, 117.250912",exact,https://www.gem.wiki/Anhui_Huapu_Co_Cement_Plant,Chuzhou,Anhui,China,,0.9125,blended,grey,operating,2013,Anhui Huapu Co Ltd [100.0%],安徽华塑股份有限公司 (Chinese) [100%],E100002005573 [100.0%],Anhui Huapu Co Ltd [100.0%],E100002005573 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,32.586235,117.250912,POINT (117.250912 32.586235),589727503960f0a7,CHN.34,Region,CHN.34,GID_1,1,GID_1,,,,
1443,P100000126326,China Railway Materials Anhui Tiepeng Cement Plant,中国铁路物资安徽铁鹏水泥有限公司 (Chinese),,,,"31.294263, 117.941827",exact,https://www.gem.wiki/China_Railway_Materials_Anhui_Tiepeng_Cement_Plant,Maanshan,Anhui,China,,1.6425,blended,grey,operating,2011,China Railway Materials Anhui Tiepeng Cement Co Ltd [100.0%],中国铁路物资安徽铁鹏水泥有限公司 (Chinese) [100%],E100002006159 [100.0%],China Railway Materials Anhui Tiepeng Cement Co Ltd [100.0%],E100002006159 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,31.294263,117.941827,POINT (117.941827 31.294263),589727503960f0a7,CHN.34,Region,CHN.34,GID_1,1,GID_1,,,,
1444,P100000126327,Maanshan Tiepeng Cement Plant,马鞍山铁鹏水泥有限公司 (Chinese),,,,"31.529143, 118.003564",exact,https://www.gem.wiki/Maanshan_Tiepeng_Cement_Plant,Maanshan,Anhui,China,,1.46,,,operating,2021,Maanshan Tiepeng Cement Co Ltd [100.0%],马鞍山铁鹏水泥有限公司 (Chinese) [100%],E100002007145 [100.0%],Maanshan Tiepeng Cement Co Ltd [100.0%],E100002007145 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,31.529143,118.003564,POINT (118.003564 31.529143),589727503960f0a7,CHN.34,Region,CHN.34,GID_1,1,GID_1,,,,
1445,P100000126328,Hanshan South Cement Plant,含山南方水泥有限公司 (Chinese),,,,"31.495039, 117.997890",approximate,https://www.gem.wiki/Hanshan_South_Cement_Plant,Maanshan,Anhui,China,2,1.825,opc,grey,operating,2004,Hanshan South Cement Co Ltd [100.0%],含山南方水泥有限公司 (Chinese) [100%],E100002006692 [100.0%],Hanshan South Cement Co Ltd [100.0%],E100002006692 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,31.495039,117.99789,POINT (117.99789 31.495039),589727503960f0a7,CHN.34,Region,CHN.34,GID_1,1,GID_1,,,,
1446,P100000126329,Wuwei Leida Cement Plant,无为磊达水泥有限公司 (Chinese),,,,"31.475009, 117.938736",exact,https://www.gem.wiki/Wuwei_Leida_Cement_Plant,Wuhu,Anhui,China,,5.475,opc,grey,operating,2011,Wuwei Leida Cement Co Ltd [100.0%],无为磊达水泥有限公司 (Chinese) [100%],E100000181934 [100.0%],Wuwei Leida Cement Co Ltd [100.0%],E100000181934 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,31.475009,117.938736,POINT (117.938736 31.475009),589727503960f0a7,CHN.34,Region,CHN.34,GID_1,1,GID_1,,,,
1447,P100000126501,Aalborg Portland (Anqing) Cement Plant,阿尔博波特兰(安庆)有限公司,,,,"30.67098702652708, 117.12778445383826",exact,https://www.gem.wiki/Aalborg_Portland_(Anqing)_Cement_Plant,Anqing,Anhui,China,0.8,,opc,white,operating,2004,Aalborg Portland (Anqing) Co Ltd [100.0%],萨门特集团(Chinese)[100%],E100002015231 [100.0%],Aalborg Portland (Anqing) Co Ltd [100.0%],E100002015231 [100.0%],integrated,dry,,,,0,Eastern Asia,30.67098702652708,117.12778445383826,POINT (117.12778445383826 30.67098702652708),589727503960f0a7,CHN.34,Region,CHN.34,GID_1,1,GID_1,,,,
1448,P100000127443,Cartagena Cement Plant,Fábrica de Cemento Cartagena (Spanish),,GACTCOL0015,,"10.335029, -75.503214",exact,https://www.gem.wiki/Cartagena_Cement_Plant,Cartagena,Bolívar,Colombia,2,,blended,grey,operating,2009,Cementos Argos SA [100.0%],,E100000135427 [100.0%],Cementos Argos SA [100.0%],E100000135427 [100.0%],integrated,dry,no,yes,no,1,Latin America and the Caribbean,10.335029,-75.503214,POINT (-75.503214 10.335029),2a3130167c77ab6b,COL.6.9_2,SubRegion,COL.6_2,GID_2,1,GID_2,COL.6.9_2,,,
1449,P100000127444,El Cairo Cement Plant,Fábrica de Cemento El Cairo (Spanish),,GACTCOL0013,,"5.865521, -75.533408",exact,https://www.gem.wiki/El_Cairo_Cement_Plant,El Cairo,Antioquia,Colombia,0.23,,,grey,retired,1946,Cementos Argos SA [100.0%],,E100000135427 [100.0%],Cementos Argos SA [100.0%],E100000135427 [100.0%],integrated,wet,no,no,no,0,Latin America and the Caribbean,5.865521,-75.533408,POINT (-75.533408 5.865521),419a510780c264c6,COL.2_2,Region,COL.2_2,GID_1,1,GID_1,,,,
1450,P100000127445,Nare Cement Plant,Fábrica de Cemento Nare (Spanish),,GACTCOL0017,,"6.218763, -74.572736",exact,https://www.gem.wiki/Nare_Cement_Plant,Puerto Nare,Antioquia,Colombia,0.27,,blended,grey,operating,1937,Cementos Argos SA [100.0%],,E100000135427 [100.0%],Cementos Argos SA [100.0%],E100000135427 [100.0%],integrated,dry,no,yes,no,1,Latin America and the Caribbean,6.218763,-74.572736,POINT (-74.572736 6.218763),419a510780c264c6,COL.2_2,Region,COL.2_2,GID_1,1,GID_1,,,,
1451,P100000127446,Cementos Argos Rio Claro Plant,Fábrica de Cemento Rioclaro (Spanish),,GACTCOL0012,GCTT-B-14,"5.856569, -74.850201",exact,https://www.gem.wiki/Cementos_Argos_Rio_Claro_Plant,Sonsón,Antioquia,Colombia,2.3,,blended,grey,operating,1986,Cementos Argos SA [100.0%],,E100000135427 [100.0%],Cementos Argos SA [100.0%],E100000135427 [100.0%],integrated,dry,no,yes,yes,1,Latin America and the Caribbean,5.856569,-74.850201,POINT (-74.850201 5.856569),419a510780c264c6,COL.2_2,Region,COL.2_2,GID_1,1,GID_1,,,,
1452,P100000127447,Argos Sabanagrande Cement Plant,Fábrica de Cemento Sabanagrande (Spanish),,GACTCOL0021,,"10.823286, -74.761332",exact,https://www.gem.wiki/Argos_Sabanagrande_Cement_Plant,Sabanagrande,Atlántico,Colombia,,,,,retired,,Cementos Argos SA [100.0%],,E100000135427 [100.0%],Cementos Argos SA [100.0%],E100000135427 [100.0%],integrated,,no,no,no,0,Latin America and the Caribbean,10.823286,-74.761332,POINT (-74.761332 10.823286),,,,,,0,,,,,
1453,P100000127448,San Gil Cement Plant,Fábrica de Cemento San Gil (Spanish),,GACTCOL0022,,"5.905354, -74.852603",exact,https://www.gem.wiki/San_Gil_Cement_Plant,San Gil,Santander,Colombia,,,,,retired,1998,Cementos Argos SA [100.0%],,E100000135427 [100.0%],Cementos Argos SA [100.0%],E100000135427 [100.0%],integrated,,no,no,no,0,Latin America and the Caribbean,5.905354,-74.852603,POINT (-74.852603 5.905354),419a510780c264c6,COL.2_2,Region,COL.2_2,GID_1,1,GID_1,,,,
1454,P100000127449,Cementos Argos Sogamoso Cement Plant,Fábrica de Cemento Sogamoso (Spanish),,GACTCOL0011,,"5.762585, -72.889119",exact,https://www.gem.wiki/Cementos_Argos_Sogamoso_Cement_Plant,Sogamoso,Boyacá,Colombia,2.3,,blended,grey,operating,1981,Cementos Argos SA [100.0%],,E100000135427 [100.0%],Cementos Argos SA [100.0%],E100000135427 [100.0%],integrated,dry,no,yes,no,1,Latin America and the Caribbean,5.762585,-72.889119,POINT (-72.889119 5.762585),,,,,,0,,,,,
1455,P100000127450,Tolu Cement Plant,Fábrica de Cemento Tolú (Spanish),,GACTCOL0016,,"9.47198, -75.466151",exact,https://www.gem.wiki/Tolu_Cement_Plant,Tolú Viejo,Sucre,Colombia,0.8,0.46,blended,grey,operating,1964,Cementos Argos SA [100.0%],,E100000135427 [100.0%],Cementos Argos SA [100.0%],E100000135427 [100.0%],integrated,dry,no,yes,no,1,Latin America and the Caribbean,9.47198,-75.466151,POINT (-75.466151 9.47198),,,,,,0,,,,,
