,GEM Plant ID,GEM Asset name (English),Asset name (other language),Alternative asset name(s),SFI ID,LeadIT Project ID,Coordinates,Coordinate accuracy,GEM wiki page,Municipality,Subnational unit,Country/Area,Cement Capacity (millions metric tonnes per annum),Clinker Capacity (millions metric tonnes per annum),Majority Cement Type,Cement Color,Operating status,Start date,Owner name (English),Owner name (other language),Owner Entity ID,Parent,Parent Entity ID,Plant type,Production type,CCS/CCUS,Alternative Fuel,Clay Calcination,Alternative_to_reduce_GHG,Region,latitude,longitude,geometry,climactor_id,GDAM_id,entity_type,GID_1,which_boundaries,within_target_boundaries,GID,GID_2,GID_3,GID_4,GID_5
724,P100000123510,China Resources Cement (Wuzhishan) Co Ltd Cement Plant,华润水泥（五指山）有限公司 (Chinese),,GACTCHN0373,,"18.937759, 109.539782",exact,https://www.gem.wiki/China_Resources_Cement_(Wuzhishan)_Co_Ltd_Cement_Plant,Wuzhishan,Hainan,China,0.6,,opc,grey,operating,2013,China Resources Cement (Wuzhishan) Co Ltd [100.0%],华润水泥（五指山）有限公司 (Chinese) [100%],E100002001660 [100.0%],China Resources Cement (Wuzhishan) Co Ltd [100.0%],E100002001660 [100.0%],grinding,,,,,0,Eastern Asia,18.937759,109.539782,POINT (109.539782 18.937759),c20cd8f17bce16ee,CHN.46,Region,CHN.46,GID_1,1,GID_1,,,,
725,P100000123511,China Resources Cement (Fangchenggang) Ltd Cement Plant,华润水泥（防城港）有限公司 (Chinese),,GACTCHN0374,,"21.848321, 108.463072",exact,https://www.gem.wiki/China_Resources_Cement_(Fangchenggang)_Ltd_Cement_Plant,Fangchenggang,Guangxi,China,0.2,,opc,grey,operating,,China Resources Cement (Fangchenggang) Ltd [100.0%],华润水泥（防城港）有限公司 (Chinese) [100%],E100002001638 [100.0%],China Resources Cement (Fangchenggang) Ltd [100.0%],E100002001638 [100.0%],grinding,,,,,0,Eastern Asia,21.848321,108.463072,POINT (108.463072 21.848321),08fc2c177f40b748,CHN.45,Region,CHN.45,GID_1,1,GID_1,,,,
726,P100000123512,Tianrui Group Nanzhao Cement Co Ltd Cement Plant 1,天瑞集团南召水泥有限公司 (Chinese),,GACTCHN0375,,"33.410232, 112.321117",exact,https://www.gem.wiki/Tianrui_Group_Nanzhao_Cement_Co_Ltd_Cement_Plant_1,Nanyang,Henan,China,1,1.8,opc,grey,operating,,Tianrui Group Nanzhao Cement Co Ltd [100.0%],天瑞集团南召水泥有限公司 (Chinese) [100%],E100002002485 [100.0%],Tianrui Group Nanzhao Cement Co Ltd [100.0%],E100002002485 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,33.410232,112.321117,POINT (112.321117 33.410232),2aa66abb0bef695b,CHN.41,Region,CHN.41,GID_1,1,GID_1,,,,
727,P100000123513,Tianrui Group Guangshan Cement Co Ltd Cement Plant,天瑞集团光山水泥有限公司 (Chinese),,GACTCHN0376,,"31.949452, 114.630104",exact,https://www.gem.wiki/Tianrui_Group_Guangshan_Cement_Co_Ltd_Cement_Plant,Xinyang,Henan,China,2,1.8,opc,grey,operating,2008,Tianrui Group Guangshan Cement Co Ltd [100.0%],天瑞集团光山水泥有限公司 (Chinese) [100%],E100002002487 [100.0%],Tianrui Group Guangshan Cement Co Ltd [100.0%],E100002002487 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,31.949452,114.630104,POINT (114.630104 31.949452),2aa66abb0bef695b,CHN.41,Region,CHN.41,GID_1,1,GID_1,,,,
728,P100000123514,Liaoyang Tianrui Cement Co Ltd Cement Plant,辽阳天瑞水泥有限公司 (Chinese),,GACTCHN0377,,"41.277623, 123.287185",exact,https://www.gem.wiki/Liaoyang_Tianrui_Cement_Co_Ltd_Cement_Plant,Liaoyang,Liaoning,China,,3.65,,,operating,2010,Liaoyang Tianrui Cement Co Ltd [100.0%],辽阳天瑞水泥有限公司 (Chinese) [100%],E100002002512 [100.0%],Liaoyang Tianrui Cement Co Ltd [100.0%],E100002002512 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,41.277623,123.287185,POINT (123.287185 41.277623),c16355a4d88ab7dd,CHN.21,Region,CHN.21,GID_1,1,GID_1,,,,
729,P100000123515,Tianrui Group Yuzhou Cement Co Ltd Qianjing Branch Cement Plant,天瑞集团禹州水泥有限公司浅井分公司 (Chinese),,GACTCHN0378,,"34.299281, 113.416752",exact,https://www.gem.wiki/Tianrui_Group_Yuzhou_Cement_Co_Ltd_Qianjing_Branch_Cement_Plant,Xuchang,Henan,China,2,1.8,,,operating,2012,Tianrui Group Yuzhou Cement Co Ltd Qianjing Branch [100.0%],天瑞集团禹州水泥有限公司浅井分公司 (Chinese) [100%],E100002002479 [100.0%],Tianrui Group Yuzhou Cement Co Ltd Qianjing Branch [100.0%],E100002002479 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,34.299281,113.416752,POINT (113.416752 34.299281),2aa66abb0bef695b,CHN.41,Region,CHN.41,GID_1,1,GID_1,,,,
730,P100000123516,Ruzhou Tianrui Group Cement Co Ltd Cement Plant,天瑞集团汝州水泥有限公司 (Chinese),,GACTCHN0379,,"34.121937, 112.827104",exact,https://www.gem.wiki/Ruzhou_Tianrui_Group_Cement_Co_Ltd_Cement_Plant,Pingdingshan,Henan,China,3.6,2.8,,,operating,2003,Tianrui Group Ruzhou Cement Co Ltd [100.0%],天瑞集团汝州水泥有限公司 (Chinese) [100%],E100002006940 [100.0%],Tianrui Group Ruzhou Cement Co Ltd [100.0%],E100002006940 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,34.121937,112.827104,POINT (112.827104 34.121937),2aa66abb0bef695b,CHN.41,Region,CHN.41,GID_1,1,GID_1,,,,
731,P100000123517,Dalian Tianrui Cement Co Ltd Cement Plant,大连天瑞水泥有限公司 (Chinese),,GACTCHN0380,,"39.581583, 121.434166",exact,https://www.gem.wiki/Dalian_Tianrui_Cement_Co_Ltd_Cement_Plant,Dalian,Liaoning,China,2,4.2,,,operating,2007,Dalian Tianrui Cement Co Ltd [100.0%],大连天瑞水泥有限公司 (Chinese) [100%],E100002001708 [100.0%],Dalian Tianrui Cement Co Ltd [100.0%],E100002001708 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,39.581583,121.434166,POINT (121.434166 39.581583),c16355a4d88ab7dd,CHN.21,Region,CHN.21,"GID_1, GID_2",1,GID_2,CHN.21.53,,,
732,P100000123518,Tianrui Group Zhengzhou Cement Co Ltd Cement Plant,天瑞集团郑州水泥有限公司 (Chinese),,GACTCHN0381,,"34.656464, 113.371716",exact,https://www.gem.wiki/Tianrui_Group_Zhengzhou_Cement_Co_Ltd_Cement_Plant,Zhengzhou,Henan,China,5,4.38,opc,grey,operating,1997,Tianrui Group Zhengzhou Cement Co Ltd [100.0%],天瑞集团郑州水泥有限公司 (Chinese) [100%],E100002002473 [100.0%],Tianrui Group Zhengzhou Cement Co Ltd [100.0%],E100002002473 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,34.656464,113.371716,POINT (113.371716 34.656464),2aa66abb0bef695b,CHN.41,Region,CHN.41,GID_1,1,GID_1,,,,
733,P100000123519,Pingdingshan Ruiping Shilong Cement Co Ltd Cement Plant,平顶山瑞平石龙水泥有限公司 (Chinese),,GACTCHN0382,,"33.883746, 112.897971",exact,https://www.gem.wiki/Pingdingshan_Ruiping_Shilong_Cement_Co_Ltd_Cement_Plant,Pingdingshan,Henan,China,,3.1,,,operating,2007,Pingdingshan Ruiping Shilong Cement Co Ltd [100.0%],平顶山瑞平石龙水泥有限公司 (Chinese) [100%],E100002002686 [100.0%],Pingdingshan Ruiping Shilong Cement Co Ltd [100.0%],E100002002686 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,33.883746,112.897971,POINT (112.897971 33.883746),2aa66abb0bef695b,CHN.41,Region,CHN.41,GID_1,1,GID_1,,,,
734,P100000123520,Weihui Tianrui Cement Co Ltd Cement Plant,卫辉市天瑞水泥有限公司(天瑞集团卫辉水泥有限公司) (Chinese),,GACTCHN0383,,"35.433052, 114.037664",exact,https://www.gem.wiki/Weihui_Tianrui_Cement_Co_Ltd_Cement_Plant,Xinxiang,Henan,China,3,3.65,opc,grey,operating,2005,Weihui Tianrui Cement Co Ltd [100.0%],卫辉市天瑞水泥有限公司(天瑞集团卫辉水泥有限公司) (Chinese) [100%],E100002002380 [100.0%],Weihui Tianrui Cement Co Ltd [100.0%],E100002002380 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,35.433052,114.037664,POINT (114.037664 35.433052),2aa66abb0bef695b,CHN.41,Region,CHN.41,GID_1,1,GID_1,,,,
735,P100000123521,Tianrui Group Xiaoxian Cement Co Ltd Cement Plant,天瑞集团萧县水泥有限公司 (Chinese),,GACTCHN0384,,"34.131700, 117.018336",exact,https://www.gem.wiki/Tianrui_Group_Xiaoxian_Cement_Co_Ltd_Cement_Plant,Suzhou,Anhui,China,2,1.8,opc,grey,operating,2010,Tianrui Group Xiaoxian Cement Co Ltd [100.0%],天瑞集团萧县水泥有限公司 (Chinese) [100%],E100002002484 [100.0%],Tianrui Group Xiaoxian Cement Co Ltd [100.0%],E100002002484 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,34.1317,117.018336,POINT (117.018336 34.1317),589727503960f0a7,CHN.34,Region,CHN.34,GID_1,1,GID_1,,,,
736,P100000123522,Haicheng First Cement Co Ltd Cement Plant,海城市第一水泥有限公司 (Chinese),,GACTCHN0385,,"40.819119, 122.679432",exact,https://www.gem.wiki/Haicheng_First_Cement_Co_Ltd_Cement_Plant,Anshan,Liaoning,China,1.2,1,opc,grey,operating,2012,Haicheng First Cement Co Ltd [100.0%],海城市第一水泥有限公司 (Chinese) [100%],E100002001881 [100.0%],Haicheng First Cement Co Ltd [100.0%],E100002001881 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,40.819119,122.679432,POINT (122.679432 40.819119),c16355a4d88ab7dd,CHN.21,Region,CHN.21,GID_1,1,GID_1,,,,
737,P100000123523,Henan YongAn Cement Co Ltd Cement Plant,河南永安水泥有限责任公司 (Chinese),,GACTCHN0386,,"34.690753, 112.933981",exact,https://www.gem.wiki/Henan_YongAn_Cement_Co_Ltd_Cement_Plant,Zhengzhou,Henan,China,2,1.55,opc,grey,operating,2011,Henan YongAn Cement Co Ltd [100.0%],河南永安水泥有限责任公司 (Chinese) [100%],E100002001959 [100.0%],Henan YongAn Cement Co Ltd [100.0%],E100002001959 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,34.690753,112.933981,POINT (112.933981 34.690753),2aa66abb0bef695b,CHN.41,Region,CHN.41,GID_1,1,GID_1,,,,
738,P100000123524,Liaoyang Tianrui Liaota Cement Co Ltd Cement Plant,辽阳天瑞辽塔水泥有限公司 (Chinese),,GACTCHN0387,,"41.314542, 123.367797",exact,https://www.gem.wiki/Liaoyang_Tianrui_Liaota_Cement_Co_Ltd_Cement_Plant,Liaoyang,Liaoning,China,1.3,1.2,,,operating,2008,Liaoyang Tianrui Liaota Cement Co Ltd [100.0%],辽阳天瑞辽塔水泥有限公司 (Chinese) [100%],E100002002514 [100.0%],Liaoyang Tianrui Liaota Cement Co Ltd [100.0%],E100002002514 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,41.314542,123.367797,POINT (123.367797 41.314542),c16355a4d88ab7dd,CHN.21,Region,CHN.21,GID_1,1,GID_1,,,,
739,P100000123525,Tianrui Group Cement (Linru) Co Ltd Cement Plant,天瑞水泥集团有限公司临汝分公司 (Chinese),,GACTCHN0388,,"34.270982, 112.619899",exact,https://www.gem.wiki/Tianrui_Group_Cement_(Linru)_Co_Ltd_Cement_Plant,Pingdingshan,Henan,China,1.2,0.9,opc,grey,operating,2006,Tianrui Group Cement (Linru) Co Ltd [100.0%],天瑞水泥集团有限公司临汝分公司 (Chinese) [100%],E100002002488 [100.0%],Tianrui Group Cement (Linru) Co Ltd [100.0%],E100002002488 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,34.270982,112.619899,POINT (112.619899 34.270982),2aa66abb0bef695b,CHN.41,Region,CHN.41,GID_1,1,GID_1,,,,
740,P100000123526,Tianrui Group Yuzhou Cement Company Cement Plant,天瑞集团禹州水泥有限公司 (Chinese),,GACTCHN0389,,"34.141317, 113.422937",exact,https://www.gem.wiki/Tianrui_Group_Yuzhou_Cement_Company_Cement_Plant,Xuchang,Henan,China,1,1.55,,,operating,,Tianrui Group Yuzhou Cement Co Ltd [100.0%],天瑞集团禹州水泥有限公司 (Chinese) [100%],E100002002476 [100.0%],Tianrui Group Yuzhou Cement Co Ltd [100.0%],E100002002476 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,34.141317,113.422937,POINT (113.422937 34.141317),2aa66abb0bef695b,CHN.41,Region,CHN.41,GID_1,1,GID_1,,,,
741,P100000123527,Tianrui Xindeng Zhengzhou Cement Co Ltd Cement Plant,天瑞新登郑州水泥有限公司 (Chinese),,GACTCHN0390,,"34.392625, 113.237962",exact,https://www.gem.wiki/Tianrui_Xindeng_Zhengzhou_Cement_Co_Ltd_Cement_Plant,Zhengzhou,Henan,China,2,1.55,opc,grey,operating,2008,Tianrui Xindeng Zhengzhou Cement Co Ltd [100.0%],天瑞新登郑州水泥有限公司 (Chinese) [100%],E100002002466 [100.0%],Tianrui Xindeng Zhengzhou Cement Co Ltd [100.0%],E100002002466 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,34.392625,113.237962,POINT (113.237962 34.392625),2aa66abb0bef695b,CHN.41,Region,CHN.41,GID_1,1,GID_1,,,,
742,P100000123528,Liaoyang Tianrui Chengxing Cement Co Ltd Cement Plant,辽阳天瑞诚兴水泥有限公司 (Chinese),,GACTCHN0391,,"41.358192, 123.300948",exact,https://www.gem.wiki/Liaoyang_Tianrui_Chengxing_Cement_Co_Ltd_Cement_Plant,Liaoyang,Liaoning,China,1.1,,,,operating,2007,Liaoyang Tianrui Chengxing Cement Co Ltd [100.0%],辽阳天瑞诚兴水泥有限公司 (Chinese) [100%],E100002002513 [100.0%],Liaoyang Tianrui Chengxing Cement Co Ltd [100.0%],E100002002513 [100.0%],grinding,,,,,0,Eastern Asia,41.358192,123.300948,POINT (123.300948 41.358192),c16355a4d88ab7dd,CHN.21,Region,CHN.21,GID_1,1,GID_1,,,,
743,P100000123529,Panjin Jinrun Cement Co Ltd Cement Plant,盘锦金润水泥有限责任公司 (Chinese),,GACTCHN0392,,"41.155895, 122.168897",exact,https://www.gem.wiki/Panjin_Jinrun_Cement_Co_Ltd_Cement_Plant,Panjin,Liaoning,China,1,,,,operating,,Panjin Jinrun Cement Co Ltd [100.0%],盘锦金润水泥有限责任公司 (Chinese) [100%],E100002002663 [100.0%],Panjin Jinrun Cement Co Ltd [100.0%],E100002002663 [100.0%],grinding,,,,,0,Eastern Asia,41.155895,122.168897,POINT (122.168897 41.155895),c16355a4d88ab7dd,CHN.21,Region,CHN.21,GID_1,1,GID_1,,,,
744,P100000123530,Pingdingshan Tianrui Yaodian Cement Co Ltd Cement Plant,平顶山天瑞姚电水泥有限公司 (Chinese),,GACTCHN0393,,"33.731854, 113.238889",exact,https://www.gem.wiki/Pingdingshan_Tianrui_Yaodian_Cement_Co_Ltd_Cement_Plant,Pingdingshan,Henan,China,1.2,,,,operating,2010,Pingdingshan Tianrui Yaodian Cement Co Ltd [100.0%],平顶山天瑞姚电水泥有限公司 (Chinese) [100%],E100002002687 [100.0%],Pingdingshan Tianrui Yaodian Cement Co Ltd [100.0%],E100002002687 [100.0%],grinding,,,,,0,Eastern Asia,33.731854,113.238889,POINT (113.238889 33.731854),2aa66abb0bef695b,CHN.41,Region,CHN.41,GID_1,1,GID_1,,,,
745,P100000123531,Shenyang Tiger Cement Co Ltd Cement Plant,沈阳老虎水泥有限公司 (Chinese),,GACTCHN0394,,"41.640000, 123.391669",exact,https://www.gem.wiki/Shenyang_Tiger_Cement_Co_Ltd_Cement_Plant,Shenyang,Liaoning,China,1,,,,operating,2017,Shenyang Tiger Cement Co Ltd [100.0%],沈阳老虎水泥有限公司 (Chinese) [100%],E100002006584 [100.0%],Shenyang Tiger Cement Co Ltd [100.0%],E100002006584 [100.0%],grinding,,,,,0,Eastern Asia,41.64,123.391669,POINT (123.391669 41.64),c16355a4d88ab7dd,CHN.21,Region,CHN.21,GID_1,1,GID_1,,,,
746,P100000123532,Tianjin Tianrui Cement Co Ltd Cement Plant,天津天瑞水泥有限公司 (Chinese),,GACTCHN0395,,"38.640147, 117.392155",exact,https://www.gem.wiki/Tianjin_Tianrui_Cement_Co_Ltd_Cement_Plant,Binhai,Tianjin,China,3,,,,operating,2011,Tianjin Tianrui Cement Co Ltd [100.0%],天津天瑞水泥有限公司 (Chinese) [100%],E100002002492 [100.0%],Tianjin Tianrui Cement Co Ltd [100.0%],E100002002492 [100.0%],grinding,,,,,0,Eastern Asia,38.640147,117.392155,POINT (117.392155 38.640147),,,,,,0,,,,,
747,P100000123533,Tianrui Group Nanzhao Cement Co Ltd Cement Plant 2,天瑞集团南召水泥有限公司 (Chinese),,GACTCHN0396,,"33.301953, 112.638997",exact,https://www.gem.wiki/Tianrui_Group_Nanzhao_Cement_Co_Ltd_Cement_Plant_2,Nanyang,Henan,China,2.2,1.6425,opc,grey,operating,2010,Tianrui Group Nanzhao Cement Co Ltd [100.0%],天瑞集团南召水泥有限公司 (Chinese) [100%],E100002002485 [100.0%],Tianrui Group Nanzhao Cement Co Ltd [100.0%],E100002002485 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,33.301953,112.638997,POINT (112.638997 33.301953),2aa66abb0bef695b,CHN.41,Region,CHN.41,GID_1,1,GID_1,,,,
748,P100000123534,Tianrui Group Xuchang Cement Co Ltd Cement Plant,天瑞集团许昌水泥有限公司 (Chinese),,GACTCHN0397,,"33.995995, 113.872489",exact,https://www.gem.wiki/Tianrui_Group_Xuchang_Cement_Co_Ltd_Cement_Plant,Xuchang,Henan,China,2,,,,operating,2008,Tianrui Group Xuchang Cement Co Ltd [100.0%],天瑞集团许昌水泥有限公司 (Chinese) [100%],E100002002482 [100.0%],Tianrui Group Xuchang Cement Co Ltd [100.0%],E100002002482 [100.0%],grinding,,,,,0,Eastern Asia,33.995995,113.872489,POINT (113.872489 33.995995),2aa66abb0bef695b,CHN.41,Region,CHN.41,GID_1,1,GID_1,,,,
749,P100000123535,Xinyang Tianrui Cement Co Ltd Cement Plant,信阳天瑞水泥有限公司 (Chinese),,GACTCHN0398,,"32.111387, 114.157942",exact,https://www.gem.wiki/Xinyang_Tianrui_Cement_Co_Ltd_Cement_Plant,Xinyang,Henan,China,1,,,,operating,,Xinyang Tianrui Cement Co Ltd [100.0%],信阳天瑞水泥有限公司 (Chinese) [100%],E100002002233 [100.0%],Xinyang Tianrui Cement Co Ltd [100.0%],E100002002233 [100.0%],grinding,,,,,0,Eastern Asia,32.111387,114.157942,POINT (114.157942 32.111387),2aa66abb0bef695b,CHN.41,Region,CHN.41,GID_1,1,GID_1,,,,
750,P100000123536,Xuchang Taida Cement Co Ltd Cement Plant,许昌泰达水泥有限公司 (Chinese),,GACTCHN0399,,"34.118384, 113.694507",exact,https://www.gem.wiki/Xuchang_Taida_Cement_Co_Ltd_Cement_Plant,Xuchang,Henan,China,,,,,operating,,Xuchang Taida Cement Co Ltd [100.0%],许昌泰达水泥有限公司 (Chinese) [100%],E100002002223 [100.0%],Xuchang Taida Cement Co Ltd [100.0%],E100002002223 [100.0%],grinding,,,,,0,Eastern Asia,34.118384,113.694507,POINT (113.694507 34.118384),2aa66abb0bef695b,CHN.41,Region,CHN.41,GID_1,1,GID_1,,,,
751,P100000123537,Yingkou Tianrui Cement Co Ltd Cement Plant,营口天瑞水泥有限公司 (Chinese),,GACTCHN0400,,"40.274056, 122.196014",exact,https://www.gem.wiki/Yingkou_Tianrui_Cement_Co_Ltd_Cement_Plant,Yingkou,Liaoning,China,2,,,,operating,2008,Yingkou Tianrui Cement Co Ltd [100.0%],营口天瑞水泥有限公司 (Chinese) [100%],E100002002115 [100.0%],Yingkou Tianrui Cement Co Ltd [100.0%],E100002002115 [100.0%],grinding,,,,,0,Eastern Asia,40.274056,122.196014,POINT (122.196014 40.274056),c16355a4d88ab7dd,CHN.21,Region,CHN.21,GID_1,1,GID_1,,,,
752,P100000123556,Zhengzhou Tianrui Cement Co Ltd Cement Plant,郑州天瑞水泥有限公司 (Chinese),,GACTCHN0401,,"34.743994, 113.845622",exact,https://www.gem.wiki/Zhengzhou_Tianrui_Cement_Co_Ltd_Cement_Plant,Zhengzhou,Henan,China,2,,opc,grey,operating,2006,Zhengzhou Tianrui Cement Co Ltd [100.0%],郑州天瑞水泥有限公司 (Chinese) [100%],E100002001948 [100.0%],Zhengzhou Tianrui Cement Co Ltd [100.0%],E100002001948 [100.0%],grinding,,,,,0,Eastern Asia,34.743994,113.845622,POINT (113.845622 34.743994),2aa66abb0bef695b,CHN.41,Region,CHN.41,GID_1,1,GID_1,,,,
753,P100000123557,Antai Cement Limited Company Cement Plant,鲁山县安泰水泥有限公司 (Chinese),,GACTCHN0402,,"33.808131, 112.935966",exact,https://www.gem.wiki/Antai_Cement_Limited_Company_Cement_Plant,Pingdingshan,Henan,China,,,,,operating,,Antai Cement Co Ltd [100.0%],鲁山县安泰水泥有限公司 (Chinese) [100%],E100002001556 [100.0%],Antai Cement Co Ltd [100.0%],E100002001556 [100.0%],grinding,,,,,0,Eastern Asia,33.808131,112.935966,POINT (112.935966 33.808131),2aa66abb0bef695b,CHN.41,Region,CHN.41,GID_1,1,GID_1,,,,
754,P100000123558,Shangqiu Tianrui Cement Co Ltd Cement Plant,商丘天瑞水泥有限公司 (Chinese),,GACTCHN0403,,"34.460360, 115.609716",exact,https://www.gem.wiki/Shangqiu_Tianrui_Cement_Co_Ltd_Cement_Plant,Shangqiu,Henan,China,2,,opc,grey,operating,2005,Shangqiu Tianrui Cement Co Ltd [100.0%],商丘天瑞水泥有限公司 (Chinese) [100%],E100002006654 [100.0%],Shangqiu Tianrui Cement Co Ltd [100.0%],E100002006654 [100.0%],grinding,,,,,0,Eastern Asia,34.46036,115.609716,POINT (115.609716 34.46036),2aa66abb0bef695b,CHN.41,Region,CHN.41,GID_1,1,GID_1,,,,
755,P100000123559,Tianrui Group Zhoukou Cement Co Ltd Cement Plant,天瑞集团周口水泥有限公司 (Chinese),,GACTCHN0404,,"33.608367, 114.588345",exact,https://www.gem.wiki/Tianrui_Group_Zhoukou_Cement_Co_Ltd_Cement_Plant,Zhoukou,Henan,China,3,,opc,grey,operating,2005,Tianrui Group Zhoukou Cement Co Ltd [100.0%],天瑞集团周口水泥有限公司 (Chinese) [100%],E100002002469 [100.0%],Tianrui Group Zhoukou Cement Co Ltd [100.0%],E100002002469 [100.0%],grinding,,,,,0,Eastern Asia,33.608367,114.588345,POINT (114.588345 33.608367),2aa66abb0bef695b,CHN.41,Region,CHN.41,GID_1,1,GID_1,,,,
756,P100000123560,Zhejiang Shangfeng Building Material Co Ltd Cement Plant,浙江上峰建材有限公司 (Chinese),,GACTCHN0405,,"29.878435, 120.144776",exact,https://www.gem.wiki/Zhejiang_Shangfeng_Building_Material_Co_Ltd_Cement_Plant,Hangzhou,Zhejiang,China,1.5,0.9,,,operating,,Zhejiang Shangfeng Building Materials Co Ltd [100.0%],浙江上峰建材有限公司 (Chinese) [100%],E100002001966 [100.0%],Zhejiang Shangfeng Building Materials Co Ltd [100.0%],E100002001966 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,29.878435,120.144776,POINT (120.144776 29.878435),7765b210323b6311,CHN.33,Region,CHN.33,GID_1,1,GID_1,,,,
757,P100000123561,Tongling Shangfeng Cement Co Ltd Cement Plant,铜陵上峰水泥股份有限公司 (Chinese),,GACTCHN0406,,"30.822640, 117.799468",exact,https://www.gem.wiki/Tongling_Shangfeng_Cement_Co_Ltd_Cement_Plant,Tongling,Anhui,China,1,5.475,,,operating,,Tongling Shangfeng Cement [100.0%],铜陵上峰水泥股份有限公司 (Chinese) [100%],E100002002443 [100.0%],Tongling Shangfeng Cement [100.0%],E100002002443 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,30.82264,117.799468,POINT (117.799468 30.82264),589727503960f0a7,CHN.34,Region,CHN.34,GID_1,1,GID_1,,,,
758,P100000123562,Bole Zhongbo Cement Co Ltd Cement Plant,博乐市上峰水泥有限公司 (Chinese),,GACTCHN0407,,"44.755208, 82.071995",exact,https://www.gem.wiki/Bole_Zhongbo_Cement_Co_Ltd_Cement_Plant,Boertala AP,Xinjiang,China,1,1.825,,,operating,,Bole Zhongbo Cement Co Ltd [100.0%],博乐市上峰水泥有限公司 (Chinese) [100%],E100002001597 [100.0%],Bole Zhongbo Cement Co Ltd [100.0%],E100002001597 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,44.755208,82.071995,POINT (82.071995 44.755208),,,,,,0,,,,,
759,P100000123563,Huaining Shangfeng Cement Co Ltd Cement Plant,怀宁上峰水泥有限公司 (Chinese),,GACTCHN0408,,"30.589074, 116.961446",exact,https://www.gem.wiki/Huaining_Shangfeng_Cement_Co_Ltd_Cement_Plant,Anqing,Anhui,China,2,3.65,opc,grey,operating,,Huaining Shangfeng Cement Co Ltd [100.0%],怀宁上峰水泥有限公司 (Chinese) [100%],E100002002016 [100.0%],Huaining Shangfeng Cement Co Ltd [100.0%],E100002002016 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,30.589074,116.961446,POINT (116.961446 30.589074),589727503960f0a7,CHN.34,Region,CHN.34,GID_1,1,GID_1,,,,
760,P100000123564,Wusu Shangfeng Cement Co Ltd Cement Plant,乌苏上峰水泥有限公司 (Chinese),,GACTCHN0409,,"44.442782, 84.763185",exact,https://www.gem.wiki/Wusu_Shangfeng_Cement_Co_Ltd_Cement_Plant,Tacheng,Xinjiang,China,1,,,,operating,,Wusu Shangfeng Cement Co Ltd [100.0%],乌苏上峰水泥有限公司 (Chinese) [100%],E100002002289 [100.0%],Wusu Shangfeng Cement Co Ltd [100.0%],E100002002289 [100.0%],grinding,,,,,0,Eastern Asia,44.442782,84.763185,POINT (84.763185 44.442782),,,,,,0,,,,,
761,P100000123565,Jiangsu Shangfeng Cement Co Ltd Cement Plant,江苏上峰水泥有限公司 (Chinese),,GACTCHN0410,,"33.021740, 119.887872",exact,https://www.gem.wiki/Jiangsu_Shangfeng_Cement_Co_Ltd_Cement_Plant,Taizhou,Jiangsu,China,1,,opc,grey,operating,,Jiangsu Shangfeng Cement Co Ltd [100.0%],江苏上峰水泥有限公司 (Chinese) [100%],E100002002234 [100.0%],Jiangsu Shangfeng Cement Co Ltd [100.0%],E100002002234 [100.0%],grinding,,,,,0,Eastern Asia,33.02174,119.887872,POINT (119.887872 33.02174),cebf87ef41682095,CHN.32,Region,CHN.32,GID_1,1,GID_1,,,,
762,P100000123566,Jiujiang Shangfeng Cement Co Ltd Cement Plant,九江上峰水泥有限公司 (Chinese),,GACTCHN0411,,"29.749805, 116.145811",exact,https://www.gem.wiki/Jiujiang_Shangfeng_Cement_Co_Ltd_Cement_Plant,Jiujiang,Jiangxi,China,1,,,,operating,,Jiujiang Shangfeng Cement Co Ltd [100.0%],九江上峰水泥有限公司 (Chinese) [100%],E100002002399 [100.0%],Jiujiang Shangfeng Cement Co Ltd [100.0%],E100002002399 [100.0%],grinding,,,,,0,Eastern Asia,29.749805,116.145811,POINT (116.145811 29.749805),0241999436d3e28f,CHN.36,Region,CHN.36,GID_1,1,GID_1,,,,
