"iso","entity_type","climactor_id","baseline_value","baseline_year","inv_year","total_emissions","target_year","target_value","target_record","GDAM_id"
"USA","Region","6bc863fda8a7fd30",54300000,2020,2019,57155437.7565675,2030,100,"6bc863fda8a7fd30_2030","USA.35_1"
"USA","Region","6bc863fda8a7fd30",54300000,2020,2020,54254266.2966162,2030,100,"6bc863fda8a7fd30_2030","USA.35_1"
"USA","Region","6bc863fda8a7fd30",54300000,2020,2021,56540301.8689764,2030,100,"6bc863fda8a7fd30_2030","USA.35_1"
"ARG","SubRegion","6bdec71ab1e062f5",420047,2019,NA,NA,2030,100,"6bdec71ab1e062f5_2030","ARG.06.021"
"ESP","City","6c088ec8fa94da89",55528.9,2005,2005,55528.9,2030,44.7,"6c088ec8fa94da89_2030","ESP.04.07.07013"
"ESP","City","6c088ec8fa94da89",55528.9,2005,2017,56147,2030,44.7,"6c088ec8fa94da89_2030","ESP.04.07.07013"
"DEU","SubRegion","6c0a9d3dab530849",17497956,1990,NA,NA,2030,50,"6c0a9d3dab530849_2030","DEU.10.24_1"
"DEU","SubRegion","6c0a9d3dab530849",17497956,1990,NA,NA,2050,100,"6c0a9d3dab530849_2050","DEU.10.24_1"
"JPN","Region","6c0cfa6cdc3fb0b1",10676000,2013,NA,NA,2025,37,"6c0cfa6cdc3fb0b1_2025","JPN.40"
"JPN","Region","6c0cfa6cdc3fb0b1",10676000,2013,NA,NA,2050,100,"6c0cfa6cdc3fb0b1_2050","JPN.40"
"HUN","City","6c18c6a25014db72",1605,2019,2019,1605,2030,40,"6c18c6a25014db72_2030","HUN.21.174.2213"
"HUN","City","6c18c6a25014db72",1605,2019,2019,1605,2050,60,"6c18c6a25014db72_2050","HUN.21.174.2213"
"DNK","SubRegion","6c1acce246517b15",134026.8,2007,2007,126709.1,2030,40,"6c1acce246517b15_2030","DNK.4.14_1"
"DNK","SubRegion","6c1acce246517b15",134026.8,2007,2016,35172.4,2030,40,"6c1acce246517b15_2030","DNK.4.14_1"
"BEL","City","6c1d7c7ed5806de7",42391.2,2011,2011,42391.2,2030,40,"6c1d7c7ed5806de7_2030","BEL.2.4.2.15_1"
"BEL","City","6c1d7c7ed5806de7",42391.2,2011,2016,44237.1,2030,40,"6c1d7c7ed5806de7_2030","BEL.2.4.2.15_1"
"BEL","City","6c1d7c7ed5806de7",42391.2,2011,2018,42659.4,2030,40,"6c1d7c7ed5806de7_2030","BEL.2.4.2.15_1"
"ESP","City","6c3964914f03cbfe",4537.2,2018,2018,4537.2,2030,40,"6c3964914f03cbfe_2030","ESP.12.32.32046"
"FRA","City","6c72cb1e4a5a42ba",1024732.8,2005,2005,1024732.8,2030,48,"6c72cb1e4a5a42ba_2030","FRA.MA.242900314"
"FRA","City","6c72cb1e4a5a42ba",1024732.8,2005,2013,885159.6,2030,48,"6c72cb1e4a5a42ba_2030","FRA.MA.242900314"
"FRA","City","6c72cb1e4a5a42ba",1024732.8,2005,2017,808040.4,2030,48,"6c72cb1e4a5a42ba_2030","FRA.MA.242900314"
"FRA","City","6c72cb1e4a5a42ba",1024732.8,2005,2005,1024732.8,2050,79,"6c72cb1e4a5a42ba_2050","FRA.MA.242900314"
"FRA","City","6c72cb1e4a5a42ba",1024732.8,2005,2013,885159.6,2050,79,"6c72cb1e4a5a42ba_2050","FRA.MA.242900314"
"FRA","City","6c72cb1e4a5a42ba",1024732.8,2005,2017,808040.4,2050,79,"6c72cb1e4a5a42ba_2050","FRA.MA.242900314"
"ESP","City","6c751428d7142547",4102.6,2005,2005,4102.6,2030,40.3,"6c751428d7142547_2030","ESP.09.25.25227"
"BEL","City","6c7bb81d313c8411",25270.3,2006,2006,25270.3,2030,41,"6c7bb81d313c8411_2030","BEL.3.3.3.12_1"
"BEL","City","6c7bb81d313c8411",25270.3,2006,2014,20957,2030,41,"6c7bb81d313c8411_2030","BEL.3.3.3.12_1"
"ITA","City","6c99ee8455243b2a",6181.4,2011,2011,6181.4,2030,40,"6c99ee8455243b2a_2030","ITA.19.82.029"
"ITA","City","6c99ee8455243b2a",6181.4,2011,2017,3054.6,2030,40,"6c99ee8455243b2a_2030","ITA.19.82.029"
"CHL","City","6c9a1046106784b8",531604,2018,2021,773256.37,2030,57.7,"6c9a1046106784b8_2030","CHL.14.5.21_1"
"CHL","City","6c9a1046106784b8",531604,2018,2018,531604,2030,57.7,"6c9a1046106784b8_2030","CHL.14.5.21_1"
"CHL","City","6c9a1046106784b8",531604,2018,2019,61159,2030,57.7,"6c9a1046106784b8_2030","CHL.14.5.21_1"
"CHL","City","6c9a1046106784b8",531604,2018,2021,244458.99,2030,57.7,"6c9a1046106784b8_2030","CHL.14.5.21_1"
"BEL","City","6c9ac5ad7de6d078",32981.5,2006,2006,32981.5,2030,42,"6c9ac5ad7de6d078_2030","BEL.3.3.3.25_1"
"BEL","City","6c9ac5ad7de6d078",32981.5,2006,2014,33660.1,2030,42,"6c9ac5ad7de6d078_2030","BEL.3.3.3.25_1"
"ITA","City","6cad0867047a2502",17549,2005,2005,17549,2030,40,"6cad0867047a2502_2030","ITA.3.17.137"
"ESP","City","6ce2a1606198caaf",7877.934,2005,2005,7877.9,2030,40,"6ce2a1606198caaf_2030","ESP.09.17.17057"
"ITA","City","6cf4c9ce0b16a436",138803.3,2005,2005,93743.7,2030,40,"6cf4c9ce0b16a436_2030","ITA.5.24.104"
"IND","SubRegion","6cf9551282842304",36085003,2021,NA,NA,2030,90,"6cf9551282842304_2030","IND.20.17"
"IND","SubRegion","6cf9551282842304",36085003,2021,NA,NA,2050,100,"6cf9551282842304_2050","IND.20.17"
"ITA","City","6d0484e8b990fc1c",112580.8,2005,2005,120869.3,2030,40,"6d0484e8b990fc1c_2030","ITA.5.27.024"
"ITA","City","6d0484e8b990fc1c",112580.8,2005,2005,112580.8,2030,40,"6d0484e8b990fc1c_2030","ITA.5.27.024"
"ITA","City","6d0484e8b990fc1c",112580.8,2005,2010,91769,2030,40,"6d0484e8b990fc1c_2030","ITA.5.27.024"
"ITA","City","6d0484e8b990fc1c",112580.8,2005,2013,157992.4,2030,40,"6d0484e8b990fc1c_2030","ITA.5.27.024"
"ITA","City","6d0484e8b990fc1c",112580.8,2005,2015,159048.3,2030,40,"6d0484e8b990fc1c_2030","ITA.5.27.024"
"ITA","City","6d0484e8b990fc1c",112580.8,2005,2019,81589.4,2030,40,"6d0484e8b990fc1c_2030","ITA.5.27.024"
"GRC","City","6d066c2776d5feb7",650993.6,2016,2016,650993.6,2030,40,"6d066c2776d5feb7_2030","GRC.4.2.38.03"
"ITA","City","6d0d1bb28835ceb1",3344.9,2011,2011,3344.9,2030,41,"6d0d1bb28835ceb1_2030","ITA.19.83.083"
"PHL","SubRegion","6d58a94eecd8f0ca",50690.33,2019,2019,50690.33,2030,30,"6d58a94eecd8f0ca_2030","PHL.13.2_1"
"ITA","City","6d825d4a5c456fe5",176147.5,2010,2010,178843.9,2030,40,"6d825d4a5c456fe5_2030","ITA.20.90.003"
"UKR","City","6d933b18464eb0c3",752409.9,2007,2007,752409.9,2025,29,"6d933b18464eb0c3_2025","UKR.07.08.017.001"
"UKR","City","6d933b18464eb0c3",752409.9,2007,2017,703893.8,2025,29,"6d933b18464eb0c3_2025","UKR.07.08.017.001"
"CAN","City","6d9adcb71465a30b",2285663,1990,2020,766452,2030,37,"6d9adcb71465a30b_2030","CAN.35.26.053"
"CAN","City","6d9adcb71465a30b",2285663,1990,2011,6743,2030,37,"6d9adcb71465a30b_2030","CAN.35.26.053"
"CAN","City","6d9adcb71465a30b",2285663,1990,2018,914309,2030,37,"6d9adcb71465a30b_2030","CAN.35.26.053"
"UKR","City","6da6a31931add015",39516.4,2010,2010,39516.4,2025,26,"6da6a31931add015_2025","UKR.26.04.007.001"
"ESP","City","6dac44424c1d49cc",2487,2005,2005,2487,2030,40,"6dac44424c1d49cc_2030","ESP.09.43.43135"
"ESP","City","6db97a140d6cde8b",4141.8,2010,2010,4141.8,2030,40,"6db97a140d6cde8b_2030","ESP.10.46.46122"
"ESP","City","6db97a140d6cde8b",4141.8,2010,2015,3981,2030,40,"6db97a140d6cde8b_2030","ESP.10.46.46122"
"ITA","City","6dbcc0e07fd317a5",42160.09,2007,2007,39860.1,2030,40,"6dbcc0e07fd317a5_2030","ITA.8.35.030"
"ESP","City","6dbd5504e258c84f",20276.5,2010,2010,20276.5,2030,40,"6dbd5504e258c84f_2030","ESP.12.32.32075"
"ESP","City","6dc2d4aa894d2d8a",4386.2,2010,2010,4386.2,2030,40,"6dc2d4aa894d2d8a_2030","ESP.12.27.27052"
"ESP","City","6dc2d4aa894d2d8a",4386.2,2010,2018,4665.5,2030,40,"6dc2d4aa894d2d8a_2030","ESP.12.27.27052"
"BEL","City","6dce4c4811c2e11a",67611.7,2012,2012,67611.7,2030,40,"6dce4c4811c2e11a_2030","BEL.2.1.1.4_1"
"BEL","City","6dd4961546a5bb01",32339.1,2011,2011,32339.1,2030,40,"6dd4961546a5bb01_2030","BEL.2.1.3.26_1"
"BEL","City","6dd4961546a5bb01",32339.1,2011,2011,32321.7,2030,40,"6dd4961546a5bb01_2030","BEL.2.1.3.26_1"
"BEL","City","6dd4961546a5bb01",32339.1,2011,2018,29980.2,2030,40,"6dd4961546a5bb01_2030","BEL.2.1.3.26_1"
"BEL","City","6dd4961546a5bb01",32339.1,2011,2020,27726.4,2030,40,"6dd4961546a5bb01_2030","BEL.2.1.3.26_1"
"ESP","City","6de7ed9bd9d7ba42",838337,2006,2020,923396,2030,61.5,"6de7ed9bd9d7ba42_2030","ESP.16.01.01059"
"ESP","City","6de7ed9bd9d7ba42",838337,2006,2006,759330.5,2030,61.5,"6de7ed9bd9d7ba42_2030","ESP.16.01.01059"
"ESP","City","6de7ed9bd9d7ba42",838337,2006,2015,680736,2030,61.5,"6de7ed9bd9d7ba42_2030","ESP.16.01.01059"
"ESP","City","6de7ed9bd9d7ba42",838337,2006,2017,637858.9,2030,61.5,"6de7ed9bd9d7ba42_2030","ESP.16.01.01059"
"ESP","City","6de7ed9bd9d7ba42",838337,2006,2006,838337,2030,61.5,"6de7ed9bd9d7ba42_2030","ESP.16.01.01059"
"ESP","City","6de7ed9bd9d7ba42",838337,2006,2020,923396,2050,80,"6de7ed9bd9d7ba42_2050","ESP.16.01.01059"
"ESP","City","6de7ed9bd9d7ba42",838337,2006,2006,759330.5,2050,80,"6de7ed9bd9d7ba42_2050","ESP.16.01.01059"
"ESP","City","6de7ed9bd9d7ba42",838337,2006,2015,680736,2050,80,"6de7ed9bd9d7ba42_2050","ESP.16.01.01059"
"ESP","City","6de7ed9bd9d7ba42",838337,2006,2017,637858.9,2050,80,"6de7ed9bd9d7ba42_2050","ESP.16.01.01059"
"ESP","City","6de7ed9bd9d7ba42",838337,2006,2006,838337,2050,80,"6de7ed9bd9d7ba42_2050","ESP.16.01.01059"
"BEL","City","6dfc38d2fabc0cec",21535.5,2011,2011,21535.5,2030,40,"6dfc38d2fabc0cec_2030","BEL.2.1.1.18_1"
"ITA","City","6e25f5e32c1c9a92",9396.3,2007,2007,9396.3,2030,42,"6e25f5e32c1c9a92_2030","ITA.5.24.017"
"ITA","City","6e36385a78ca4d58",8411667,2019,2019,8411667,2030,100,"6e36385a78ca4d58_2030","ITA.12.58.091"
"ITA","City","6e36385a78ca4d58",8411667,2019,2015,9514766,2030,100,"6e36385a78ca4d58_2030","ITA.12.58.091"
"ITA","City","6e36385a78ca4d58",8411667,2019,2003,12921237.3,2030,100,"6e36385a78ca4d58_2030","ITA.12.58.091"
"ITA","City","6e36385a78ca4d58",8411667,2019,2003,12905009,2030,100,"6e36385a78ca4d58_2030","ITA.12.58.091"
"ITA","City","6e36385a78ca4d58",8411667,2019,2019,8409566,2030,100,"6e36385a78ca4d58_2030","ITA.12.58.091"
"GRC","City","6e3ee2cea6a566fa",165278.6,2014,2014,165278.6,2030,40,"6e3ee2cea6a566fa_2030","GRC.2.2.19.01"
"GRC","City","6e8f90106bce9f94",152740,2015,2015,152740,2050,20,"6e8f90106bce9f94_2050","GRC.5.1.46.11"
"ITA","City","6ed023d18107639f",17666.66,2011,2011,17666.7,2030,40,"6ed023d18107639f_2030","ITA.19.82.009"
"UKR","City","6ed8fe69a72ddc97",26409.5,2014,2014,26409.5,2030,32.91,"6ed8fe69a72ddc97_2030","UKR.56.04.009"
"BEL","City","6ef002ac3e01c775",77893.2,2011,2011,77893.2,2030,40,"6ef002ac3e01c775_2030","BEL.2.3.2.2_1"
"JPN","SubRegion","6f0ced3f5663e79c",5384000,2013,2013,5384000,2030,47,"6f0ced3f5663e79c_2030","JPN.9.1033"
"JPN","SubRegion","6f0ced3f5663e79c",5384000,2013,2013,5384000,2050,100,"6f0ced3f5663e79c_2050","JPN.9.1033"
"USA","City","6f13581f7970f46a",524062,2008,NA,NA,2025,10,"6f13581f7970f46a_2025","USA.27.16.1600000US3008950"
"ITA","City","6f1aa62b38062507",101345.9,2004,2004,101302.9,2030,40,"6f1aa62b38062507_2030","ITA.12.58.043"
"ITA","City","6f1aa62b38062507",101345.9,2004,2015,83627.2,2030,40,"6f1aa62b38062507_2030","ITA.12.58.043"
"USA","City","6f3d515b26756e6d",12219072,2010,2021,10430085,2030,40,"6f3d515b26756e6d_2030","USA.36.18.1600000US3916000"
"USA","City","6f3d515b26756e6d",12219072,2010,2010,12219072,2030,40,"6f3d515b26756e6d_2030","USA.36.18.1600000US3916000"
"USA","City","6f3d515b26756e6d",12219072,2010,2010,12217507,2030,40,"6f3d515b26756e6d_2030","USA.36.18.1600000US3916000"
"BIH","City","6fa24ed17f058567",37780.8,2011,2011,37780.8,2030,40,"6fa24ed17f058567_2030","BIH.2.5.2_1"
"BIH","City","6fa24ed17f058567",37780.8,2011,2020,31163,2030,40,"6fa24ed17f058567_2030","BIH.2.5.2_1"
"CAN","City","6fb4e45068ac2f29",653152,2015,2015,653152,2035,9,"6fb4e45068ac2f29_2035","CAN.13.01.006"
"ITA","City","6fb97da9519e8c78",211424.1,2007,2007,207508.7,2030,40,"6fb97da9519e8c78_2030","ITA.5.26.021"
"ESP","City","6fdd2924be62a591",18584.21,2007,2007,18822.1,2030,40,"6fdd2924be62a591_2030","ESP.10.03.03101"
"ESP","City","6fdd2924be62a591",18584.21,2007,2015,19165.9,2030,40,"6fdd2924be62a591_2030","ESP.10.03.03101"
"ITA","City","70049f891e9979c3",20129.18,2009,2009,20205,2050,30,"70049f891e9979c3_2050","ITA.5.28.094"
"ITA","City","700d2f982ae9f1ed",61788.2,2011,2011,61788.2,2026,30,"700d2f982ae9f1ed_2026","ITA.19.87.017"
"ITA","City","700d2f982ae9f1ed",61788.2,2011,2018,71506.8,2026,30,"700d2f982ae9f1ed_2026","ITA.19.87.017"
"ITA","City","700d2f982ae9f1ed",61788.2,2011,2011,61788.2,2030,40,"700d2f982ae9f1ed_2030","ITA.19.87.017"
"ITA","City","700d2f982ae9f1ed",61788.2,2011,2018,71506.8,2030,40,"700d2f982ae9f1ed_2030","ITA.19.87.017"
"GRC","City","7019f0066a23babb",16807.3,2016,2016,16807.3,2030,46,"7019f0066a23babb_2030","GRC.5.1.51.01"
"ITA","City","7032ab04a0ae5e94",2326.357,2011,2011,2326.4,2030,40,"7032ab04a0ae5e94_2030","ITA.19.83.037"
"JPN","SubRegion","70393fd407e64f56",2919000,2013,NA,NA,2030,26,"70393fd407e64f56_2030","JPN.40.1796"
"ESP","City","703958c43d2da9df",15147.45,2007,2007,17829.4,2030,40,"703958c43d2da9df_2030","ESP.01.18.18046"
"ESP","City","703958c43d2da9df",15147.45,2007,2012,14830.9,2030,40,"703958c43d2da9df_2030","ESP.01.18.18046"
"TUR","Region","703cfd586ef3596d",6405427.9,2015,2018,8798969,2030,40,"703cfd586ef3596d_2030","TUR.1"
"TUR","Region","703cfd586ef3596d",6405427.9,2015,2015,6405427.9,2030,40,"703cfd586ef3596d_2030","TUR.1"
"ESP","City","70614a3b872cc12e",12300.3,2010,2010,12300.3,2030,40,"70614a3b872cc12e_2030","ESP.10.46.46015"
"ESP","City","70614a3b872cc12e",12300.3,2010,2015,14804.6,2030,40,"70614a3b872cc12e_2030","ESP.10.46.46015"
"ESP","City","70614a3b872cc12e",12300.3,2010,2010,12300.3,2049,50,"70614a3b872cc12e_2049","ESP.10.46.46015"
"ESP","City","70614a3b872cc12e",12300.3,2010,2015,14804.6,2049,50,"70614a3b872cc12e_2049","ESP.10.46.46015"
"ITA","City","707fc7225dded2c0",76339.6,2011,2011,76339.6,2030,40,"707fc7225dded2c0_2030","ITA.19.81.008"
"ESP","City","708a335ad4c19446",7332.7,2010,2010,7332.7,2030,40,"708a335ad4c19446_2030","ESP.12.32.32059"
"ESP","City","708f8c3a5933470f",24863.12,2005,2005,21556.1,2030,40,"708f8c3a5933470f_2030","ESP.09.17.17193"
"USA","City","70a0cd22908b7503",3043053,2021,2018,3336542,2050,100,"70a0cd22908b7503_2050","USA.10.43.1600000US1245000"
"USA","City","70a0cd22908b7503",3043053,2021,2021,3043053,2050,100,"70a0cd22908b7503_2050","USA.10.43.1600000US1245000"
"USA","City","70a0cd22908b7503",3043053,2021,2006,4800000,2050,100,"70a0cd22908b7503_2050","USA.10.43.1600000US1245000"
"USA","City","70a0cd22908b7503",3043053,2021,2018,3490318,2050,100,"70a0cd22908b7503_2050","USA.10.43.1600000US1245000"
"ESP","City","70a380fccac78e79",544390.9,2007,2007,512135.6,2030,40,"70a380fccac78e79_2030","ESP.01.11.11012"
"ESP","City","70a380fccac78e79",544390.9,2007,2013,421158.2,2030,40,"70a380fccac78e79_2030","ESP.01.11.11012"
"ITA","City","70ccdf8eb8bfd2f1",194340.2,2017,2017,194340.2,2030,40,"70ccdf8eb8bfd2f1_2030","ITA.19.89.001"
"ITA","City","70ccdf8eb8bfd2f1",194340.2,2017,2017,194340.2,2049,40,"70ccdf8eb8bfd2f1_2049","ITA.19.89.001"
"DNK","SubRegion","7103af51af2fd128",18803,2020,2020,18803,2030,70,"7103af51af2fd128_2030","DNK.5.7_1"
"JPN","SubRegion","716100a34e0fea6a",23830000,2013,NA,NA,2030,50,"716100a34e0fea6a_2030","JPN.25.1679"
"ITA","City","71c0dc95074e9e1b",17323.84,2011,2011,17323.8,2030,40,"71c0dc95074e9e1b_2030","ITA.19.84.036"
"USA","City","71dd8f5866fa42d6",6574968,2010,NA,NA,2040,20,"71dd8f5866fa42d6_2040","USA.18.34.1600000US2146027"
"ESP","City","72275d963ba0a937",634.2,2007,2007,634.2,2040,100,"72275d963ba0a937_2040","ESP.10.03.03020"
"BRA","Region","7255171d46e4d6ab",52336380,2018,2018,52336380,2030,100,"7255171d46e4d6ab_2030","BRA.11_1"
"ITA","City","726bfa85e690464d",30849.5,2007,2007,30849.5,2030,40.2,"726bfa85e690464d_2030","ITA.8.35.045"
"ITA","City","726bfa85e690464d",30849.5,2007,2018,26341,2030,40.2,"726bfa85e690464d_2030","ITA.8.35.045"
"BEL","City","726c0f6f26ea119b",52426.73,2011,2011,52426.6,2030,40,"726c0f6f26ea119b_2030","BEL.2.4.2.11_1"
"BEL","City","726c0f6f26ea119b",52426.73,2011,2015,48920.6,2030,40,"726c0f6f26ea119b_2030","BEL.2.4.2.11_1"
"BEL","City","726c0f6f26ea119b",52426.73,2011,2017,53918.4,2030,40,"726c0f6f26ea119b_2030","BEL.2.4.2.11_1"
"ESP","City","72877ce48d595396",15787.26,2005,2005,14930.9,2030,40,"72877ce48d595396_2030","ESP.09.08.08269"
"ESP","City","72877ce48d595396",15787.26,2005,2008,15102.3,2030,40,"72877ce48d595396_2030","ESP.09.08.08269"
"ESP","City","72877ce48d595396",15787.26,2005,2012,15284.9,2030,40,"72877ce48d595396_2030","ESP.09.08.08269"
"ITA","City","72900b5693c5d040",51857.1,2007,2007,51857.1,2030,55,"72900b5693c5d040_2030","ITA.8.40.019"
"ITA","City","72900b5693c5d040",51857.1,2007,2007,51547.1,2030,55,"72900b5693c5d040_2030","ITA.8.40.019"
"BEL","City","72945545e0717401",17866.5,2006,2006,17866.5,2030,41,"72945545e0717401_2030","BEL.3.4.3.2_1"
"BEL","City","72945545e0717401",17866.5,2006,2006,17866.5,2050,60,"72945545e0717401_2050","BEL.3.4.3.2_1"
"ESP","City","72b480a84b7c3de7",357099.8,2005,2005,357099.8,2030,55,"72b480a84b7c3de7_2030","ESP.04.07.07026"
"ESP","City","72b480a84b7c3de7",357099.8,2005,2019,266458,2030,55,"72b480a84b7c3de7_2030","ESP.04.07.07026"
"CAN","SubRegion","72b6ec08ba508acc",834738,2007,2021,1195976,2050,80,"72b6ec08ba508acc_2050","CAN.59.21"
"CAN","SubRegion","72b6ec08ba508acc",834738,2007,2007,834738,2050,80,"72b6ec08ba508acc_2050","CAN.59.21"
"ITA","City","72b8978aa0363b2c",65077.2,2005,2005,65077.2,2030,41,"72b8978aa0363b2c_2030","ITA.5.28.085"
"ITA","City","72b8978aa0363b2c",65077.2,2005,2017,56488.8,2030,41,"72b8978aa0363b2c_2030","ITA.5.28.085"
"PRT","SubRegion","72cd50d68fe3b87e",369626.3,2008,2008,369626.3,2030,40,"72cd50d68fe3b87e_2030","PRT.9.8_1"
"ITA","Region","72dcc124ffb5e7c5",66967000,2021,2021,66967000,2050,100,"72dcc124ffb5e7c5_2050","ITA.3"
"ITA","Region","72dcc124ffb5e7c5",66967000,2021,2005,86500000,2050,100,"72dcc124ffb5e7c5_2050","ITA.3"
"ESP","City","72f3f8d7bd9e6303",305906.485,2007,2007,282578,2030,40,"72f3f8d7bd9e6303_2030","ESP.01.11.11031"
"ESP","City","72f3f8d7bd9e6303",305906.485,2007,2013,234216.8,2030,40,"72f3f8d7bd9e6303_2030","ESP.01.11.11031"
"ESP","City","72f7739fee7a6fdf",12811.6,2016,2016,12811.6,2030,40.9,"72f7739fee7a6fdf_2030","ESP.12.15.15004"
"CAN","City","7300397e904e598e",1152980,2019,2019,1097981,2030,48,"7300397e904e598e_2030","CAN.24.58.227"
"CAN","City","7300397e904e598e",1152980,2019,2019,1152980,2030,48,"7300397e904e598e_2030","CAN.24.58.227"
"ESP","City","734986f7cb262fb1",27330.8,2010,2010,27330.8,2030,40.6,"734986f7cb262fb1_2030","ESP.12.27.27022"
"DEU","SubRegion","7351bee7919226f4",3692149,2013,2004,4445057,2040,100,"7351bee7919226f4_2040","DEU.2.67_1"
"DEU","SubRegion","7351bee7919226f4",3692149,2013,2013,3692149,2040,100,"7351bee7919226f4_2040","DEU.2.67_1"
"ITA","City","7369008b7e75973c",46336.7,2008,2008,46336.7,2030,44,"7369008b7e75973c_2030","ITA.5.24.048"
"ESP","City","7394279cda257aa2",3775.373,2005,2005,3775.4,2030,40,"7394279cda257aa2_2030","ESP.09.17.17177"
"ITA","City","739acca252b4dd3c",1922.294,2011,2011,1922.2,2030,40,"739acca252b4dd3c_2030","ITA.19.83.004"
"BEL","City","73a2939933c97b4c",32244.7,2006,2006,32244.7,2030,41,"73a2939933c97b4c_2030","BEL.3.4.5.3_1"
"BEL","City","73a2939933c97b4c",32244.7,2006,2006,32244.7,2050,60,"73a2939933c97b4c_2050","BEL.3.4.5.3_1"
"ESP","City","73a6293b9b11b093",32376.1,2012,2012,32376.1,2030,40,"73a6293b9b11b093_2030","ESP.05.35.35033"
"ITA","City","73a95a61006f7a3f",14707.3,2010,2010,14707.3,2030,40.1,"73a95a61006f7a3f_2030","ITA.5.26.084"
"ITA","City","73a95a61006f7a3f",14707.3,2010,2016,11950.4,2030,40.1,"73a95a61006f7a3f_2030","ITA.5.26.084"
"ITA","City","73ba9da628267dd8",54488.2,2010,2010,54488.2,2030,41,"73ba9da628267dd8_2030","ITA.8.35.021"
"ITA","City","73ba9da628267dd8",54488.2,2010,2017,35979.7,2030,41,"73ba9da628267dd8_2030","ITA.8.35.021"
"ESP","City","73c96a1bbd32ecde",4858.5,2005,2005,4501.7,2030,40,"73c96a1bbd32ecde_2030","ESP.09.17.17002"
"ESP","City","73cb22f872170d73",120406.8,2005,2005,120406.8,2030,20,"73cb22f872170d73_2030","ESP.09.08.08217"
"ESP","City","73cb22f872170d73",120406.8,2005,2012,109250.9,2030,20,"73cb22f872170d73_2030","ESP.09.08.08217"
"ITA","City","73f10fd99a22397f",38325.2,2011,2011,38325.2,2050,50,"73f10fd99a22397f_2050","ITA.19.87.039"
"ITA","City","73fdeeb698f2ff72",30036.3,2008,2008,30036.3,2025,20,"73fdeeb698f2ff72_2025","ITA.8.37.041"
"ITA","City","73fdeeb698f2ff72",30036.3,2008,2008,27198.8,2025,20,"73fdeeb698f2ff72_2025","ITA.8.37.041"
"ITA","City","73fdeeb698f2ff72",30036.3,2008,2018,24531.2,2025,20,"73fdeeb698f2ff72_2025","ITA.8.37.041"
"ITA","City","73fdeeb698f2ff72",30036.3,2008,2008,30036.3,2030,41,"73fdeeb698f2ff72_2030","ITA.8.37.041"
"ITA","City","73fdeeb698f2ff72",30036.3,2008,2008,27198.8,2030,41,"73fdeeb698f2ff72_2030","ITA.8.37.041"
"ITA","City","73fdeeb698f2ff72",30036.3,2008,2018,24531.2,2030,41,"73fdeeb698f2ff72_2030","ITA.8.37.041"
"CHL","City","7419f1d3a3e8ff8e",404587,2021,2021,404586.89,2030,45,"7419f1d3a3e8ff8e_2030","CHL.14.5.14_1"
"CHL","City","7419f1d3a3e8ff8e",404587,2021,2021,404587,2030,45,"7419f1d3a3e8ff8e_2030","CHL.14.5.14_1"
"KOR","SubRegion","742ddd363a99d4ff",1142501,2018,2020,763682,2030,32,"742ddd363a99d4ff_2030","KOR.8.13_2"
"KOR","SubRegion","742ddd363a99d4ff",1142501,2018,2018,1142501,2030,32,"742ddd363a99d4ff_2030","KOR.8.13_2"
"ESP","City","744fdc24a0d7f2a1",2091.9,2005,2005,2091.9,2030,43,"744fdc24a0d7f2a1_2030","ESP.09.25.25905"
"ESP","City","74585dede55f3cf0",1632,2010,NA,NA,2030,40,"74585dede55f3cf0_2030","ESP.10.46.46198"
"FRA","City","7460c5c24cf7b7f6",9251.1,2013,2013,9251.1,2030,63,"7460c5c24cf7b7f6_2030","FRA.32.059.1.59512"
"FRA","City","7460c5c24cf7b7f6",9251.1,2013,2013,9251.1,2050,80,"7460c5c24cf7b7f6_2050","FRA.32.059.1.59512"
"ESP","City","746fec32ab6f1fb3",39786.3,2017,2017,39786.3,2030,40,"746fec32ab6f1fb3_2030","ESP.12.15.15072"
"CHL","City","74861650163d9611",338830.98,2019,2019,384395.25,2030,20,"74861650163d9611_2030","CHL.10.2.8_1"
"CHL","City","74861650163d9611",338830.98,2019,2019,338830.98,2030,20,"74861650163d9611_2030","CHL.10.2.8_1"
"PRT","SubRegion","748e77b97cf8091b",441368.8,2007,2007,441368.8,2030,40,"748e77b97cf8091b_2030","PRT.17.10_1"
"PRT","SubRegion","748e77b97cf8091b",441368.8,2007,2015,242298.6,2030,40,"748e77b97cf8091b_2030","PRT.17.10_1"
"PRT","SubRegion","748e77b97cf8091b",441368.8,2007,2020,239345.1,2030,40,"748e77b97cf8091b_2030","PRT.17.10_1"
"PRT","SubRegion","748e77b97cf8091b",441368.8,2007,2015,242298.7,2030,40,"748e77b97cf8091b_2030","PRT.17.10_1"
"PRT","SubRegion","748e77b97cf8091b",441368.8,2007,2020,241994.7,2030,40,"748e77b97cf8091b_2030","PRT.17.10_1"
"ITA","City","74982754eea7a863",11068.1,2005,2005,11068.1,2025,27,"74982754eea7a863_2025","ITA.3.13.068"
"ARG","City","74986c26f4e60a8b",36535.29,2018,2018,49041.9,2030,26.82,"74986c26f4e60a8b_2030","ARG.30.021.0091"
"ARG","City","74986c26f4e60a8b",36535.29,2018,2018,36535.29,2030,26.82,"74986c26f4e60a8b_2030","ARG.30.021.0091"
