iso,climactor_id,GDAM_id,baseline_value,baseline_year,target_year,target_value,target_year_emission,annualized_ambition
ITA,9d4861b88f7563bb,ITA.3.18.159,7973.3,2014,2030,40.0,4783.98,0.021252193235536287
ESP,9d49387701aa263e,ESP.10.03.03118,15286.4,2020,2030,57.0,6573.152000000001,0.0461403787417245
ITA,9d7bb3105cdd60e2,ITA.12.59.012,1978.31,2010,2030,40.0,1186.9859999999999,0.01696592574647271
ESP,9d8a9ca130b05ea1,ESP.10.03.03010,893.8855,2007,2030,40.0,536.3312999999999,0.014736758555106588
ESP,9da07686cb744dae,ESP.12.32.32037,3269.9,2017,2030,40.0,1961.94,0.026220339705550266
BEL,9dace93e23fc55a9,BEL.2.1.3.25_1,26720.4,2011,2030,40.0,16032.24,0.01786680031720378
ESP,9dbdd5aa4dca3edf,ESP.04.07.07061,71798.2,2005,2030,40.0,43078.92,0.01354986801622915
ITA,9dcb0e943faf7070,ITA.19.84.030,20932.99,2011,2030,40.0,12559.794,0.017866800317204
ITA,9dfa810efa4ac617,ITA.5.27.033,175378.5,2005,2050,40.0,105227.09999999999,0.007505184583256774
ITA,9e0dee28299b509d,ITA.19.82.026,2019.908,2011,2030,40.0,1211.9448,0.01786680031720378
ITA,9e112cd4cf910ed4,ITA.19.83.040,1556.668,2011,2030,40.0,934.0007999999999,0.01786680031720378
BEL,9e23051493d62643,BEL.2.3.4.4_1,117053.3,2011,2030,40.0,70231.98,0.01786680031720378
IRL,9e25b1c2e6b2df27,IRL.22_1,1299690.0,2005,2030,40.0,779814.0,0.01354986801622915
BRA,9e2eb96ff7ddd8d0,BRA.6.59_2,4523048.0,2018,2050,100.0,0.0,0.021897148654116627
ESP,9e37edcf86667b81,ESP.12.15.15045,26221.0,2018,2030,40.0,15732.599999999999,0.028436155726361267
ITA,9e393137077ba54b,ITA.19.83.062,3027.8,2011,2030,40.0,1816.68,0.01786680031720378
BEL,9e6b33932138977d,BEL.3.3.2.17_1,116999.2,2006,2030,40.0,70199.51999999999,0.014118413069381885
ESP,9e71a793fb3ed436,ESP.01.18.18021,95594.8,2007,2030,40.0,57356.88,0.014736758555106588
ITA,9e868ff7b414f9c7,ITA.19.87.046,3052.265,2011,2030,40.0,1831.359,0.01786680031720378
BEL,9eadffea65296664,BEL.2.5.3.2_1,244176.0,2011,2030,40.0,146505.6,0.01786680031720378
ITA,9f08e8b80bb03946,ITA.8.37.062,53528.1,2008,2030,40.0,32116.859999999997,0.015411747273741838
JPN,9f264a943c4543c5,JPN.35,77290000.0,2013,2050,100.0,0.0,0.018910284405250666
JPN,9f28fdf5628fa1d3,JPN.15,20116000.0,2019,2050,100.0,0.0,0.022611435601268326
JPN,9f31c3954fedc0fc,JPN.44.1213,133808.0,2013,2030,40.0,80284.8,0.019989654407636115
UKR,9f397d120083609f,UKR.14.12.007.001,138587.2,2016,2030,40.2,82875.1456,0.02442932268480691
UKR,9f3ee01c226a84a7,UKR.53.06.023.001,204435.2,2007,2030,30.0,143104.63999999998,0.01147245147239806
VNM,9f4171e8848ae2e0,VNM.46_1,2883727.0,2022,2050,100.0,0.0,0.025064211965874605
ESP,9f4618217419e594,ESP.10.03.03106,1588.4,2007,2030,40.0,953.04,0.014736758555106588
BEL,9f4e0691b0110aed,BEL.3.4.3.4_1,29989.0,2006,2050,60.0,11995.6,0.010739155848709325
USA,9f680fd7a478b379,USA.6.7_1,4097288.0,2021,2030,80.0,819457.5999999999,0.06748949938819448
ITA,9f7fdf0e502c785a,ITA.5.28.023,66446.8,2008,2030,45.0,36545.740000000005,0.017032682327296378
ITA,9f84916951adf203,ITA.3.17.009,58687.5,2005,2030,40.0,35212.5,0.01354986801622915
ITA,9f931a5dd7fa4407,ITA.3.16.024,527005.3,2020,2030,100.0,0.0,0.07177346253629313
BEL,9fa20b438106a6b2,BEL.2.2.2.5_1,58525.0,2011,2030,40.0,35115.0,0.01786680031720378
AUS,9ffc13e91cd7bec2,AUS.10.52_1,1607000.0,2014,2040,100.0,0.0,0.0270180507087725
,TBD_AR Avellaneda City,,90777.0,2016,2025,20.0,72621.6,0.02046453567684825
,TBD_AR Concordia City,,801812.0,2021,2030,100.0,0.0,0.08005973889230611
,"TBD_AR General Alvear, Buenos Aires City",,13008741.0,2015,2030,100.0,0.0,0.04729412282062673
,TBD_AR Marcos Juárez City,,135983.0,2019,2030,100.0,0.0,0.06504108943996267
,TBD_AR Mendoza City,,358956.0,2019,2050,100.0,0.0,0.022611435601268326
,TBD_AR Oliva (Argentina) City,,32988.37,2022,2030,100.0,0.0,0.09050773266525769
,TBD_AR Ushuaia City,,851428.0,2018,2030,100.0,0.0,0.05946309435929531
,TBD_AT Klagenfurt City,,788413.0,2011,2030,50.0,394206.5,0.021569600815111167
,TBD_AT Waldviertler Kernland City,,96584.0,2010,2030,60.0,38633.6,0.02377848652379777
,TBD_AU Bellingen Shire City,,2815.0,2019,2040,100.0,0.0,0.03355778300702772
,TBD_AU Canberra City,,3077000.0,1990,2045,100.0,0.0,0.012682424393701153
,TBD_AU Georges River City,,1107269.0,2021,2025,100.0,0.0,0.18920711500272103
,TBD_AU Melville City,,14221.0,2006,2030,100.0,0.0,0.029302236643492074
,TBD_AU Mornington Peninsula Shire City,,2067000.0,2017,2040,100.0,0.0,0.03059554475200943
,TBD_AU Richmond Valley City,,1900000.0,2017,2030,100.0,0.0,0.054766076481646664
,TBD_AU Tweed Shire Council City,,1138600.0,2020,2030,100.0,0.0,0.07177346253629313
,TBD_BE Aalst City,,420023.0,2011,2050,100.0,0.0,0.01793188433739057
,TBD_BE Arlon City,,169027.0,2006,2050,60.0,67610.8,0.010739155848709325
,TBD_BE Ath City,,190276.0,2006,2030,40.0,114165.59999999999,0.014118413069381885
,TBD_BE Bastogne City,,78260.0,2006,2050,80.0,15651.999999999996,0.013448415104128086
,TBD_BE Brugge City,,1050563.0,2018,2030,49.0,535787.13,0.03378967192435911
,TBD_BE Deutschsprachige Gemeinschaft Belgiens City,,495026.0,2006,2050,100.0,0.0,0.015878083105551388
,TBD_BE Dinant City,,759120.0,2006,2030,40.0,455472.0,0.014118413069381885
,TBD_BE Eeklo City,,129365.0,2011,2050,100.0,0.0,0.01793188433739057
,TBD_BE Famenne City,,289306.0,2006,2050,60.0,115722.40000000001,0.010739155848709325
,TBD_BE Gal Pays Des Condruses City,,221168.0,2006,2050,80.0,44233.59999999999,0.013448415104128086
,TBD_BE Hasselt City,,410706.0,2011,2030,40.0,246423.59999999998,0.017866800317204
,TBD_BE Huy City,,124069.0,2006,2030,40.0,74441.4,0.014118413069381885
,TBD_BE Klimaatoverleg Midwest City,,798788.0,2011,2030,40.0,479272.8,0.01786680031720378
,TBD_BE Leuven City,,573095.0,2011,2030,56.0,252161.79999999996,0.023680551896215984
,TBD_BE Lokaal klimaatbeleid Noord-West-Vlaanderen City,,601498.0,2011,2030,40.0,360898.8,0.01786680031720378
,TBD_BE Maaseik City,,111542.0,2011,2030,40.0,66925.2,0.01786680031720378
,TBD_BE Meeuwen-Gruitrode City,,41108.87,2011,2030,40.0,24665.322,0.01786680031720378
,TBD_BE Namur City,,1689767.0,2006,2030,40.0,1013860.2,0.014118413069381885
,TBD_BE Neerpelt City,,235101.7,2011,2030,40.0,141061.02,0.017866800317204
,TBD_BE Neufchateau City,,41238.0,2006,2049,60.0,16495.2,0.010990271113809236
,TBD_BE Opglabbeek City,,46166.21,2011,2030,40.0,27699.726,0.01786680031720378
,TBD_BE Oudenaarde City,,217256.8,2011,2030,40.0,130354.07999999999,0.01786680031720378
,TBD_BE Overpelt City,,41241.68,2011,2030,40.0,24745.007999999998,0.017866800317204
,TBD_BE Philippeville City,,600077.0,2006,2030,40.0,360046.2,0.014118413069381885
,TBD_BE Puurs City,,362740.0,2012,2030,40.0,217644.0,0.018868708060818307
,TBD_BE Region Zuid-West-Vlaanderen Region,,2362558.0,2017,2050,100.0,0.0,0.021226606315364105
,TBD_BE Sint-Niklaas City,,346631.5,2011,2030,40.0,207978.9,0.01786680031720378
,TBD_BE Thuin City,,72966.52,2006,2050,23.0,56184.220400000006,0.004715952753123753
,TBD_BE Tongeren City,,146769.0,2011,2030,40.0,88061.4,0.01786680031720378
,TBD_BE Van Zee tot IJzer City,,361913.4,2011,2030,40.0,217148.04,0.01786680031720378
,TBD_BE Verbindingsgebied Kust-Houtland City,,130180.7,2011,2030,40.0,78108.42,0.01786680031720378
,TBD_BE Waasland Klimaatland City,,1562712.0,2011,2030,40.0,937627.2,0.01786680031720378
,TBD_BE Waimes City,,44555.0,2006,2030,63.0,16485.35,0.020566127837781778
,TBD_BE Waremme City,,78817.0,2006,2030,40.0,47290.2,0.014118413069381885
,TBD_BG Smolyan City,,267836.0,2009,2030,51.0,131239.63999999998,0.01981809084960595
,TBD_BR Ribeirao City,,669652.0,2018,2030,50.0,334826.0,0.03436608313191658
,"TBD_CA Halifax, NS City",,5314493.0,2016,2030,100.0,0.0,0.050756638653219444
,"TBD_CA Longueuil, QC City",,1152980.0,2019,2030,48.0,599549.6,0.03628291423764529
,"TBD_CA Nanaimo, BC City",,465000.0,2010,2050,100.0,0.0,0.017479692102686295
,"TBD_CA North Vancouver, BC City",,224212.0,2007,2050,100.0,0.0,0.016250325193551962
,"TBD_CA Peterborough, ON City",,22491.0,2011,2050,100.0,0.0,0.01793188433739057
,"TBD_CA Saint John, NB City",,653152.0,2015,2035,9.0,594368.3200000001,0.004318181404066479
,"TBD_CA Thunder Bay, ON City",,1225169.0,2016,2050,90.0,122516.89999999998,0.01905737257359541
,TBD_CY Aradippou City,,128860.5,2009,2030,40.0,77316.3,0.016151535814308726
,TBD_CY Lakatamia City,,183520.0,2009,2030,40.0,110112.0,0.016151535814308726
,TBD_CY Latsia City,,155392.0,2009,2030,40.0,93235.2,0.016151535814308726
,TBD_CY Lythrodontas City,,14479.0,2009,2030,40.0,8687.4,0.016151535814308726
,TBD_CY Mesa Geitonia City,,87307.5,2012,2030,40.0,52384.5,0.018868708060818307
,TBD_CY Polis Chrysochous City,,18200.0,2009,2030,50.0,9100.0,0.01949546451812134
,TBD_CZ Ceský Krumlov City,,73291.0,2012,2030,40.0,43974.6,0.018868708060818307
,TBD_CZ Chrudim City,,115512.0,2000,2030,30.0,80858.4,0.008783828877650723
,TBD_CZ LAG Hradecky venkov City,,62305.0,2010,2030,40.0,37383.0,0.01696592574647271
,TBD_CZ Liberec City,,478232.0,2000,2040,35.0,310850.8,0.007530829944046857
,TBD_CZ Litomerice City,,125954.0,2005,2030,41.0,74312.86000000002,0.013838465436646352
,TBD_CZ Olomouc City,,511372.0,2010,2030,40.0,306823.2,0.01696592574647271
,TBD_CZ Ostrava City,,1401184.0,2000,2030,30.0,980828.7999999999,0.008783828877650723
,TBD_CZ Tabor City,,164742.0,2010,2030,40.0,98845.2,0.01696592574647271
,TBD_DE Essen City,,6185789.0,1990,2050,100.0,0.0,0.011619440301922523
,TBD_DE Frankenthal City,,581291.0,1990,2050,80.0,116258.19999999997,0.009844586655795684
,TBD_DE Frankfurt City,,8437203.0,1992,2035,100.0,0.0,0.016250325193551962
,TBD_DE Freiburg City,,1980916.0,1992,2030,50.0,990458.0,0.010727263318404345
,TBD_DE Hanover City,,6618413.0,1990,2035,95.0,330920.6500000003,0.014951322000907208
,TBD_DE Ludwigsburg City,,559879.0,2007,2030,40.0,335927.39999999997,0.014736758555106588
,TBD_DE Lörrach City,,570141.9,1990,2030,40.0,342085.14,0.008447284564975455
,TBD_DE Munster City,,2498764.0,1990,2050,95.0,124938.20000000011,0.011192663904566524
,TBD_DE Neumarkt in der Oberpfalz City,,343710.8,1990,2030,40.0,206226.47999999998,0.008447284564975455
,TBD_ES A Coruña City,,753005.4,2009,2030,40.0,451803.24,0.016151535814308726
,TBD_ES A Texeira City,,1650.0,2019,2030,40.0,990.0,0.031061016501513494
,TBD_ES Agolado City,,16388.0,2010,2030,41.0,9668.920000000002,0.017327901261305678
,TBD_ES Ajuntament de Portbou City,,6790.0,2005,2030,41.0,4006.1000000000004,0.013838465436646352
,TBD_ES Alburqueque City,,8351.0,2011,2030,40.0,5010.599999999999,0.017866800317204
,TBD_ES Alquería de Aznar City,,978.819,2007,2030,40.0,587.2914,0.014736758555106588
,TBD_ES Arnoia City,,3241.0,2010,2030,40.0,1944.6,0.01696592574647271
,TBD_ES Ayuntamiento Azuqueca De Henares City,,96922.0,2010,2030,40.0,58153.2,0.01696592574647271
,TBD_ES Badajoz City,,712206.0,2008,2025,25.0,534154.5,0.013212616554775902
,TBD_ES Burgos City,,1512042.0,2015,2030,40.0,907225.2,0.02268495988716035
,TBD_ES Cieza City,,103464.0,2008,2030,40.0,62078.399999999994,0.015411747273741838
,TBD_ES Concello de La Gudina City,,3834.0,2014,2030,30.0,2683.7999999999997,0.01653294778221892
,TBD_ES El Molar City,,1515.0,2005,2030,40.0,909.0,0.01354986801622915
,TBD_ES Elche City,,876843.8,2000,2030,40.0,526106.28,0.011278873450424776
,TBD_ES Folgoso Do Courel City,,5809.0,2010,2030,40.0,3485.4,0.01696592574647271
,TBD_ES Genoves City,,4094.0,2010,2030,40.0,2456.4,0.01696592574647271
,TBD_ES Girona City,,447443.0,2005,2030,42.0,259516.94000000003,0.014125104588171622
,TBD_ES Granada City,,1416495.089,2007,2030,40.0,849897.0534,0.014736758555106588
,TBD_ES Guadalajara City,,493818.0,2017,2030,40.0,296290.8,0.026220339705550266
,TBD_ES Jijona City,,13196.0,2007,2030,59.0,5410.360000000001,0.020366981661956718
,TBD_ES La Barraca d'Aigues Vives City,,1335.0,2010,2030,40.0,801.0,0.01696592574647271
,TBD_ES Leon City,,506073.1883,2017,2030,40.0,303643.91297999996,0.026220339705550266
,TBD_ES Malaga City,,1682733.0,2017,2050,100.0,0.0,0.021226606315364105
,TBD_ES Masnou City,,91027.0,2005,2030,56.0,40051.88,0.017946571389245047
,TBD_ES Moya City,,28661.0,2012,2030,40.0,17196.6,0.018868708060818307
,TBD_ES Pamplona City,,1110807.876,2008,2030,40.0,666484.7255999999,0.015411747273741838
,TBD_ES Pereiro de Aguiar City,,26936.0,2015,2030,40.0,16161.599999999999,0.02268495988716035
,TBD_ES Pinoso City,,19616.66,2007,2030,40.0,11769.996,0.014736758555106588
,TBD_ES Pont d'Armentera City,,3413.0,2005,2030,35.0,2218.4500000000003,0.012076523079759482
,TBD_ES Pontevedra City,,1341.0,2014,2030,30.0,938.6999999999999,0.01653294778221892
,TBD_ES Port de la Selva City,,9784.0,2005,2030,28.0,7044.48,0.009923315897995888
,TBD_ES Puig De Santa Maria City,,29884.0,2010,2030,40.0,17930.399999999998,0.01696592574647271
,TBD_ES Rabos d'Emporda City,,954.0,2005,2030,27.0,696.42,0.00960652528194994
,TBD_ES Real De Gandia City,,5623.0,2010,2030,40.0,3373.7999999999997,0.01696592574647271
,TBD_ES Rodrigo City,,74116.0,2019,2030,55.0,33352.2,0.04064567031730437
,TBD_ES Sada City,,31529.0,2015,2030,40.0,18917.399999999998,0.02268495988716035
,"TBD_ES San Isidro, Spain City",,5769.0,2007,2040,100.0,0.0,0.021226606315364105
,TBD_ES San Sebastian City,,993236.0,2007,2030,40.0,595941.6,0.014736758555106588
,TBD_ES Sant Joan de Vilatorrada City,,24934.0,2005,2030,40.0,14960.4,0.01354986801622915
,TBD_ES Santa Lucia City,,241117.0,2012,2030,40.0,144670.19999999998,0.018868708060818307
,TBD_ES Seville City,,2908770.0,2005,2050,55.0,1308946.4999999998,0.009786576840495664
,"TBD_ES Sora, Spain City",,1098.0,2005,2030,40.0,658.8,0.01354986801622915
,TBD_ES Torrent City,,183165.0,2012,2030,40.0,109899.0,0.018868708060818307
,TBD_ES Valencia City,,3262698.0,2007,2050,100.0,0.0,0.016250325193551962
,TBD_ES Vall de Bianya City,,8796.868,2005,2030,40.0,5278.1208,0.01354986801622915
,TBD_ES Valsequillo City,,40074.0,2012,2030,40.0,24044.399999999998,0.018868708060818307
,TBD_ES Villajoyosa City,,94521.0,2010,2030,40.0,56712.6,0.01696592574647271
,TBD_ES Villanueva de Castellon City,,11720.0,2010,2030,40.0,7032.0,0.01696592574647271
,TBD_ES Xunquiera de Espadanedo City,,3270.0,2017,2030,40.0,1962.0,0.026220339705550266
,TBD_ES Zaragoza City,,2188363.0,2005,2030,55.0,984763.3499999999,0.01768475295469374
,TBD_ES de Guimar City,,44542.0,2013,2030,40.0,26725.2,0.019989654407636115
,TBD_FR Annecy City,,9601.0,1990,2030,40.0,5760.599999999999,0.008447284564975455
,TBD_FR Communaute urbaine de Dunkerque City,,1021392.0,2009,2050,75.0,255348.0,0.013742740675695364
,TBD_FR Grand Besancon City,,959117.0,2008,2050,50.0,479558.5,0.009700680656461458
,TBD_FR La Rochelle - Communaute d'Agglomeration et Ville City,,543417.0,2010,2050,75.0,135854.25,0.01408871826370861
,TBD_GB Aberdeen City,,1833098.0,2005,2030,50.0,916549.0,0.016350839811869022
,"TBD_GB Bath, UK City",,796500.0,2019,2030,100.0,0.0,0.06504108943996267
,TBD_GB Bournemouth City,,1943331.0,2019,2050,100.0,0.0,0.022611435601268326
,TBD_GB Bristol City,,2382697.0,2005,2025,100.0,0.0,0.03526492384137758
,"TBD_GB Cambridge, UK City",,481900.0,2021,2030,100.0,0.0,0.08005973889230611
,TBD_GB Cambridgeshire County Council City,,192196.0,2018,2030,100.0,0.0,0.05946309435929531
,TBD_GB Cardiff Capital Region Region,,2662000.0,2017,2035,60.0,1064800.0,0.026455199651044037
,TBD_GB Darlington Borough Council City,,5928.0,2019,2050,100.0,0.0,0.022611435601268326
,TBD_GB Dundee City,,1090238.0,2005,2045,100.0,0.0,0.017479692102686295
,TBD_GB Durham County Council City,,44319.0,2022,2030,100.0,0.0,0.09050773266525769
,TBD_GB Edinburgh City,,2249184.0,2020,2030,100.0,0.0,0.07177346253629313
,TBD_GB Hove City,,1302000.0,2020,2030,100.0,0.0,0.07177346253629313
,TBD_GB Huddersfield City,,2767000.0,2000,2038,100.0,0.0,0.018408093274101978
,TBD_GB Newcastle City,,1802136.0,2019,2030,100.0,0.0,0.06504108943996267
,TBD_GB Richmond Council City,,805000.0,2015,2050,100.0,0.0,0.020001609421198996
,TBD_GB Somerset West and Taunton City,,36501.0,2018,2030,100.0,0.0,0.05946309435929531
,TBD_GB Southend on Sea Borough City,,924000.0,2019,2050,100.0,0.0,0.022611435601268326
,TBD_GB Wakefield City,,2009000.0,2020,2050,100.0,0.0,0.023373891996774976
,TBD_GB Wandsworth Council City,,1016000.0,2015,2050,100.0,0.0,0.020001609421198996
,TBD_GB Westminster Council City,,2229001.0,2019,2030,100.0,0.0,0.06504108943996267
,TBD_GB Wokingham City,,1125964.0,2018,2030,100.0,0.0,0.05946309435929531
,"TBD_GB Wolverhampton, UK Region",,1174100.0,2015,2041,95.0,58705.00000000005,0.026018466473781032
,TBD_GB Worcester Council City,,3331000.0,2019,2030,100.0,0.0,0.06504108943996267
,"TBD_GB York, UK City",,1594069.0,2005,2030,100.0,0.0,0.028113826656066543
,TBD_GR Agrafa City,,21424.0,2015,2030,40.0,12854.4,0.02268495988716035
,TBD_GR Arta City,,165279.0,2014,2030,40.0,99167.4,0.021252193235536287
,TBD_GR Chania City,,434778.0,2015,2030,40.0,260866.8,0.02268495988716035
,TBD_GR Halki Island City,,2306.0,2012,2030,40.0,1383.6,0.018868708060818307
,TBD_GR Ioannina City,,552427.0,2014,2050,70.0,165728.10000000003,0.01484883832127104
,TBD_GR Kozani City,,705915.0,2010,2030,100.0,0.0,0.03526492384137758
,TBD_GR Milos City,,33786.0,2010,2030,42.0,19595.88,0.01768744610159878
,TBD_GR Piraeus City,,16807.0,2016,2030,46.0,9075.78,0.027399830406055425
,TBD_GR Preveza City,,104311.0,2014,2030,40.0,62586.6,0.021252193235536287
,TBD_GR Thessaloniki City,,2458742.0,2011,2030,40.0,1475245.2,0.01786680031720378
,TBD_GR Xanthi City,,349470.0,2013,2030,40.0,209682.0,0.019989654407636115
,TBD_HR Novigrad-Cittanova City,,24534.69,2012,2030,40.0,14720.813999999998,0.018868708060818307
,TBD_HR Porec-Parenzo City,,110747.0,2011,2030,40.0,66448.2,0.01786680031720378
,TBD_HR Pula-Pola City,,268963.0,1990,2030,40.0,161377.8,0.008447284564975455
,TBD_HR Sveta Nedelja City,,45219.22,2009,2030,40.0,27131.532,0.016151535814308726
,TBD_HR Varazdin City,,266392.0,2010,2050,85.0,39958.8,0.015498516293591225
,TBD_HU Bakonyalja - Kisalfold Kapuja Videkfejlesztesi Egyesulet City,,212937.0,2016,2030,40.0,127762.2,0.024324869001833394
,TBD_HU Balatonfured Varos Onkormanyzata City,,30787.0,2013,2030,40.0,18472.2,0.019989654407636115
,TBD_HU Batya Kozseg Onkormanyzata City,,6455.0,2012,2030,40.0,3873.0,0.018868708060818307
,TBD_HU Bekescsaba Megyei Jogu Varos City,,164486.0,2010,2050,55.0,74018.7,0.01101661413704047
,TBD_HU Budapest Fovaros VI. kerulet Terezvaros Onkormanyzata City,,228897.0,2011,2050,50.0,114448.5,0.010450773046505324
,TBD_HU Budapest Fovaros VII. kerulet Erzsebetvaros Onkormanyzata City,,205926.0,2011,2040,60.0,82370.40000000001,0.016339067868180956
,"TBD_HU Budapest Fovaros XIX. Kerulet, Kispest Onkormanyzata City",,217707.0,2006,2050,80.0,43541.39999999999,0.013448415104128086
,TBD_HU Budapest I. Keruleti Budavari Onkormanyzat City,,144822.0,2015,2030,40.0,86893.2,0.02268495988716035
,TBD_HU Budapest IV. District Ujpest City,,643042.0,2010,2050,89.0,70734.62,0.01604172957257033
,TBD_HU Budapest XII. kerulet Hegyvidek City,,305646.0,2015,2030,40.0,183387.6,0.02268495988716035
,TBD_HU Bács-Kiskun Council City,,1155140.0,2012,2030,40.0,693084.0,0.018868708060818307
,TBD_HU Duna - Pilis - Gerecse Videkfejlesztesi Egyesulet City,,281989.0,2016,2030,40.0,169193.4,0.024324869001833394
,TBD_HU Elteto Balaton-felvidekert Egyesulet City,,174034.0,2011,2030,40.0,104420.4,0.01786680031720378
,TBD_HU Jaszbereny Varosi Onkormanyzat City,,72526.0,2013,2030,40.0,43515.6,0.019989654407636115
,TBD_HU Jozsefvaros City,,344248.0,2019,2030,40.0,206548.8,0.031061016501513494
,TBD_HU Kertvaros 16th district of Budapest City,,223812.0,2013,2030,40.0,134287.19999999998,0.019989654407636115
,TBD_HU Kunadacs Kozseg Onkormanyzata City,,2859.0,2015,2030,40.0,1715.3999999999999,0.02268495988716035
,TBD_HU Mateszalka Varos Onkormanyzata City,,67597.0,2013,2030,40.0,40558.2,0.019989654407636115
,TBD_HU Paks Varos Onkormanyzata City,,66711.0,2015,2030,40.0,40026.6,0.02268495988716035
,TBD_HU Sajoszentpeter Varosi Onkormanyzat City,,32559.0,2010,2030,40.0,19535.399999999998,0.01696592574647271
,TBD_HU Szabolcs-Szatmar-Bereg Government City,,790884.0,2014,2030,40.0,474530.39999999997,0.021252193235536287
,TBD_HU Szeged Megyei Jogu Varos City,,615242.0,2008,2030,40.0,369145.2,0.015411747273741838
,TBD_HU Szentkiraly Kozseg Onkormanyzata City,,8496.0,2011,2030,40.0,5097.599999999999,0.017866800317204
,TBD_HU Tiszalok Varos Onkormanyzata City,,15577.0,2011,2030,40.0,9346.199999999999,0.017866800317204
,TBD_HU Varpalota Varos Onkormanyzata City,,55635.0,2012,2030,40.0,33381.0,0.018868708060818307
,TBD_HU Vertes - Gerecse Videkfejlesztesi Kozosseg City,,200450.0,2016,2030,40.0,120270.0,0.024324869001833394
,TBD_HU Veszprem Megyei Onkormanyzat City,,656070.0,2011,2030,40.0,393642.0,0.01786680031720378
,TBD_HU Zuglo (Xiv. District Of Budapest) City,,482993.0,2011,2030,40.0,289795.8,0.01786680031720378
,TBD_ID Jambi City,,338196.0,2020,2050,100.0,0.0,0.023373891996774976
,TBD_IN Siliguri City,,998943.0,2015,2023,15.0,849101.5499999999,0.017623740063891224
,TBD_IT Agrigento City,,200800.0,2011,2030,40.0,120480.0,0.01786680031720378
,TBD_IT Alessandria City,,776468.73,2005,2030,40.0,465881.23799999995,0.01354986801622915
,TBD_IT Ancona City,,579296.6918,2005,2030,40.0,347578.01508,0.01354986801622915
,TBD_IT Area Adige Delta Po City,,146212.0,2006,2030,47.0,77492.36,0.01618213521414047
,TBD_IT Area Alto Polesine City,,117012.0,2006,2030,41.0,69037.08000000002,0.014419205798848589
,TBD_IT Area Rovigo Centrale City,,340755.0,2006,2030,42.0,197637.90000000002,0.014717961039953265
,TBD_IT Arezzo City,,488582.0,2008,2030,40.0,293149.2,0.015411747273741838
,TBD_IT Ascoli Piceno City,,273297.4,2010,2030,40.0,163978.44,0.01696592574647271
,TBD_IT Associazione Intercomunale Terre Estensi City,,1168228.0,2007,2030,42.0,677572.2400000001,0.015362763333424345
,TBD_IT Associazione Intercomunale Val Cosa e Val D’Arzino City,,16244.0,2013,2030,46.0,8771.76,0.02251059097922914
,TBD_IT Biella City,,227475.0,2010,2030,40.0,136485.0,0.01696592574647271
,"TBD_IT Bione, Mura, Sabbio Chiese, Treviso Bresciano City",,57511.0,2015,2030,40.0,34506.6,0.02268495988716035
,TBD_IT Bologna City,,2287750.0,2005,2040,95.0,114387.5000000001,0.019264041793554787
,TBD_IT Bolzano City,,520710.0,2010,2030,41.0,307218.9,0.017327901261305678
,TBD_IT Cagliari City,,831586.5,2009,2030,40.0,498951.89999999997,0.016151535814308726
,TBD_IT Calatafimi City,,23540.0,2011,2030,40.0,14124.0,0.01786680031720378
,TBD_IT Caltanissetta City,,174363.7,2011,2030,40.0,104618.22,0.01786680031720378
,TBD_IT Castello-Molina di Fiemme / Capriana / Valfloriana City,,10019.96,2007,2050,40.0,6011.976,0.007855630554437054
,TBD_IT Castelvetrano Selinunte City,,78831.81,2011,2030,40.0,47299.085999999996,0.01786680031720378
,TBD_IT Castenedolo - Nuvolera - Nuvolento City,,96948.0,2015,2030,40.0,58168.799999999996,0.02268495988716035
,TBD_IT Catania City,,895944.0,2011,2030,40.0,537566.4,0.01786680031720378
,TBD_IT Comelico City,,28116.0,2007,2030,40.0,16869.6,0.014736758555106588
,TBD_IT Comuni Granaglione-Porretta City,,39823.0,2008,2050,45.0,21902.65,0.008885999502489028
,TBD_IT Conco City,,8599.0,2010,2030,40.0,5159.4,0.01696592574647271
,TBD_IT Cuneo City,,606277.0,2006,2030,40.0,363766.2,0.014118413069381885
,TBD_IT Duino-Aurisina City,,27224.0,2008,2030,40.0,16334.4,0.015411747273741838
,TBD_IT Enna City,,83452.0,2011,2031,40.0,50071.2,0.01696592574647271
,TBD_IT Fermo City,,204562.0,2005,2030,42.0,118645.96000000002,0.014125104588171622
,"TBD_IT Flero, Gambara, Verolanuova e Verolavecchia City",,174287.0,2015,2030,40.0,104572.2,0.02268495988716035
,TBD_IT Florence City,,2519980.0,2005,2040,100.0,0.0,0.020001609421198996
,TBD_IT Genoa City,,2145035.0,2005,2030,40.0,1287021.0,0.01354986801622915
,TBD_IT Genova City,,2142486.0,2005,2030,40.0,1285491.5999999999,0.01354986801622915
,TBD_IT Il Paes nella Valle City,,385707.2,2010,2050,15.0,327851.12,0.0035001598627038
,TBD_IT Livorno City,,906194.0,2004,2030,45.0,498406.7,0.014393509195523624
,TBD_IT Macerata City,,257654.0,2005,2030,50.0,128827.0,0.016350839811869022
,TBD_IT Mantova City,,409638.0,2005,2030,65.0,143373.3,0.020232978508021082
,TBD_IT Messina City,,514953.8,2011,2030,40.0,308972.27999999997,0.01786680031720378
,TBD_IT Modena City,,1361843.0,2009,2030,55.0,612829.35,0.021088568692174903
,TBD_IT Nuovo Circondario Imolese City,,1812669.0,2010,2030,55.0,815701.0499999999,0.022154594061125632
