iso,climactor_id,GDAM_id,baseline_value,baseline_year,target_year,target_value,target_year_emission,annualized_ambition
,TBD_IT Padova City,,4849577.0,2005,2030,100.0,0.0,0.028113826656066543
,TBD_IT Palermo City,,1875375.0,1990,2025,30.0,1312762.5,0.007524288098506915
,TBD_IT Parma City,,1121130.0,2004,2030,100.0,0.0,0.0270180507087725
,TBD_IT Paterno City,,143370.0,2011,2050,42.0,83154.6,0.009031744108285666
,TBD_IT Pedemontana Est City,,24038.0,2010,2030,40.0,14422.8,0.01696592574647271
,TBD_IT Piacenza City,,575754.0,1990,2030,42.0,333937.32000000007,0.00880495939581838
,TBD_IT Pistoia City,,429941.0,2013,2030,41.0,253665.19000000003,0.02041678755098575
,TBD_IT Prato City,,963239.0,2009,2030,100.0,0.0,0.03355778300702772
,TBD_IT Puegnago City,,20226.0,2015,2030,40.0,12135.6,0.02268495988716035
,TBD_IT Ragusa City,,600737.0,2011,2030,40.0,360442.2,0.01786680031720378
,TBD_IT Ravenna City,,1649789.0,2007,2030,41.0,973375.5100000001,0.01505082263274704
,TBD_IT Reggio Emilia City,,1159317.851,2000,2030,40.0,695590.7106,0.011278873450424776
,TBD_IT Rimini City,,691560.0,2010,2025,30.0,484091.99999999994,0.017644813405053306
,TBD_IT San Teodoro City,,4616.632,2011,2030,40.0,2769.9791999999998,0.01786680031720378
,TBD_IT Sant'Agata Militello City,,31507.0,2017,2030,40.0,18904.2,0.026220339705550266
,TBD_IT Sassari City,,650252.9,2010,2030,40.0,390151.74,0.01696592574647271
,TBD_IT Siracusa City,,1138331.0,2011,2030,40.0,682998.6,0.01786680031720378
,TBD_IT Solbiate City,,21233.0,2005,2025,27.0,15500.09,0.01202254169919792
,TBD_IT Terra del Sole e del Mare City,,61273.07,2010,2030,40.0,36763.842,0.01696592574647271
,TBD_IT Terre di Comino Smart Land City,,512395.0,2011,2030,42.0,297189.10000000003,0.018626982412723203
,TBD_IT Trapani City,,383869.0,2011,2030,43.0,218805.33000000002,0.019003277629532356
,TBD_IT Tremezzo City,,5586.0,2005,2025,30.0,3910.2,0.013204634466420062
,TBD_IT Trento City,,950105.0,2006,2030,40.0,570063.0,0.014118413069381885
,TBD_IT Treviso City,,567430.9,2006,2030,40.0,340458.54,0.014118413069381885
,TBD_IT Trieste City,,919270.0,2001,2030,44.0,514791.20000000007,0.012653284327700298
,TBD_IT Turin City,,6325574.0,1991,2030,40.0,3795344.4,0.008664817327093566
,TBD_IT Udine City,,624574.0,2006,2030,43.0,356007.18000000005,0.01501470679771777
,TBD_IT Valdobbiadene City,,40774.0,2007,2030,24.0,30988.24,0.009396541554194116
,TBD_IT Valle Caudina City,,245810.0,2011,2025,30.0,172067.0,0.01891700620110659
,TBD_IT Valle del Chiese City,,51800.0,2007,2030,40.0,31080.0,0.014736758555106588
,"TBD_IT Valli S.O.L. (Stura, Orba e Leira) City",,46067.0,2005,2029,50.0,23033.5,0.017037896605586855
,TBD_IT Venezia City,,3467637.0,2005,2050,100.0,0.0,0.015522512504275054
,TBD_IT Venice City,,3467637.0,2005,2050,100.0,0.0,0.015522512504275054
,TBD_IT Verona City,,1430911.0,2006,2030,40.0,858546.6,0.014118413069381885
,TBD_IT Vicenza City,,504192.2,2006,2030,40.0,302515.32,0.014118413069381885
,TBD_IT Zibello City,,19937.0,2005,2030,40.0,11962.199999999999,0.01354986801622915
,"TBD_JP Hokuei, TGR City",,3444.0,2013,2030,40.0,2066.4,0.019989654407636115
,TBD_KR Ansan City,,2452580.0,2018,2050,100.0,0.0,0.021897148654116627
,TBD_KR Dobong-gu District of Seoul City,,1127671.0,2018,2030,40.0,676602.6,0.028436155726361267
,TBD_LV Daugavpils City,,18365703.0,2010,2030,40.0,11019421.799999999,0.01696592574647271
,TBD_LV Jekabpils City,,47464.70059,1995,2030,40.0,28478.820354,0.009659850528855207
,TBD_LV Jelgava City,,152302.0,2005,2030,40.0,91381.2,0.01354986801622915
,TBD_LV Jurmala City,,133596.0,2008,2030,30.0,93517.2,0.011997042454169105
,TBD_LV Liepaja City,,222601.0,2006,2030,45.0,122430.55,0.015602279011970532
,TBD_LV Riga City,,4106781.0,1990,2050,100.0,0.0,0.011619440301922523
,TBD_LV Saldus City,,20013.0,2008,2030,30.0,14009.099999999999,0.011997042454169105
,TBD_LV Smiltene City,,11436.0,2008,2030,40.0,6861.599999999999,0.015411747273741838
,TBD_MX Ayuntamiento de Celaya City,,4093680.0,2013,2028,5.0,3888996.0,0.003257973307290829
,TBD_MX Ayuntamiento de Tlajomulco de Zúñiga City,,439145.0,2016,2050,50.0,219572.5,0.011996835977684972
,TBD_MX Gobierno Municipal de Toluca de Lerdo City,,55782.0,2018,2030,10.0,50203.8,0.007974140428903764
,TBD_MX Madero City,,954564.0,2021,2030,8.0,878198.88,0.008587892971819722
,TBD_MX Presidencia Municipal de Saltillo City,,3684820.0,2016,2030,56.0,1621320.7999999998,0.032273109407872314
,"TBD_NL Breda, Netherlands City",,756224.0,2008,2044,100.0,0.0,0.019440643702144822
,TBD_NL Groningen City,,1039976.0,2014,2035,95.0,51998.80000000005,0.032312466341355206
,TBD_PL Czestochowa City,,717321.0,2005,2030,30.0,502124.69999999995,0.010549831729349979
,TBD_PL Dzierzoniów City,,196479.7,1995,2050,20.0,157183.76,0.003320437877461835
,TBD_PL Minsk Mazowiecki City,,169865.0,2019,2030,40.0,101919.0,0.031061016501513494
,TBD_PL Plock City,,664825.0,1990,2030,22.0,518563.5,0.0049836487403962515
,TBD_PL Sztum City,,55461.77,2008,2030,40.0,33277.062,0.015411747273741838
,TBD_PT Agueda City,,385172.0,2002,2030,55.0,173327.4,0.015775095361720615
,TBD_PT Alfandega da Fe City,,20081.0,2008,2030,40.0,12048.6,0.015411747273741838
,TBD_PT Almeida City,,709.0,2011,2050,80.0,141.79999999999995,0.015185600026323742
,TBD_PT Arruda dos Vinhos City,,38294.0,2009,2030,30.0,26805.8,0.012571906662961041
,TBD_PT Barreiro City,,311604.8,2008,2030,40.0,186962.87999999998,0.015411747273741838
,TBD_PT Boticas City,,8484.0,2008,2030,40.0,5090.4,0.015411747273741838
,TBD_PT Braga City,,640137.0,2008,2050,100.0,0.0,0.01664043939193549
,TBD_PT Caldas da Rainha City,,226615.0,2009,2030,30.0,158630.5,0.012571906662961041
,TBD_PT Camara de Lobos City,,175854.0,2010,2050,87.0,22861.02,0.01577153909128337
,TBD_PT Faro City,,272584.0,2009,2030,40.0,163550.4,0.016151535814308726
,TBD_PT Fundao City,,258.0,2011,2030,40.0,154.79999999999998,0.017866800317204
,TBD_PT Lisbon City,,4084586.0,2002,2050,100.0,0.0,0.014545334937523746
,TBD_PT Lourinha City,,69003.0,2009,2030,30.0,48302.1,0.012571906662961041
,TBD_PT Machico City,,145226.0,2010,2030,57.0,62447.18000000001,0.022810040399352305
,TBD_PT Matosinhos City,,1207190.0,2009,2030,40.0,724314.0,0.016151535814308726
,TBD_PT Mealhada City,,162232.0,2015,2030,40.0,97339.2,0.02268495988716035
,TBD_PT Mertola City,,44608.0,2008,2030,40.0,26764.8,0.015411747273741838
,TBD_PT Municipality of Maia City,,1019256.0,2008,2050,100.0,0.0,0.01664043939193549
,TBD_PT Oliveira do Bairro City,,91783.45,2008,2030,40.0,55070.07,0.015411747273741838
,TBD_PT Porto City,,1304300.0,2004,2030,100.0,0.0,0.0270180507087725
,TBD_PT Povoa de Varzim City,,232719.0,2008,2030,41.0,137304.21000000002,0.015740307709171564
,TBD_PT Ribeira Brava City,,133645.0,2010,2030,61.0,52121.55,0.024097471347184207
,TBD_PT Sabugal City,,264210.0,2011,2050,80.0,52841.999999999985,0.015185600026323742
,TBD_PT Santo Tirso City,,367497.0,2008,2050,100.0,0.0,0.01664043939193549
,TBD_PT Setúbal City,,470013.2,2011,2030,40.0,282007.92,0.01786680031720378
,TBD_PT Trofa City,,213898.0,2009,2030,40.0,128338.79999999999,0.016151535814308726
,TBD_PT Viseu City,,502094.0,2000,2030,56.0,220921.36,0.014933264132213964
,TBD_RO Arad City,,1075325.0,2008,2030,40.0,645195.0,0.015411747273741838
,TBD_RO Bacau City,,431585.0,2008,2030,40.0,258951.0,0.015411747273741838
,TBD_RO Bacau County for CoM City,,58110.0,2011,2025,25.0,43582.5,0.016066525730476844
,TBD_RO Balan City,,5439.0,2015,2030,40.0,3263.4,0.02268495988716035
,TBD_RO Botosani City,,200646.0,2012,2030,40.0,120387.59999999999,0.018868708060818307
,TBD_RO Brasov City,,746744.732,2008,2030,40.0,448046.8392,0.015411747273741838
,TBD_RO Bucharest City,,1159651.0,2008,2030,30.0,811755.7,0.011997042454169105
,TBD_RO Iasi City,,672516.0,2012,2030,42.0,390059.28,0.019671928987385012
,TBD_RO Ineu City,,13893.26,2008,2050,20.0,11114.608,0.004350425190713381
,TBD_RO Tulcea City,,246223.0,2008,2050,80.0,49244.59999999999,0.014093307932669719
,TBD_RO Victoria City,,26130.0,2012,2030,40.0,15678.0,0.018868708060818307
,TBD_SE Aseda City,,89093.0,1990,2030,63.0,32964.409999999996,0.01228940203157336
,TBD_SE Gothenburg City,,1802784.0,1990,2050,80.0,360556.79999999993,0.009844586655795684
,TBD_SI Tržic City,,37001.48,2006,2030,40.0,22200.888000000003,0.014118413069381885
,TBD_SK Bratislava City,,2407131.0,2005,2050,20.0,1925704.8,0.0040598089383232505
,TBD_SK Kosice City,,794291.0,2005,2050,100.0,0.0,0.015522512504275054
,TBD_SK Presov City,,234826.0,2004,2050,50.0,117413.0,0.008853420605916984
,TBD_TR Bagcilar City,,1620056.0,2018,2030,40.0,972033.6,0.028436155726361267
,TBD_TR Karsiyaka - Izmir City,,1362244.0,2018,2030,40.0,817346.4,0.028436155726361267
,"TBD_TR Tepebasi, Eskisehir City",,700593.0,2019,2050,100.0,0.0,0.022611435601268326
,TBD_TR Urla City,,23485.0,2022,2050,40.0,14091.0,0.012089358209952383
,"TBD_US Abingtonship, PA City",,550000.0,2021,2050,100.0,0.0,0.02418956024899721
,"TBD_US Alameda, CA City",,367294.0,2005,2030,50.0,183647.0,0.016350839811869022
,"TBD_US Alexandria, VA City",,1781009.0,2005,2050,80.0,356201.79999999993,0.013147605481073521
,"TBD_US Boise, ID City",,2480801.0,2018,2050,100.0,0.0,0.021897148654116627
,"TBD_US Boulder, CO City",,1772281.0,2018,2030,70.0,531684.3,0.04521125295294337
,"TBD_US Breckenridge, CO City",,793077.0,2005,2050,80.0,158615.39999999997,0.013147605481073521
,"TBD_US Charlottesville, VA City",,459309.0,2011,2050,100.0,0.0,0.01793188433739057
,TBD_US Cleveland City,,12217507.0,2010,2050,80.0,2443501.3999999994,0.014803164029113303
,"TBD_US Denton, TX City",,1529973.0,2018,2050,100.0,0.0,0.021897148654116627
,"TBD_US Des Moines, IA City",,2597305.0,2019,2050,100.0,0.0,0.022611435601268326
,"TBD_US Dubuque, IA City",,1266234.0,2003,2030,50.0,633117.0,0.015130551333631947
,"TBD_US Durham, NH City",,86984.0,2019,2030,43.0,49580.880000000005,0.033050275714351596
,"TBD_US Eau Claire, WI City",,901871.0,2015,2050,100.0,0.0,0.020001609421198996
,"TBD_US Kansas, KS City",,381000.0,2005,2030,100.0,0.0,0.028113826656066543
,"TBD_US Lancaster, PA City",,885210.0,2010,2050,80.0,177041.99999999997,0.014803164029113303
,"TBD_US Lexington, MA City",,520023.0,2012,2050,100.0,0.0,0.018408093274101978
,"TBD_US Missoula, MT City",,11540.0,2008,2025,100.0,0.0,0.041616010650583846
,"TBD_US Nashville, TN City",,12252425.0,2014,2050,80.0,2450484.9999999995,0.016461427882965562
,"TBD_US Park, UT City",,510126.0,2016,2030,100.0,0.0,0.050756638653219444
,"TBD_US Providence, RI City",,2652837.0,2010,2050,100.0,0.0,0.017479692102686295
,"TBD_US Saint Paul, MN City",,4660669.0,2015,2050,100.0,0.0,0.020001609421198996
,"TBD_US Salt Lake, UT City",,4943904.0,2009,2040,80.0,988780.7999999998,0.01914175878949309
,"TBD_US Santa Cruz, CA City",,302319.0,1990,2035,100.0,0.0,0.015522512504275054
,"TBD_US York, ME City",,392906.0,2010,2050,100.0,0.0,0.017479692102686295
JPN,a002eddec004a488,JPN.41,17267000.0,2013,2050,100.0,0.0,0.018910284405250666
ESP,a02330ab3157e5c5,ESP.12.36.36025,10846.8,2013,2030,40.0,6508.079999999999,0.019989654407636115
ITA,a02633f95e405b6d,ITA.19.83.056,3540.15,2013,2030,40.0,2124.09,0.019989654407636115
ESP,a032f87d68bc2488,ESP.14.30.30038,67301.2,2008,2030,40.0,40380.719999999994,0.015411747273741838
ESP,a03456c5ddfa7ae8,ESP.09.17.17109,5037.93,2005,2030,40.0,3022.7580000000003,0.01354986801622915
ESP,a03779cc996a9221,ESP.09.08.08221,73816.6974,2005,2030,40.0,44290.01844,0.01354986801622915
ESP,a041268494572c56,ESP.01.11.11003,6857.9885,2007,2030,40.0,4114.7931,0.014736758555106588
BEL,a06205637a951fcd,BEL.2.1.1.19_1,114158.9,2012,2050,55.0,51371.50499999999,0.011599786233278175
BEL,a0661183ccad3dea,BEL.2.2.1.2_1,185598.0,2011,2030,40.0,111358.8,0.01786680031720378
ITA,a0830f49ccc08897,ITA.19.83.022,1381.477,2014,2030,40.0,828.8862,0.021252193235536287
ESP,a0a960684a47b3d4,ESP.06.39.39036,9318.9,2011,2050,60.0,3727.56,0.012124285525753065
ESP,a0d9845b4613c342,ESP.12.32.32060,3456.8,2010,2049,50.0,1728.4,0.010450773046505324
UKR,a0ed9a441283fe58,UKR.53.02.001.001,49950.4,2016,2050,50.0,24975.2,0.011996835977684972
ITA,a1198aac9e7c5ff1,ITA.8.34.032,122068.4,2005,2030,43.0,69578.988,0.01440981240971495
GRC,a11a6d2f6f567d65,GRC.1.1.06.01,349469.8,2013,2030,40.0,209681.87999999998,0.019989654407636115
UKR,a11b4660dd56891c,UKR.32.14.003.001,66975.2,2016,2030,31.0,46212.88799999999,0.01947486109734764
DNK,a11c25f7f1a238cf,DNK.1.9_1,250000.0,1990,2040,100.0,0.0,0.013959479790029095
USA,a176641dcc61a053,USA.36.9.1600000US3959234,233059.0,2019,2045,100.0,0.0,0.0270180507087725
CHN,a17ff6610ee320bc,CHN.13,906097000.0,2020,2060,100.0,0.0,0.017479692102686295
CHN,a182eb55cf1b8973,CHN.62,137537000.0,2020,2060,100.0,0.0,0.017479692102686295
CAN,a19c61270f3cc59e,CAN.35.43.052,341540.0,2016,2050,100.0,0.0,0.02059590957958668
TZA,a1a80e5f324cc45d,TZA.2_1,2267961.0,2020,2050,100.0,0.0,0.023373891996774976
ESP,a1d6a92ad00a03f0,ESP.10.46.46090,12174.9,2010,2049,50.0,6087.45,0.010450773046505324
ESP,a1e7481caec4882d,ESP.12.15.15047,11683.6,2010,2030,40.6,6940.0584,0.01718340462275436
JPN,a2027ad2c95eb966,JPN.33.966,63000.0,2013,2030,50.0,31500.0,0.024137596028845465
ESP,a21c232b99eb1a35,ESP.14.30.30025,23024.0,2008,2030,41.0,13584.160000000002,0.015740307709171564
BEL,a220a5a75636522c,BEL.2.4.2.29_1,47997.11,2011,2030,40.0,28798.266,0.01786680031720378
ITA,a221736eba4ab752,ITA.5.23.087,16687.8,2015,2030,28.0,12015.215999999999,0.016593506486310527
ESP,a229c46299becb06,ESP.12.27.27026,9148.6,2010,2030,40.4,5452.565600000001,0.017111009791541898
ITA,a241546285557786,ITA.3.13.217,4707.0,2017,2030,40.0,2824.2,0.026220339705550266
BEL,a2458467cb5318cc,BEL.2.3.4.12_1,108365.0,2011,2050,40.0,65019.0,0.008664817327093566
SWE,a298ad88fa465523,SWE.07.0760,89093.0,1990,2030,63.0,32964.409999999996,0.01228940203157336
ITA,a29be46c5313b856,ITA.5.24.071,8614.8,2008,2040,41.0,5082.732,0.010795028625200098
ITA,a2a163db16dcacad,ITA.8.36.029,10890.8,2012,2030,41.7,6349.336399999999,0.01955212962089692
BEL,a2bbbb492970abae,BEL.3.4.3.8_1,19818.6,2006,2050,60.0,7927.44,0.010739155848709325
ESP,a2bfbf4749ddbec3,ESP.10.46.46217,1751.6,2010,2049,50.0,875.8,0.010450773046505324
GBR,a31425e1b95910e2,GBR.1.09.138.40,730400.0,2020,2045,100.0,0.0,0.028113826656066543
PER,a328f91d3be9b7c8,PER.15.1.22_1,998000.0,2019,2030,10.0,898200.0,0.008702207766035697
PRT,a32ea63daabb7fc5,PRT.15.16_1,330537.1,2009,2030,40.0,198322.25999999998,0.016151535814308726
BEL,a33dc9840cd00d6a,BEL.2.4.1.11_1,39938.41,2011,2030,40.0,23963.046000000002,0.01786680031720378
ESP,a37b4887404ca970,ESP.04.07.07015,192910.9,2005,2030,55.0,86809.90499999998,0.01768475295469374
ESP,a382b81fb70129af,ESP.09.25.25163,1574.0,2005,2030,30.0,1101.8,0.010549831729349979
UKR,a38488216c84c125,UKR.18.04.045.001,71911.7,2016,2030,33.61,47742.17762999999,0.020912443819598447
CHN,a3a3aa3556c47b94,CHN.81,55620573.82,2021,2050,100.0,0.0,0.02418956024899721
MEX,a3a8c14a914f06c2,MEX.9_1,70638966.2,2020,2050,100.0,0.0,0.023373891996774976
ESP,a3ac09463a715ba5,ESP.04.07.07003,167145.8,2005,2030,42.0,96944.564,0.014125104588171622
GBR,a3b1a7de2162622d,GBR.1.01.83,1802300.44,2019,2030,100.0,0.0,0.06504108943996267
ESP,a3da4069435bf421,ESP.10.46.46118,8099.1,2010,2049,50.0,4049.55,0.010450773046505324
ESP,a3e1d5a0f640af32,ESP.10.03.03100,1897.47,2007,2030,40.0,1138.482,0.014736758555106588
MDA,a3ef7d58de6786e7,MDA.2.45,1880.9,2015,2030,30.0,1316.6299999999999,0.017644813405053306
MDA,a3fa247fdd0ca4cb,MDA.19.86,24643.3,2016,2030,42.0,14293.114000000001,0.02536322882425668
ITA,a4049008f285bea1,ITA.8.35.027,35103.31,2007,2030,40.0,21061.985999999997,0.014736758555106588
ESP,a407cac0f64a64de,ESP.10.46.46261,2706.5,2010,2030,40.0,1623.8999999999999,0.01696592574647271
BEL,a41625faf24706dc,BEL.3.2.5.4_1,279525.0,2006,2050,40.0,167715.0,0.007676410001614453
JPN,a4207402425db302,JPN.45,10120000.0,2013,2050,100.0,0.0,0.018910284405250666
ESP,a4252e7944e59d5a,ESP.10.46.46116,29639.0,2010,2030,40.0,17783.399999999998,0.01696592574647271
ESP,a43c6e112c8dc864,ESP.09.25.25151,2967.095,2005,2030,49.0,1513.2184499999998,0.016078941838955307
ESP,a45e11eb8e290f9d,ESP.12.15.15065,48842.9,2010,2030,40.0,29305.74,0.01696592574647271
BEL,a48618c479639e18,BEL.2.1.3.3_1,77135.8,2011,2030,40.0,46281.48,0.01786680031720378
UKR,a49717ed089ec956,UKR.56.08.017.001,81527.8,2016,2030,30.0,57069.46,0.01891700620110659
ESP,a49c51352dcc6438,ESP.10.03.03127,1871.0,2007,2040,100.0,0.0,0.021226606315364105
ITA,a4c6de3e4c979dd3,ITA.3.97.042,337787.0,2007,2030,40.0,202672.19999999998,0.014736758555106588
USA,a4c969d8cc621aad,USA.48.34.1600000US5351300,645456.0,2019,2040,100.0,0.0,0.03355778300702772
JPN,a4d57f9806f87f64,JPN.1.1567,30570.0,2013,2025,32.0,20787.6,0.023405690796292067
ESP,a507a4d72880737e,ESP.10.03.03059,38645.23,2007,2030,40.0,23187.138000000003,0.014736758555106588
PRT,a52ee9ffacb1e1f6,PRT.13_1,1421184.0,2005,2050,90.0,142118.39999999997,0.014365627630136046
KOR,a53416c595732ccd,KOR.13.9_2,5389395.0,2017,2050,100.0,0.0,0.021226606315364105
ITA,a53db5337ba39211,ITA.19.83.108,16443.2,2011,2030,40.11,9847.832480000001,0.01790887689538523
ITA,a54efe01e68c767e,ITA.8.34.051,74939.2,2005,2050,44.0,41965.952000000005,0.008136099925261986
ESP,a57e1dd40ff5c982,ESP.10.46.46162,4564.4,2010,2030,40.0,2738.64,0.01696592574647271
ESP,a5ce666dea8b328e,ESP.10.46.46158,1608.0,2010,2030,40.0,964.8,0.01696592574647271
HRV,a5d5284f38e8905d,HRV.5.5_1,29637.44,2011,2030,40.0,17782.464,0.01786680031720378
ITA,a6045779f6a2d44d,ITA.1.1.272,2936275.0,2019,2050,100.0,0.0,0.022611435601268326
JPN,a626c0ef0103d179,JPN.28.1295,10887000.0,2013,2030,40.0,6532200.0,0.019989654407636115
BEL,a650cc9176cbcba7,BEL.2.3.4.21_1,85502.93,2011,2030,40.0,51301.757999999994,0.01786680031720378
USA,a651579dafb1045e,USA.14.16.1600000US1757732,198675.0,2010,2025,26.0,147019.5,0.015526754741764348
ITA,a663b22fb1c6af98,ITA.19.82.043,48213.8,2011,2030,40.0,28928.280000000002,0.01786680031720378
USA,a66c2319244b2b23,USA.38.34.1600000US4105350,784138.0,2013,2050,100.0,0.0,0.018910284405250666
USA,a6732f9695eb9462,USA.47_1,131100000.0,2005,2045,100.0,0.0,0.017479692102686295
BEL,a684195e0492457c,BEL.2.3.6.2_1,46373.09,2011,2050,80.0,9274.617999999997,0.015185600026323742
UKR,a6844a21ef8dfc53,UKR.23.10.019.001,53504.9,2013,2030,35.0,34778.185000000005,0.017809950212084757
ITA,a69cf80fbf4c0373,ITA.3.20.030,409637.6,2005,2030,65.0,143373.15999999997,0.020232978508021082
ITA,a69f33660e5873af,ITA.9.48.017,1644845.06,2019,2030,100.0,0.0,0.06504108943996267
ITA,a6a6e3577c6729f7,ITA.5.24.034,30678.8,2007,2030,40.0,18407.28,0.014736758555106588
ESP,a6ce2ca66add751d,ESP.12.15.15040,9374.0,2015,2030,40.0,5624.4,0.02268495988716035
BEL,a6cf0f71c865f508,BEL.2.1.3.4_1,83073.0,2011,2030,40.0,49843.799999999996,0.017866800317204
ITA,a6ed4ef751cba618,ITA.19.82.045,13071.4,2011,2030,42.0,7581.412000000001,0.018626982412723203
ESP,a70443f39e904413,ESP.12.27.27041,8802.1,2010,2030,40.0,5281.26,0.01696592574647271
ESP,a715003467cb23a7,ESP.12.32.32077,3252.145,2012,2030,40.0,1951.2869999999998,0.018868708060818307
ESP,a72b9d91888bfda2,ESP.09.43.43120,2309.7,2005,2035,35.0,1501.3049999999998,0.010053688544371386
ESP,a73d9954f84b6106,ESP.10.03.03014,937876.6,2010,2050,26.0,694028.684,0.005794516663260696
JPN,a75b59e03cb23251,JPN.8,33301000.0,2013,2050,100.0,0.0,0.018910284405250666
POL,a77c5ed89e736bbc,POL.7.12.8_1,169865.2,2019,2030,40.0,101919.12000000001,0.031061016501513494
ITA,a77d4408388679a1,ITA.19.87.016,42459.0,2011,2030,42.0,24626.220000000005,0.018626982412723203
BIH,a793a6def9236657,BIH.2.7.8_1,171555.4,2010,2030,40.0,102933.23999999999,0.01696592574647271
ESP,a7edbab1d20947fd,ESP.12.32.32007,6087.8,2010,2030,40.6,3616.1531999999997,0.01718340462275436
ESP,a809e4c002c6c8bb,ESP.12.15.15011,68735.6,2017,2030,40.0,41241.36,0.026220339705550266
ITA,a80fc3442bfe009c,ITA.1.4.116,8139.0,2010,2030,40.0,4883.4,0.01696592574647271
ESP,a8290251618775ad,ESP.10.03.03099,312541.9,2007,2030,40.0,187525.14,0.014736758555106588
BEL,a8304a17a6994315,BEL.3.2.6.13_1,27957.67,2006,2030,64.0,10064.761199999999,0.02082624490269369
ITA,a834779e396fece0,ITA.11.109.006,204562.8,2005,2030,42.0,118646.42400000001,0.014125104588171622
PHL,a8363dc935abae38,PHL.59.17_1,367652.25,2018,2030,48.0,191179.17,0.033209703593181095
ESP,a8555a037905011c,ESP.12.32.32040,6338.1,2018,2030,40.0,3802.86,0.028436155726361267
GBR,a89ae6455773c1f1,GBR.3.1.193,5132999.2,1990,2040,90.0,513299.9199999999,0.012919826711642601
JPN,a89b016caca1b2e1,JPN.24,12035000.0,2013,2050,100.0,0.0,0.018910284405250666
ITA,a8ae5640286295f8,ITA.11.42.014,39610.1,2011,2030,42.57,22748.08043,0.018841777170802043
ESP,a8bf6dd54d25bd05,ESP.10.46.46231,4939.0,2010,2030,40.0,2963.4,0.01696592574647271
ESP,a8d49c92e6444f5e,ESP.09.43.43066,1386.4,2005,2040,40.0,831.84,0.009659850528855207
ESP,a8de2bef52d91310,ESP.10.46.46064,936.5,2010,2030,40.0,561.9,0.01696592574647271
MEX,a8fb2bee81d57708,MEX.19.48_2,11720.0,2022,2022,82.0,2109.6000000000004,
USA,a9106ec2aa92261b,USA.22.9.1600000US2511000,1462236.0,2012,2050,100.0,0.0,0.018408093274101978
ITA,a933fcd1c02fc1eb,ITA.5.29.039,52769.71,2008,2030,40.0,31661.825999999997,0.015411747273741838
